diet_pattern,outcome,food_group,total_impact_current,total_LB_current,total_UB_current,total_impact_CF,total_LB_CF,total_UB_CF,perc_change,perc_change_LB,perc_change_UB
DGAplus,Food_price (USD),leg_tot,31816221.3031208,30663420.8445838,32948148.2304712,110007002.743636,110007002.743636,110007002.743636,245.75759860221234,258.7564587173808,233.87916666557604
DGAplus,Food_price (USD),oil,53597617.2779892,52853104.9983848,54372327.1182907,52407086.3852264,52407086.3852264,52407086.3852264,-2.2212384677251595,-0.8438834637473716,-3.614413502642229
DGAplus,Food_price (USD),pf_egg,312096664.986281,299717615.204305,325688447.544774,124195304.051941,124195304.051941,124195304.051941,-60.20614188318854,-58.562560973507594,-61.86683777450618
DGAplus,Food_price (USD),pf_ns,40489470.3876668,38824424.4478104,42056334.0392462,60800497.936039,60800497.936039,60800497.936039,50.16372739357686,56.60373283258807,44.56918161079159
DGAplus,Food_price (USD),pf_pm,209312949.93696,203801640.674097,214932326.843055,0,0,0,-100,-100,-100
DGAplus,Food_price (USD),pf_poultry,377645033.708135,368507610.56515,386779767.745289,249617462.066986,249617462.066986,249617462.066986,-33.90156369435956,-32.262603292190335,-35.462637168919926
DGAplus,Food_price (USD),pf_poultry_tot,0,0,0,0,0,0,NA,NA,NA
DGAplus,Food_price (USD),pf_redm,694081538.005134,677829867.722114,709669314.111517,242108823.755066,242108823.755066,242108823.755066,-65.11810061236996,-64.2817710926952,-65.88427610707976
DGAplus,Food_price (USD),pf_redm_tot,0,0,0,0,0,0,NA,NA,NA
DGAplus,Food_price (USD),pf_seafood,310849423.631653,295217227.978513,326099457.446281,600143519.272145,600143519.272145,600143519.272145,93.06566898553965,103.28878615303093,84.03695730496817
DGAplus,Food_price (USD),sat_fat,48710999.0974101,48340800.6726594,49094630.680387,26097930.3664349,26097930.3664349,26097930.3664349,-46.422921208728624,-46.012622870776376,-46.84157920173364
DGAplus,Food_price (USD),veg_dg,67601958.9971078,64936899.3018569,70085810.6326671,97606741.786945,97606741.786945,97606741.786945,44.3844871287249,50.310136203491155,39.26747925984659
DGAplus,Food_price (USD),veg_oth,261633910.239977,256403242.095193,267357708.505722,289551978.849827,289551978.849827,289551978.849827,10.670661377282041,12.928361000336766,8.301339231305539
DGAplus,Food_price (USD),veg_ro,113425002.822423,111080019.499242,115467631.645117,243631292.187951,243631292.187951,243631292.187951,114.79505058455021,119.32953674860809,110.99531419916666
DGAplus,Food_price (USD),veg_sta,262775642.882771,256896783.780932,268851479.559891,436772834.285163,436772834.285163,436772834.285163,66.21511396321284,70.01880204838211,62.45878021581236
Med,Food_price (USD),added_sugar,249802730.574899,245798200.515528,253882147.664915,27300250.9696938,27300250.9696938,27300250.9696938,-89.07127599971999,-88.89322586071205,-89.2468804046333
Med,Food_price (USD),dairy_cow,0,0,0,0,0,0,NA,NA,NA
Med,Food_price (USD),dairy_soy,0,0,0,0,0,0,NA,NA,NA
Med,Food_price (USD),dairy_tot,136628353.937579,133667136.17372,139525110.912991,197967864.593292,197967864.593292,197967864.593292,44.89515454730355,48.10511413665943,41.88690716522447
Med,Food_price (USD),fruit_exc_juice,290389028.484134,282271136.158609,299164993.481871,822496920.768053,822496920.768053,822496920.768053,183.23966820013374,191.38541473326188,174.93087048565235
Med,Food_price (USD),fruit_juice,34980293.4633579,33317390.333731,36617497.3233338,82589157.0955491,82589157.0955491,82589157.0955491,136.10195604008243,147.88603269426739,125.54560833659363
Med,Food_price (USD),gr_refined,564500214.509304,558176771.512515,570838254.147528,322526398.279467,322526398.279467,322526398.279467,-42.86514159080959,-42.21787527891859,-43.499512175980954
Med,Food_price (USD),gr_whole,84926030.1527261,82641211.2677619,87228803.1850793,295042160.252708,295042160.252708,295042160.252708,247.41075230070345,257.01577424459066,238.23937676491664
Med,Food_price (USD),leg_tot,31829575.9234312,30671682.1233025,32895134.6351564,57832252.8709399,57832252.8709399,57832252.8709399,81.69344451858358,88.55259596930432,75.80792269848978
Med,Food_price (USD),oil,53606834.3517987,52808069.0230006,54388932.5288769,52407086.3852264,52407086.3852264,52407086.3852264,-2.2380503924161377,-0.7593207727393912,-3.6438408542000227
Med,Food_price (USD),pf_egg,311845289.286892,298176110.855964,325064472.716583,238454983.779728,238454983.779728,238454983.779728,-23.53420366714158,-20.02881012325119,-26.643787988596358
Med,Food_price (USD),pf_ns,40434940.1191254,38856929.8027547,42042387.9854312,38304313.6997046,38304313.6997046,38304313.6997046,-5.269270618786033,-1.4221815924605576,-8.891203532544205
Med,Food_price (USD),pf_pm,209437779.348029,204167745.689018,215389087.036918,167256435.113784,167256435.113784,167256435.113784,-20.140274770652056,-18.078913714145717,-22.346838730452497
Med,Food_price (USD),pf_poultry,377490032.905574,368813403.854032,387436707.677614,317014176.825072,317014176.825072,317014176.825072,-16.020517314063643,-14.044833101960947,-18.17652521225236
Med,Food_price (USD),pf_poultry_tot,0,0,0,0,0,0,NA,NA,NA
Med,Food_price (USD),pf_redm,694358163.608677,678635245.851566,710732793.134154,585903353.487261,585903353.487261,585903353.487261,-15.61943328465544,-13.664467463363614,-17.563483893352704
Med,Food_price (USD),pf_redm_tot,0,0,0,0,0,0,NA,NA,NA
Med,Food_price (USD),pf_seafood,310568018.001905,296672616.840526,325444878.771364,1284307131.24239,1284307131.24239,1284307131.24239,313.5348963184329,332.90383349831006,294.63123097557144
Med,Food_price (USD),sat_fat,48711011.6603844,48323278.367787,49095285.7053737,25045745.9888104,25045745.9888104,25045745.9888104,-48.58298948206909,-48.17043289532637,-48.985435915145246
Med,Food_price (USD),veg_dg,67540383.6802551,64885045.4148597,70179778.3903693,97606741.786945,97606741.786945,97606741.786945,44.51611979142423,50.43025887224164,39.08100599009512
Med,Food_price (USD),veg_oth,261745470.659837,255772713.696554,267098945.555144,289551978.849827,289551978.849827,289551978.849827,10.623491638610691,13.20675089421319,8.406260551877555
Med,Food_price (USD),veg_ro,113359550.894286,111085396.419886,115459003.702333,243631292.187951,243631292.187951,243631292.187951,114.91906969104926,119.31892043402499,111.01108131511455
Med,Food_price (USD),veg_sta,262658980.621131,256866349.273068,268149843.191988,436772834.285163,436772834.285163,436772834.285163,66.28893984598997,70.03894652656157,62.883867126651836
US,Food_price (USD),added_sugar,249899901.424819,245638283.688141,253846112.528027,27300250.9696938,27300250.9696938,27300250.9696938,-89.0755255148002,-88.88599506567395,-89.24535392808917
US,Food_price (USD),dairy_cow,0,0,0,0,0,0,NA,NA,NA
US,Food_price (USD),dairy_soy,0,0,0,0,0,0,NA,NA,NA
US,Food_price (USD),dairy_tot,136491318.433026,133849690.410625,139426437.436395,296951796.889938,296951796.889938,296951796.889938,117.56094109065793,121.85467592711441,112.98098291108138
US,Food_price (USD),fruit_exc_juice,290318200.262856,281763838.314946,298734188.804416,659711071.866043,659711071.866043,659711071.866043,127.23724219450803,134.13617439745425,120.83547735407072
US,Food_price (USD),fruit_juice,34922408.7710081,33388382.1652386,36681807.2445753,65501745.2826769,65501745.2826769,65501745.2826769,87.56365207274926,96.1812493894126,78.56738858569638
US,Food_price (USD),gr_refined,564538767.891502,558096025.327733,570363590.078443,322526398.279467,322526398.279467,322526398.279467,-42.86904343450636,-42.20951527291948,-43.452491728108136
US,Food_price (USD),gr_whole,84962460.1655379,82728910.1383265,87193302.9028953,295042160.252708,295042160.252708,295042160.252708,247.26179029874862,256.6373106564369,238.37708909970766
US,Food_price (USD),leg_tot,31832380.5384928,30688679.6216137,32969979.1225345,57832252.8709399,57832252.8709399,57832252.8709399,81.67743628537984,88.44816259285813,75.40882466441236
US,Food_price (USD),oil,53606218.5691381,52848676.1494333,54377171.6392586,52407086.3852264,52407086.3852264,52407086.3852264,-2.2369273862604846,-0.8355739374781602,-3.6230005986737686
US,Food_price (USD),pf_egg,311850699.424954,299219548.848484,324691887.603356,238454983.779728,238454983.779728,238454983.779728,-23.53553023307824,-20.30768554481224,-26.559611470482785
US,Food_price (USD),pf_ns,40458507.9264975,38905199.7423549,42000503.3391002,38304313.6997046,38304313.6997046,38304313.6997046,-5.324452969710353,-1.5444877461871276,-8.800346056697473
US,Food_price (USD),pf_pm,209474708.633529,204134937.611786,214850544.723474,167256435.113784,167256435.113784,167256435.113784,-20.154353618700995,-18.065747553775328,-22.152194061665792
US,Food_price (USD),pf_poultry,377532325.633673,368066858.624011,387311318.158112,317014176.825072,317014176.825072,317014176.825072,-16.029925042054003,-13.87049135306434,-18.15003539461313
US,Food_price (USD),pf_poultry_tot,0,0,0,0,0,0,NA,NA,NA
US,Food_price (USD),pf_redm,693913254.494668,678099482.434667,709788945.306321,585903353.487261,585903353.487261,585903353.487261,-15.565331877982869,-13.59625413905087,-17.453863241783107
US,Food_price (USD),pf_redm_tot,0,0,0,0,0,0,NA,NA,NA
US,Food_price (USD),pf_seafood,310917011.232123,295637482.715753,326847753.76959,684163611.970246,684163611.970246,684163611.970246,120.04701809624248,131.41977995667406,109.32180321867664
US,Food_price (USD),sat_fat,48730176.1776796,48334891.5313705,49122899.1973199,25045745.9888104,25045745.9888104,25045745.9888104,-48.60321067281023,-48.182885705753336,-49.014112770084886
US,Food_price (USD),veg_dg,67577612.4135526,65086579.6686299,70347094.6602873,97606741.786945,97606741.786945,97606741.786945,44.436505376401996,49.96446622926324,38.75021030832485
US,Food_price (USD),veg_oth,261643777.911262,255703163.104325,267206339.349364,289551978.849827,289551978.849827,289551978.849827,10.666487527951157,13.2375428346547,8.362690628850219
US,Food_price (USD),veg_ro,113326804.531604,111159787.573515,115388347.700656,243631292.187951,243631292.187951,243631292.187951,114.98117166094481,119.17214624652517,111.1402901963609
US,Food_price (USD),veg_sta,262732731.758189,257361626.349005,268353378.495638,436772834.285163,436772834.285163,436772834.285163,66.2422612372314,69.71171673156145,62.76032622867186
Veg,Food_price (USD),added_sugar,249671174.66055,245604324.555824,253516422.019936,28424378.9507988,28424378.9507988,28424378.9507988,-88.6152740742121,-88.42675958487118,-88.78795356753514
Veg,Food_price (USD),dairy_cow,0,0,0,0,0,0,NA,NA,NA
Veg,Food_price (USD),dairy_soy,0,0,0,0,0,0,NA,NA,NA
Veg,Food_price (USD),dairy_tot,136631059.177999,133480289.569474,139675506.225858,296951796.889938,296951796.889938,296951796.889938,117.3384285216422,122.46864900257812,112.60119609644454
Veg,Food_price (USD),fruit_exc_juice,290172996.501265,282357596.957918,298739067.104734,659711071.866043,659711071.866043,659711071.866043,127.350952645646,133.64381868016994,120.83187119104075
Veg,Food_price (USD),fruit_juice,35007805.3784168,33280271.8053974,36598893.9497882,65501745.2826769,65501745.2826769,65501745.2826769,87.10611697773088,96.81854062277766,78.971925688634
Veg,Food_price (USD),gr_refined,564498906.015285,558413171.652431,570250537.20658,322526398.279467,322526398.279467,322526398.279467,-42.865009153669845,-42.24233691962146,-43.44128111489565
Veg,Food_price (USD),gr_whole,85068947.6809937,82876264.9346449,87054570.2159238,344215853.628159,344215853.628159,344215853.628159,304.63161119490894,315.33707376847036,295.4023927455975
Veg,Food_price (USD),leg_tot,31848712.5798037,30692157.9089232,33031054.078976,179782873.055313,179782873.055313,179782873.055313,464.4902367868996,485.7615928759584,444.28439560378223
Veg,Food_price (USD),oil,53597200.1215719,52793686.6039428,54386551.6514472,52407086.3852264,52407086.3852264,52407086.3852264,-2.220477438459515,-0.732284944631098,-3.639622675301805
Veg,Food_price (USD),pf_egg,312535626.746057,299358179.958052,325767233.338093,213615922.969339,213615922.969339,213615922.969339,-31.650696852264044,-28.642029090612365,-34.42682347747335
Veg,Food_price (USD),pf_ns,40458208.6287725,38959764.6774557,41970112.6395992,60800497.936039,60800497.936039,60800497.936039,50.27975779629492,56.059715553727585,44.866177649171135
Veg,Food_price (USD),pf_pm,209663619.511856,204179787.826241,215306652.65843,0,0,0,-100,-100,-100
Veg,Food_price (USD),pf_poultry,377223529.985464,367924571.428485,386244667.005798,0,0,0,-100,-100,-100
Veg,Food_price (USD),pf_poultry_tot,0,0,0,0,0,0,NA,NA,NA
Veg,Food_price (USD),pf_redm,694027890.80725,678298916.646182,709060777.370967,0,0,0,-100,-100,-100
Veg,Food_price (USD),pf_redm_tot,0,0,0,0,0,0,NA,NA,NA
Veg,Food_price (USD),pf_seafood,310657502.312114,295768769.328548,325463524.479352,0,0,0,-100,-100,-100
Veg,Food_price (USD),sat_fat,48729412.628408,48345941.4638882,49128266.5031009,26097930.3664349,26097930.3664349,26097930.3664349,-46.4431665420476,-46.01836353537838,-46.87797428230521
Veg,Food_price (USD),veg_dg,67600187.6683664,65018114.8751491,70271923.7834223,97606741.786945,97606741.786945,97606741.786945,44.388270437628094,50.122380469464765,38.898633382755335
Veg,Food_price (USD),veg_oth,261542826.951227,255924600.810798,266973388.10926,289551978.849827,289551978.849827,289551978.849827,10.709202857940808,13.13956451724206,8.457243959958516
Veg,Food_price (USD),veg_ro,113343598.103521,111136814.776152,115499857.358099,243631292.187951,243631292.187951,243631292.187951,114.94931894206614,119.21745074183103,110.93644421792635
Veg,Food_price (USD),veg_sta,262439755.696233,256808728.599524,268268553.656989,436772834.285163,436772834.285163,436772834.285163,66.42784669816407,70.07709849546467,62.81179002576103
Vegan,Food_price (USD),added_sugar,249769945.32244,245489012.419737,253967342.735399,28424378.9507988,28424378.9507988,28424378.9507988,-88.61977612474374,-88.42132335348728,-88.80786063095785
Vegan,Food_price (USD),dairy_cow,0,0,0,0,0,0,NA,NA,NA
Vegan,Food_price (USD),dairy_soy,0,0,0,0,0,0,NA,NA,NA
Vegan,Food_price (USD),dairy_tot,136685929.370181,133831528.1294,139494941.543197,0,0,0,-100,-100,-100
Vegan,Food_price (USD),fruit_exc_juice,290453678.73737,282466232.03071,298883008.540712,659711071.866043,659711071.866043,659711071.866043,127.13125023372753,133.55396045865,120.7255190206576
Vegan,Food_price (USD),fruit_juice,34953069.6086496,33267553.6229246,36707279.9600182,65501745.2826769,65501745.2826769,65501745.2826769,87.39912121042333,96.89378433146881,78.44347321300245
Vegan,Food_price (USD),gr_refined,564546986.915309,558543001.600968,570831806.703696,322526398.279467,322526398.279467,322526398.279467,-42.869875182266966,-42.255762339694485,-43.49887401300992
Vegan,Food_price (USD),gr_whole,84942413.2451928,82716595.5536193,87093827.0321411,344215853.628159,344215853.628159,344215853.628159,305.23437053118977,316.13880663769373,295.2241684145188
Vegan,Food_price (USD),leg_tot,31833131.6516222,30745774.1160117,33026865.1846599,196755382.050046,196755382.050046,196755382.050046,518.0836500891971,539.9428464791207,495.7434378041839
Vegan,Food_price (USD),oil,53634047.6598541,52823783.725477196,54418038.8771369,52407086.3852264,52407086.3852264,52407086.3852264,-2.2876536979067117,-0.7888441737084846,-3.6953784689866516
Vegan,Food_price (USD),pf_egg,312122136.789923,298492782.217927,325485709.796695,0,0,0,-100,-100,-100
Vegan,Food_price (USD),pf_ns,40479263.185944,38998134.177113,41941700.0305383,69312567.6470845,69312567.6470845,69312567.6470845,71.22981544573314,77.73303546343064,65.25931852217988
Vegan,Food_price (USD),pf_pm,209535260.400951,203779503.922816,215005779.446289,0,0,0,-100,-100,-100
Vegan,Food_price (USD),pf_poultry,378079551.582219,369238229.722467,386816968.033854,0,0,0,-100,-100,-100
Vegan,Food_price (USD),pf_poultry_tot,0,0,0,0,0,0,NA,NA,NA
Vegan,Food_price (USD),pf_redm,693545581.474531,677827743.555008,709512696.039013,0,0,0,-100,-100,-100
Vegan,Food_price (USD),pf_redm_tot,0,0,0,0,0,0,NA,NA,NA
Vegan,Food_price (USD),pf_seafood,310962044.702705,296939868.388898,326881864.588651,0,0,0,-100,-100,-100
Vegan,Food_price (USD),sat_fat,48719861.3330801,48330388.6736605,49085553.7294233,26097930.3664349,26097930.3664349,26097930.3664349,-46.43266698151546,-46.00099216529172,-46.831749092012295
Vegan,Food_price (USD),veg_dg,67560965.0911759,64685334.7873607,70286245.8061652,97606741.786945,97606741.786945,97606741.786945,44.472095173923684,50.89469986946259,38.87033041446548
Vegan,Food_price (USD),veg_oth,261518405.259986,256147706.727761,267363343.00863,289551978.849827,289551978.849827,289551978.849827,10.719541350052081,13.041019398065012,8.299056853310207
Vegan,Food_price (USD),veg_ro,113276900.852778,111066957.177877,115412432.17929,243631292.187951,243631292.187951,243631292.187951,115.07588074340947,119.35533157514016,111.0962290522364
Vegan,Food_price (USD),veg_sta,262830496.333346,257044525.827445,268451720.110061,436772834.285163,436772834.285163,436772834.285163,66.18042440980942,69.92107996821154,62.700702422801754
DGAplus,GHG (kgCO2-eq),added_sugar,15022883.0800331,14757396.3708289,15293331.7354141,1709315.44722257,1709315.44722257,1709315.44722257,-88.62192138408892,-88.41722886429078,-88.8231323507854
DGAplus,GHG (kgCO2-eq),dairy_cow,114645559.856164,112871282.345245,116472733.277868,251082371.500956,251082371.500956,251082371.500956,119.0074973823388,122.45018066947966,115.57180331807868
DGAplus,GHG (kgCO2-eq),dairy_soy,525784.74853082,417872.050647865,634491.608348641,0,0,0,-100,-100,-100
DGAplus,GHG (kgCO2-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
DGAplus,GHG (kgCO2-eq),fruit_exc_juice,20735148.8920884,20154672.3998753,21386923.1192477,61062924.3691923,61062924.3691923,61062924.3691923,194.4899247503893,202.97155497089653,185.51523764649053
DGAplus,GHG (kgCO2-eq),fruit_juice,16362883.9696956,15635003.1602176,17146424.1859535,0,0,0,-100,-100,-100
DGAplus,GHG (kgCO2-eq),gr_refined,34321348.3933965,33991600.3872949,34667683.2716422,16099634.4807197,16099634.4807197,16099634.4807197,-53.09148610310047,-52.63643283257329,-53.56010854671379
DGAplus,GHG (kgCO2-eq),gr_whole,6896724.5103965,6701955.11795953,7073706.61767035,27560010.5943687,27560010.5943687,27560010.5943687,299.61014178285984,311.2234431489239,289.61201084482207
DGAplus,GHG (kgCO2-eq),leg_tot,4122796.75868599,3979544.86418023,4269572.98596039,14189870.7274603,14189870.7274603,14189870.7274603,244.18069960797365,256.57019110860955,232.3487096747324
DGAplus,GHG (kgCO2-eq),oil,9011895.80327673,8909777.63786976,9117476.5508699,8827052.0866863,8827052.0866863,8827052.0866863,-2.0511080090741984,-0.928480536167894,-3.1853601439302976
DGAplus,GHG (kgCO2-eq),pf_egg,38407455.8311654,37208851.2036285,39693514.3098057,14923511.1840999,14923511.1840999,14923511.1840999,-61.144233948476376,-59.89257743425145,-62.40314962383348
DGAplus,GHG (kgCO2-eq),pf_ns,4529827.63650533,4341255.35988388,4707649.42523584,6733820.10208825,6733820.10208825,6733820.10208825,48.655106605408406,55.112278450912555,43.03996525295435
DGAplus,GHG (kgCO2-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
DGAplus,GHG (kgCO2-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
DGAplus,GHG (kgCO2-eq),pf_poultry_tot,60952769.1008782,59784272.0944911,62094005.8671175,34474416.9453385,34474416.9453385,34474416.9453385,-43.44076987169759,-42.335307033845794,-44.48028201125485
DGAplus,GHG (kgCO2-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
DGAplus,GHG (kgCO2-eq),pf_redm_tot,492488704.370493,483634430.652468,501549497.360493,113996308.080209,113996308.080209,113996308.080209,-76.85301062368102,-76.42924058851283,-77.27117489297906
DGAplus,GHG (kgCO2-eq),pf_seafood,46578222.865521,44680351.5396298,48415260.9572784,89118129.367504,89118129.367504,89118129.367504,91.33003340381345,99.45709086120227,84.07032742453208
DGAplus,GHG (kgCO2-eq),sat_fat,115789808.870493,115032041.683325,116576026.253148,61968480.7749412,61968480.7749412,61968480.7749412,-46.48192152709151,-46.12937415686665,-46.84286060636948
DGAplus,GHG (kgCO2-eq),veg_dg,3415899.98627346,3275060.34460956,3543144.977945,4999899.84542136,4999899.84542136,4999899.84542136,46.37137695813945,52.66588457372161,41.114740620104904
DGAplus,GHG (kgCO2-eq),veg_oth,12976535.6747385,12722303.5498727,13246910.4946705,14340000.1009654,14340000.1009654,14340000.1009654,10.507152759431497,12.715437457934934,8.25165691830312
DGAplus,GHG (kgCO2-eq),veg_ro,11017684.9619329,10786317.8547689,11224637.1793168,23762391.2918697,23762391.2918697,23762391.2918697,115.67499319476747,120.30123357957372,111.6985245247457
DGAplus,GHG (kgCO2-eq),veg_sta,8251912.73108812,8085358.82723229,8424453.25059057,13729242.5194305,13729242.5194305,13729242.5194305,66.3764870865294,69.80375036898857,62.96894422754442
Med,GHG (kgCO2-eq),added_sugar,15018611.55188,14761697.2300777,15263342.9382978,1641715.40128721,1641715.40128721,1641715.40128721,-89.06879377220658,-88.87854576815103,-89.2440639778333
Med,GHG (kgCO2-eq),dairy_cow,114679944.080573,112812908.023986,116725170.907656,167388247.667304,167388247.667304,167388247.667304,45.96122191139079,48.37685739978828,43.40372891784305
Med,GHG (kgCO2-eq),dairy_soy,524321.77201485,410944.476341773,634766.059375908,0,0,0,-100,-100,-100
Med,GHG (kgCO2-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Med,GHG (kgCO2-eq),fruit_exc_juice,20754259.4128824,20165706.3123534,21379096.0065356,58620407.3944247,58620407.3944247,58620407.3944247,182.45000810791817,190.69354916923575,174.19497707716178
Med,GHG (kgCO2-eq),fruit_juice,16370119.9865151,15594586.6212345,17117989.2234041,38492744.5582533,38492744.5582533,38492744.5582533,135.14027136002508,146.834016785282,124.86720873515425
Med,GHG (kgCO2-eq),gr_refined,34320726.9550395,33953983.7911791,34686861.1280499,19319561.3768637,19319561.3768637,19319561.3768637,-43.708764088323306,-43.100752195438325,-44.30294137730228
Med,GHG (kgCO2-eq),gr_whole,6891124.11072216,6700713.10349254,7085515.23820823,23622866.2237446,23622866.2237446,23622866.2237446,242.80134625625004,252.54257060240218,233.39659050282845
Med,GHG (kgCO2-eq),leg_tot,4125137.45213499,3975214.3717028,4275143.20935502,7459817.75386483,7459817.75386483,7459817.75386483,80.83804092404135,87.65825075917569,74.4928155281674
Med,GHG (kgCO2-eq),oil,9017366.80728432,8913617.48370676,9120382.19633498,8827052.0866863,8827052.0866863,8827052.0866863,-2.1105354219846255,-0.971158984314645,-3.216204138534401
Med,GHG (kgCO2-eq),pf_egg,38465335.2015705,37204269.1104946,39637880.2111077,28653141.4734718,28653141.4734718,28653141.4734718,-25.509185547661833,-22.984264552077143,-27.712730042908934
Med,GHG (kgCO2-eq),pf_ns,4526419.69157099,4344383.60762874,4705935.52144968,4242306.6643156,4242306.6643156,4242306.6643156,-6.2767716344213405,-2.3496300633740823,-9.85200190314673
Med,GHG (kgCO2-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Med,GHG (kgCO2-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Med,GHG (kgCO2-eq),pf_poultry_tot,60953606.0425842,59776243.5031096,62099536.7382434,50332648.7401942,50332648.7401942,50332648.7401942,-17.424657853663078,-15.798240587707948,-18.948431205933094
Med,GHG (kgCO2-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Med,GHG (kgCO2-eq),pf_redm_tot,492804771.859318,484002434.959756,502035807.51648,403546930.603939,403546930.603939,403546930.603939,-18.112211235012072,-16.6229544614805,-19.61789885063288
Med,GHG (kgCO2-eq),pf_seafood,46577558.2377042,44664174.8340227,48389447.29452,190712796.846459,190712796.846459,190712796.846459,309.4521139841083,326.9927689365584,294.1206347857105
Med,GHG (kgCO2-eq),sat_fat,115784116.674221,114968286.304588,116581948.177613,59470111.4996376,59470111.4996376,59470111.4996376,-48.63707284914802,-48.27259463354779,-48.98857633684876
Med,GHG (kgCO2-eq),veg_dg,3412647.58287356,3274629.36536566,3544027.10079273,4999899.84542136,4999899.84542136,4999899.84542136,46.51087532487846,52.685977176627695,41.07961658371572
Med,GHG (kgCO2-eq),veg_oth,12988137.6248186,12682869.908463,13254723.0241244,14340000.1009654,14340000.1009654,14340000.1009654,10.408439725519766,13.065892849666728,8.187851793400197
Med,GHG (kgCO2-eq),veg_ro,11014280.7040631,10784035.7918662,11236173.3772308,23762391.2918697,23762391.2918697,23762391.2918697,115.74165331653386,120.34785260813352,111.48117329715
Med,GHG (kgCO2-eq),veg_sta,8249709.77589489,8082545.20451955,8414041.99509316,13729242.5194305,13729242.5194305,13729242.5194305,66.42091530960816,69.86286091853174,63.17059657459543
US,GHG (kgCO2-eq),added_sugar,15025752.0737787,14772051.3958999,15264974.8793769,1641715.40128721,1641715.40128721,1641715.40128721,-89.07398848838886,-88.88634112292027,-89.2452138686112
US,GHG (kgCO2-eq),dairy_cow,114691512.691184,112946978.472075,116578507.726816,251082371.500956,251082371.500956,251082371.500956,118.91974881961424,122.3010964060748,115.37620990082438
US,GHG (kgCO2-eq),dairy_soy,523172.645447615,410352.88045943,644244.543073676,0,0,0,-100,-100,-100
US,GHG (kgCO2-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
US,GHG (kgCO2-eq),fruit_exc_juice,20752092.1363401,20137993.7879018,21350534.2932131,47018451.7642781,47018451.7642781,47018451.7642781,126.57210393713301,133.48131030075666,120.22142920903065
US,GHG (kgCO2-eq),fruit_juice,16331421.609564,15642509.4347449,17124100.338829,30528728.4427526,30528728.4427526,30528728.4427526,86.9324616840115,95.16515920995809,78.27931300734396
US,GHG (kgCO2-eq),gr_refined,34313468.5050367,33957593.3992533,34692897.2488234,19319561.3768637,19319561.3768637,19319561.3768637,-43.696856603033645,-43.10680044455529,-44.312631953738254
US,GHG (kgCO2-eq),gr_whole,6893368.13610559,6691918.26206059,7072236.84958674,23622866.2237446,23622866.2237446,23622866.2237446,242.6897527786808,253.00589903605,234.02255504388236
US,GHG (kgCO2-eq),leg_tot,4124841.49067525,3983394.03560303,4271236.1613502,7459817.75386483,7459817.75386483,7459817.75386483,80.85101623247185,87.27290564754581,74.65243016454218
US,GHG (kgCO2-eq),oil,9011411.57920062,8916331.60804367,9109876.2274004,8827052.0866863,8827052.0866863,8827052.0866863,-2.045844770200517,-1.0013032857237947,-3.1045881815982312
US,GHG (kgCO2-eq),pf_egg,38433878.8587169,37122132.8949582,39651171.078283,28653141.4734718,28653141.4734718,28653141.4734718,-25.448218279500562,-22.813859983343324,-27.73696036139228
US,GHG (kgCO2-eq),pf_ns,4528811.77346276,4347937.58054333,4701774.93263851,4242306.6643156,4242306.6643156,4242306.6643156,-6.326275488550423,-2.4294487736075103,-9.772230166386738
US,GHG (kgCO2-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
US,GHG (kgCO2-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
US,GHG (kgCO2-eq),pf_poultry_tot,60966163.2779855,59783521.5068914,61963046.2906896,50332648.7401942,50332648.7401942,50332648.7401942,-17.441665943953197,-15.808491250566048,-18.769893100370297
US,GHG (kgCO2-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
US,GHG (kgCO2-eq),pf_redm_tot,492905961.990517,484033814.637882,501341840.987724,403546930.603939,403546930.603939,403546930.603939,-18.12902222276167,-16.628359755021926,-19.506632478772033
US,GHG (kgCO2-eq),pf_seafood,46597472.0465603,44713396.0896576,48701120.0131996,101594667.478954,101594667.478954,101594667.478954,118.02613536082038,127.2130420942311,108.6084826209716
US,GHG (kgCO2-eq),sat_fat,115797800.549829,114982512.013975,116628764.696381,59470111.4996376,59470111.4996376,59470111.4996376,-48.64314242821306,-48.27899438098066,-49.00905308012496
US,GHG (kgCO2-eq),veg_dg,3411172.36017657,3287588.92501378,3549802.43465718,4999899.84542136,4999899.84542136,4999899.84542136,46.57423658189333,52.08409443709275,40.85008778535648
US,GHG (kgCO2-eq),veg_oth,12982346.2061503,12688645.2796025,13259238.3109418,14340000.1009654,14340000.1009654,14340000.1009654,10.457692879673159,13.014429712346976,8.151009618189995
US,GHG (kgCO2-eq),veg_ro,11007533.6826832,10791163.4711418,11218169.7755108,23762391.2918697,23762391.2918697,23762391.2918697,115.87389125369792,120.2023104868731,111.82057115718524
