Sex_label,Age_label,Race_label,crude_rate,crude_SE,count,population,Sex,Age,Race,subgroup,diseases
Male,35-44,NHW,0.21091578,0.023559464,33,15646055.5,2,2,1,13,APCA
Male,35-44,NHB,0.563555059,0.086365045,20.5,3637621.5,2,2,2,14,APCA
Male,35-44,HIS,0.141513447,0.035249136,8,5653173,2,2,3,15,APCA
Male,35-44,OTH,0.240660681,0.0233196,5,2077614,2,2,4,16,APCA
Female,45-54,NHW,0,0,0,14238423,1,3,1,17,APCA
Female,45-54,NHB,0,0,0,2860342,1,3,2,18,APCA
Female,45-54,HIS,0,0,0,3213000,1,3,3,19,APCA
Female,45-54,OTH,0,0,0,1529112,1,3,4,20,APCA
Male,45-54,NHW,10.87500056,0.153144303,1533,14096551,2,3,1,21,APCA
Male,45-54,NHB,25.30788625,0.579894356,640,2528856,2,3,2,22,APCA
Male,45-54,HIS,6.387233845,0.377391421,209,3272152,2,3,3,23,APCA
Male,45-54,OTH,3.992742082,0.498702093,54,1352454,2,3,4,24,APCA
Female,55-64,NHW,0,0,0,15111568,1,4,1,25,APCA
Female,55-64,NHB,0,0,0,2546832,1,4,2,26,APCA
Female,55-64,HIS,0,0,0,2198328,1,4,3,27,APCA
Female,55-64,OTH,0,0,0,1272047,1,4,4,28,APCA
Male,55-64,NHW,47.04820714,0.341032524,6782,14415002,2,4,1,29,APCA
Male,55-64,NHB,91.40665201,1.22469801,1954,2137700,2,4,2,30,APCA
Male,55-64,HIS,33.70733581,1.209577533,694,2058899,2,4,3,31,APCA
Male,55-64,OTH,22.7009858,1.314366233,242,1066033,2,4,4,32,APCA
Female,65-74,NHW,0,0,0,10319829,1,5,1,33,APCA
Female,65-74,NHB,0,0,0,1276166.5,1,5,2,34,APCA
Female,65-74,HIS,0,0,0,1066225.5,1,5,3,35,APCA
Female,65-74,OTH,0,0,0,669569,1,5,4,36,APCA
Male,65-74,NHW,80.74187222,0.608049926,6744,8352543.5,2,5,1,37,APCA
Male,65-74,NHB,130.6671022,2.349293021,1120,857140,2,5,2,38,APCA
Male,65-74,HIS,68.4881171,2.560926881,554.5,809629.5,2,5,3,39,APCA
Male,65-74,OTH,51.83676554,2.78301711,267.5,516043,2,5,4,40,APCA
Female,75+,NHW,0,0,0,10319829,1,6,1,41,APCA
Female,75+,NHB,0,0,0,1276166.5,1,6,2,42,APCA
Female,75+,HIS,0,0,0,1066225.5,1,6,3,43,APCA
Female,75+,OTH,0,0,0,669569,1,6,4,44,APCA
Male,75+,NHW,80.74187222,0.608049926,6744,8352543.5,2,6,1,45,APCA
Male,75+,NHB,130.6671022,2.349293021,1120,857140,2,6,2,46,APCA
Male,75+,HIS,68.4881171,2.560926881,554.5,809629.5,2,6,3,47,APCA
Male,75+,OTH,51.83676554,2.78301711,267.5,516043,2,6,4,48,APCA
Female,25-34,NHW,0,0,0,15261592,1,1,1,1,BC
Female,25-34,NHB,0,0,0,3838385,1,1,2,2,BC
Female,25-34,HIS,0,0,0,5259442,1,1,3,3,BC
Female,25-34,OTH,0,0,0,2216671.5,1,1,4,4,BC
Male,25-34,NHW,0,0,0,15646055.5,2,1,1,5,BC
Male,25-34,NHB,0,0,0,3637621.5,2,1,2,6,BC
Male,25-34,HIS,0,0,0,5653173,2,1,3,7,BC
Male,25-34,OTH,0,0,0,2077614,2,1,4,8,BC
Female,35-44,NHW,0,0,0,15261592,1,2,1,9,BC
Female,35-44,NHB,0,0,0,3838385,1,2,2,10,BC
Female,35-44,HIS,0,0,0,5259442,1,2,3,11,BC
Female,35-44,OTH,0,0,0,2216671.5,1,2,4,12,BC
Male,35-44,NHW,0,0,0,15646055.5,2,2,1,13,BC
Male,35-44,NHB,0,0,0,3637621.5,2,2,2,14,BC
Male,35-44,HIS,0,0,0,5653173,2,2,3,15,BC
Male,35-44,OTH,0,0,0,2077614,2,2,4,16,BC
Female,45-54,NHW,124.5643566,1.244766394,17736,14238423,1,3,1,17,BC
Female,45-54,NHB,121.7336948,2.863261173,3482,2860342,1,3,2,18,BC
Female,45-54,HIS,77.74665422,3.467127815,2498,3213000,1,3,3,19,BC
Female,45-54,OTH,91.81799633,4.844363415,1404,1529112,1,3,4,20,BC
Male,45-54,NHW,0,0,0,14096551,2,3,1,21,BC
Male,45-54,NHB,0,0,0,2528856,2,3,2,22,BC
Male,45-54,HIS,0,0,0,3272152,2,3,3,23,BC
Male,45-54,OTH,0,0,0,1352454,2,3,4,24,BC
Female,55-64,NHW,305.4547351,2.001620939,46159,15111568,1,4,1,25,BC
Female,55-64,NHB,306.223575,4.927583261,7799,2546832,1,4,2,26,BC
Female,55-64,HIS,220.3037945,7.007089622,4843,2198328,1,4,3,27,BC
Female,55-64,OTH,233.481939,8.336069189,2970,1272047,1,4,4,28,BC
Male,55-64,NHW,0,0,0,14415002,2,4,1,29,BC
Male,55-64,NHB,0,0,0,2137700,2,4,2,30,BC
Male,55-64,HIS,0,0,0,2058899,2,4,3,31,BC
Male,55-64,OTH,0,0,0,1066033,2,4,4,32,BC
Female,65-74,NHW,429.4257201,3.191772659,44316,10319829,1,5,1,33,BC
Female,65-74,NHB,398.0671801,8.746840074,5080,1276166.5,1,5,2,34,BC
Female,65-74,HIS,289.1977354,11.55149887,3083.5,1066225.5,1,5,3,35,BC
Female,65-74,OTH,266.1413536,14.51810839,1782,669569,1,5,4,36,BC
Male,65-74,NHW,0,0,0,8352543.5,2,5,1,37,BC
Male,65-74,NHB,0,0,0,857140,2,5,2,38,BC
Male,65-74,HIS,0,0,0,809629.5,2,5,3,39,BC
Male,65-74,OTH,0,0,0,516043,2,5,4,40,BC
Female,75+,NHW,429.4257201,3.191772659,44316,10319829,1,6,1,41,BC
Female,75+,NHB,398.0671801,8.746840074,5080,1276166.5,1,6,2,42,BC
Female,75+,HIS,289.1977354,11.55149887,3083.5,1066225.5,1,6,3,43,BC
Female,75+,OTH,266.1413536,14.51810839,1782,669569,1,6,4,44,BC
Male,75+,NHW,0,0,0,8352543.5,2,6,1,45,BC
Male,75+,NHB,0,0,0,857140,2,6,2,46,BC
Male,75+,HIS,0,0,0,809629.5,2,6,3,47,BC
Male,75+,OTH,0,0,0,516043,2,6,4,48,BC
Female,25-34,NHW,8.531220072,0.36834683,1302,15261592,1,1,1,1,CC
Female,25-34,NHB,7.776708173,0.747026138,298.5,3838385,1,1,2,2,CC
Female,25-34,HIS,6.093802346,0.562438983,320.5,5259442,1,1,3,3,CC
Female,25-34,OTH,6.360888386,1.104107375,141,2216671.5,1,1,4,4,CC
Male,25-34,NHW,9.197206286,0.389040864,1439,15646055.5,2,1,1,5,CC
Male,25-34,NHB,7.944751811,0.758743446,289,3637621.5,2,1,2,6,CC
Male,25-34,HIS,6.146990372,0.539340858,347.5,5653173,2,1,3,7,CC
Male,25-34,OTH,6.209045569,0.855630779,129,2077614,2,1,4,8,CC
Female,35-44,NHW,8.531220072,0.36834683,1302,15261592,1,2,1,9,CC
Female,35-44,NHB,7.776708173,0.747026138,298.5,3838385,1,2,2,10,CC
Female,35-44,HIS,6.093802346,0.562438983,320.5,5259442,1,2,3,11,CC
Female,35-44,OTH,6.360888386,1.104107375,141,2216671.5,1,2,4,12,CC
Male,35-44,NHW,9.197206286,0.389040864,1439,15646055.5,2,2,1,13,CC
Male,35-44,NHB,7.944751811,0.758743446,289,3637621.5,2,2,2,14,CC
Male,35-44,HIS,6.146990372,0.539340858,347.5,5653173,2,2,3,15,CC
Male,35-44,OTH,6.209045569,0.855630779,129,2077614,2,2,4,16,CC
Female,45-54,NHW,41.26861521,0.755262164,5876,14238423,1,3,1,17,CC
Female,45-54,NHB,53.14049858,1.930868379,1520,2860342,1,3,2,18,CC
Female,45-54,HIS,33.92468098,1.783967245,1090,3213000,1,3,3,19,CC
Female,45-54,OTH,35.77239601,3.171211652,547,1529112,1,3,4,20,CC
Male,45-54,NHW,53.97064857,0.854579269,7608,14096551,2,3,1,21,CC
Male,45-54,NHB,61.29253702,2.226314129,1550,2528856,2,3,2,22,CC
Male,45-54,HIS,38.04835472,1.956168475,1245,3272152,2,3,3,23,CC
Male,45-54,OTH,42.81106788,3.848331852,579,1352454,2,3,4,24,CC
Female,55-64,NHW,59.73569387,0.901365318,9027,15111568,1,4,1,25,CC
Female,55-64,NHB,86.10697525,2.588736277,2193,2546832,1,4,2,26,CC
Female,55-64,HIS,58.13509176,2.923787924,1278,2198328,1,4,3,27,CC
Female,55-64,OTH,52.82823669,4.472453499,672,1272047,1,4,4,28,CC
Male,55-64,NHW,88.14428191,1.099072695,12706,14415002,2,4,1,29,CC
Male,55-64,NHB,121.3921504,3.375271815,2595,2137700,2,4,2,30,CC
Male,55-64,HIS,84.75403602,3.655721082,1745,2058899,2,4,3,31,CC
Male,55-64,OTH,83.76851373,5.712825588,893,1066033,2,4,4,32,CC
Female,65-74,NHW,147.2456569,1.970215943,15195.5,10319829,1,5,1,33,CC
Female,65-74,NHB,155.8574058,5.762324837,1989,1276166.5,1,5,2,34,CC
Female,65-74,HIS,117.47046,5.700527826,1252.5,1066225.5,1,5,3,35,CC
Female,65-74,OTH,109.3240577,10.15743997,732,669569,1,5,4,36,CC
Male,65-74,NHW,181.0705924,2.473397507,15124,8352543.5,2,5,1,37,CC
Male,65-74,NHB,217.2340574,8.355198339,1862,857140,2,5,2,38,CC
Male,65-74,HIS,181.9968269,9.20933768,1473.5,809629.5,2,5,3,39,CC
Male,65-74,OTH,144.3678143,13.41986041,745,516043,2,5,4,40,CC
Female,75+,NHW,147.2456569,1.970215943,15195.5,10319829,1,6,1,41,CC
Female,75+,NHB,155.8574058,5.762324837,1989,1276166.5,1,6,2,42,CC
Female,75+,HIS,117.47046,5.700527826,1252.5,1066225.5,1,6,3,43,CC
Female,75+,OTH,109.3240577,10.15743997,732,669569,1,6,4,44,CC
Male,75+,NHW,181.0705924,2.473397507,15124,8352543.5,2,6,1,45,CC
Male,75+,NHB,217.2340574,8.355198339,1862,857140,2,6,2,46,CC
Male,75+,HIS,181.9968269,9.20933768,1473.5,809629.5,2,6,3,47,CC
Male,75+,OTH,144.3678143,13.41986041,745,516043,2,6,4,48,CC
Female,25-34,NHW,1.509,0,72,4772869.646,1,1,1,1,CM
Female,25-34,NHB,4.088,0,168,4109971.084,1,1,2,2,CM
Female,25-34,HIS,12.16,0,399,3281347.882,1,1,3,3,CM
Female,25-34,OTH,16.556,0,653,3944246.444,1,1,4,4,CM
Male,25-34,NHW,20.423,0,968,4739724.718,2,1,1,5,CM
Male,25-34,NHB,146.862,0,4527,3082478.313,2,1,2,6,CM
Male,25-34,HIS,5.763,0,191,3314492.81,2,1,3,7,CM
Male,25-34,OTH,10.64,0,395,3712231.947,2,1,4,8,CM
Female,35-44,NHW,19.517,0,938,4806014.575,1,2,1,9,CM
Female,35-44,NHB,40.961,0,1507,3679087.019,1,2,2,10,CM
Female,35-44,HIS,40.337,0,1845,4574000.078,1,2,3,11,CM
Female,35-44,OTH,155.759,0,5111,3281347.882,1,2,4,12,CM
Male,35-44,NHW,1.109,0,43,3877956.588,2,2,1,13,CM
Male,35-44,NHB,3.966,0,117,2949898.601,2,2,2,14,CM
Male,35-44,HIS,6.788,0,225,3314492.81,2,2,3,15,CM
Male,35-44,OTH,10.101,0,308,3049333.385,2,2,4,16,CM
Female,45-54,NHW,6.491,0,284,4375130.509,1,3,1,17,CM
Female,45-54,NHB,16.091,0,576,3579652.235,1,3,2,18,CM
Female,45-54,HIS,2.586,0,96,3712231.947,1,3,3,19,CM
Female,45-54,OTH,6.254,0,228,3645942.091,1,3,4,20,CM
Male,45-54,NHW,9.968,0,413,4143116.013,2,3,1,21,CM
Male,45-54,NHB,15.52,0,535,3447072.522,2,3,2,22,CM
Male,45-54,HIS,14.331,0,456,3181913.098,2,3,3,23,CM
Male,45-54,OTH,14.272,0,544,3811666.732,2,3,4,24,CM
Female,55-64,NHW,0.373,0,21,5634637.777,1,4,1,25,CM
Female,55-64,NHB,0.503,0,29,5767217.489,1,4,2,26,CM
Female,55-64,HIS,0.886,0,47,5303188.496,1,4,3,27,CM
Female,55-64,OTH,1.669,0,73,4375130.509,1,4,4,28,CM
Male,55-64,NHW,1.395,0,86,6164956.627,2,4,1,29,CM
Male,55-64,NHB,6.014,0,305,5071173.999,2,4,2,30,CM
Male,55-64,HIS,0.917,0,45,4905449.359,2,4,3,31,CM
Male,55-64,OTH,2.207,0,79,3579652.235,2,4,4,32,CM
Female,65-74,NHW,2.659,0,141,5303188.496,1,5,1,33,CM
Female,65-74,NHB,4.314,0,143,3314492.81,1,5,2,34,CM
Female,65-74,HIS,4.754,0,156,3281347.882,1,5,3,35,CM
Female,65-74,OTH,13.348,0,292,2187565.255,1,5,4,36,CM
Male,65-74,NHW,0.193,0,12,6231246.483,2,5,1,37,CM
Male,65-74,NHB,0.312,0,12,3844811.66,2,5,2,38,CM
Male,65-74,HIS,1.085,0,32,2949898.601,2,5,3,39,CM
Male,65-74,OTH,1.846,0,41,2220710.183,2,5,4,40,CM
Female,75+,NHW,0.658,0,48,7291884.182,1,6,1,41,CM
Female,75+,NHB,6.034,0,146,2419579.751,1,6,2,42,CM
Female,75+,HIS,1.934,0,25,1292652.196,1,6,3,43,CM
Female,75+,OTH,3.376,0,47,1392086.98,1,6,4,44,CM
Male,75+,NHW,0.65,0,50,7689623.319,2,6,1,45,CM
Male,75+,NHB,3.358,0,69,2054985.542,2,6,2,46,CM
Male,75+,HIS,6.128,0,65,1060637.699,2,6,3,47,CM
Male,75+,OTH,13.361,0,155,1160072.484,2,6,4,48,CM
Female,25-34,NHW,1.509,0,72,4772869.646,1,1,1,1,CM_medBMI
Female,25-34,NHB,4.088,0,168,4109971.084,1,1,2,2,CM_medBMI
Female,25-34,HIS,12.16,0,399,3281347.882,1,1,3,3,CM_medBMI
Female,25-34,OTH,16.556,0,653,3944246.444,1,1,4,4,CM_medBMI
Male,25-34,NHW,20.423,0,968,4739724.718,2,1,1,5,CM_medBMI
Male,25-34,NHB,146.862,0,4527,3082478.313,2,1,2,6,CM_medBMI
Male,25-34,HIS,5.763,0,191,3314492.81,2,1,3,7,CM_medBMI
Male,25-34,OTH,10.64,0,395,3712231.947,2,1,4,8,CM_medBMI
Female,35-44,NHW,19.517,0,938,4806014.575,1,2,1,9,CM_medBMI
Female,35-44,NHB,40.961,0,1507,3679087.019,1,2,2,10,CM_medBMI
Female,35-44,HIS,40.337,0,1845,4574000.078,1,2,3,11,CM_medBMI
Female,35-44,OTH,155.759,0,5111,3281347.882,1,2,4,12,CM_medBMI
Male,35-44,NHW,1.109,0,43,3877956.588,2,2,1,13,CM_medBMI
Male,35-44,NHB,3.966,0,117,2949898.601,2,2,2,14,CM_medBMI
Male,35-44,HIS,6.788,0,225,3314492.81,2,2,3,15,CM_medBMI
Male,35-44,OTH,10.101,0,308,3049333.385,2,2,4,16,CM_medBMI
Female,45-54,NHW,6.491,0,284,4375130.509,1,3,1,17,CM_medBMI
Female,45-54,NHB,16.091,0,576,3579652.235,1,3,2,18,CM_medBMI
Female,45-54,HIS,2.586,0,96,3712231.947,1,3,3,19,CM_medBMI
Female,45-54,OTH,6.254,0,228,3645942.091,1,3,4,20,CM_medBMI
Male,45-54,NHW,9.968,0,413,4143116.013,2,3,1,21,CM_medBMI
Male,45-54,NHB,15.52,0,535,3447072.522,2,3,2,22,CM_medBMI
Male,45-54,HIS,14.331,0,456,3181913.098,2,3,3,23,CM_medBMI
Male,45-54,OTH,14.272,0,544,3811666.732,2,3,4,24,CM_medBMI
Female,55-64,NHW,0.373,0,21,5634637.777,1,4,1,25,CM_medBMI
Female,55-64,NHB,0.503,0,29,5767217.489,1,4,2,26,CM_medBMI
Female,55-64,HIS,0.886,0,47,5303188.496,1,4,3,27,CM_medBMI
Female,55-64,OTH,1.669,0,73,4375130.509,1,4,4,28,CM_medBMI
Male,55-64,NHW,1.395,0,86,6164956.627,2,4,1,29,CM_medBMI
Male,55-64,NHB,6.014,0,305,5071173.999,2,4,2,30,CM_medBMI
Male,55-64,HIS,0.917,0,45,4905449.359,2,4,3,31,CM_medBMI
Male,55-64,OTH,2.207,0,79,3579652.235,2,4,4,32,CM_medBMI
Female,65-74,NHW,2.659,0,141,5303188.496,1,5,1,33,CM_medBMI
Female,65-74,NHB,4.314,0,143,3314492.81,1,5,2,34,CM_medBMI
Female,65-74,HIS,4.754,0,156,3281347.882,1,5,3,35,CM_medBMI
Female,65-74,OTH,13.348,0,292,2187565.255,1,5,4,36,CM_medBMI
Male,65-74,NHW,0.193,0,12,6231246.483,2,5,1,37,CM_medBMI
Male,65-74,NHB,0.312,0,12,3844811.66,2,5,2,38,CM_medBMI
Male,65-74,HIS,1.085,0,32,2949898.601,2,5,3,39,CM_medBMI
Male,65-74,OTH,1.846,0,41,2220710.183,2,5,4,40,CM_medBMI
Female,75+,NHW,0.658,0,48,7291884.182,1,6,1,41,CM_medBMI
Female,75+,NHB,6.034,0,146,2419579.751,1,6,2,42,CM_medBMI
Female,75+,HIS,1.934,0,25,1292652.196,1,6,3,43,CM_medBMI
Female,75+,OTH,3.376,0,47,1392086.98,1,6,4,44,CM_medBMI
Male,75+,NHW,0.65,0,50,7689623.319,2,6,1,45,CM_medBMI
Male,75+,NHB,3.358,0,69,2054985.542,2,6,2,46,CM_medBMI
Male,75+,HIS,6.128,0,65,1060637.699,2,6,3,47,CM_medBMI
Male,75+,OTH,13.361,0,155,1160072.484,2,6,4,48,CM_medBMI
Female,25-34,NHW,1.509,0,72,4772869.646,1,1,1,1,CM_medSBP
Female,25-34,NHB,4.088,0,168,4109971.084,1,1,2,2,CM_medSBP
Female,25-34,HIS,12.16,0,399,3281347.882,1,1,3,3,CM_medSBP
Female,25-34,OTH,16.556,0,653,3944246.444,1,1,4,4,CM_medSBP
Male,25-34,NHW,20.423,0,968,4739724.718,2,1,1,5,CM_medSBP
Male,25-34,NHB,146.862,0,4527,3082478.313,2,1,2,6,CM_medSBP
Male,25-34,HIS,5.763,0,191,3314492.81,2,1,3,7,CM_medSBP
Male,25-34,OTH,10.64,0,395,3712231.947,2,1,4,8,CM_medSBP
Female,35-44,NHW,19.517,0,938,4806014.575,1,2,1,9,CM_medSBP
Female,35-44,NHB,40.961,0,1507,3679087.019,1,2,2,10,CM_medSBP
Female,35-44,HIS,40.337,0,1845,4574000.078,1,2,3,11,CM_medSBP
Female,35-44,OTH,155.759,0,5111,3281347.882,1,2,4,12,CM_medSBP
Male,35-44,NHW,1.109,0,43,3877956.588,2,2,1,13,CM_medSBP
Male,35-44,NHB,3.966,0,117,2949898.601,2,2,2,14,CM_medSBP
Male,35-44,HIS,6.788,0,225,3314492.81,2,2,3,15,CM_medSBP
Male,35-44,OTH,10.101,0,308,3049333.385,2,2,4,16,CM_medSBP
Female,45-54,NHW,6.491,0,284,4375130.509,1,3,1,17,CM_medSBP
Female,45-54,NHB,16.091,0,576,3579652.235,1,3,2,18,CM_medSBP
Female,45-54,HIS,2.586,0,96,3712231.947,1,3,3,19,CM_medSBP
Female,45-54,OTH,6.254,0,228,3645942.091,1,3,4,20,CM_medSBP
Male,45-54,NHW,9.968,0,413,4143116.013,2,3,1,21,CM_medSBP
Male,45-54,NHB,15.52,0,535,3447072.522,2,3,2,22,CM_medSBP
Male,45-54,HIS,14.331,0,456,3181913.098,2,3,3,23,CM_medSBP
Male,45-54,OTH,14.272,0,544,3811666.732,2,3,4,24,CM_medSBP
Female,55-64,NHW,0.373,0,21,5634637.777,1,4,1,25,CM_medSBP
Female,55-64,NHB,0.503,0,29,5767217.489,1,4,2,26,CM_medSBP
Female,55-64,HIS,0.886,0,47,5303188.496,1,4,3,27,CM_medSBP
Female,55-64,OTH,1.669,0,73,4375130.509,1,4,4,28,CM_medSBP
Male,55-64,NHW,1.395,0,86,6164956.627,2,4,1,29,CM_medSBP
Male,55-64,NHB,6.014,0,305,5071173.999,2,4,2,30,CM_medSBP
Male,55-64,HIS,0.917,0,45,4905449.359,2,4,3,31,CM_medSBP
Male,55-64,OTH,2.207,0,79,3579652.235,2,4,4,32,CM_medSBP
Female,65-74,NHW,2.659,0,141,5303188.496,1,5,1,33,CM_medSBP
Female,65-74,NHB,4.314,0,143,3314492.81,1,5,2,34,CM_medSBP
Female,65-74,HIS,4.754,0,156,3281347.882,1,5,3,35,CM_medSBP
Female,65-74,OTH,13.348,0,292,2187565.255,1,5,4,36,CM_medSBP
Male,65-74,NHW,0.193,0,12,6231246.483,2,5,1,37,CM_medSBP
Male,65-74,NHB,0.312,0,12,3844811.66,2,5,2,38,CM_medSBP
Male,65-74,HIS,1.085,0,32,2949898.601,2,5,3,39,CM_medSBP
Male,65-74,OTH,1.846,0,41,2220710.183,2,5,4,40,CM_medSBP
Female,75+,NHW,0.658,0,48,7291884.182,1,6,1,41,CM_medSBP
Female,75+,NHB,6.034,0,146,2419579.751,1,6,2,42,CM_medSBP
Female,75+,HIS,1.934,0,25,1292652.196,1,6,3,43,CM_medSBP
Female,75+,OTH,3.376,0,47,1392086.98,1,6,4,44,CM_medSBP
Male,75+,NHW,0.65,0,50,7689623.319,2,6,1,45,CM_medSBP
Male,75+,NHB,3.358,0,69,2054985.542,2,6,2,46,CM_medSBP
Male,75+,HIS,6.128,0,65,1060637.699,2,6,3,47,CM_medSBP
Male,75+,OTH,13.361,0,155,1160072.484,2,6,4,48,CM_medSBP
Female,25-34,NHW,2.661,0,127,4772869.646,1,1,1,1,DIAB
Female,25-34,NHB,9.197,0,378,4109971.084,1,1,2,2,DIAB
Female,25-34,HIS,35.077,0,1151,3281347.882,1,1,3,3,DIAB
Female,25-34,OTH,68.556,0,2704,3944246.444,1,1,4,4,DIAB
Male,25-34,NHW,87.262,0,4136,4739724.718,2,1,1,5,DIAB
Male,25-34,NHB,422.939,0,13037,3082478.313,2,1,2,6,DIAB
Male,25-34,HIS,5.732,0,190,3314492.81,2,1,3,7,DIAB
Male,25-34,OTH,16.217,0,602,3712231.947,2,1,4,8,DIAB
Female,35-44,NHW,42.759,0,2055,4806014.575,1,2,1,9,DIAB
Female,35-44,NHB,128.456,0,4726,3679087.019,1,2,2,10,DIAB
Female,35-44,HIS,134.04,0,6131,4574000.078,1,2,3,11,DIAB
Female,35-44,OTH,345.651,0,11342,3281347.882,1,2,4,12,DIAB
Male,35-44,NHW,2.089,0,81,3877956.588,2,2,1,13,DIAB
Male,35-44,NHB,6.17,0,182,2949898.601,2,2,2,14,DIAB
Male,35-44,HIS,16.926,0,561,3314492.81,2,2,3,15,DIAB
Male,35-44,OTH,35.811,0,1092,3049333.385,2,2,4,16,DIAB
Female,45-54,NHW,31.793,0,1391,4375130.509,1,3,1,17,DIAB
Female,45-54,NHB,82.103,0,2939,3579652.235,1,3,2,18,DIAB
Female,45-54,HIS,2.586,0,96,3712231.947,1,3,3,19,DIAB
Female,45-54,OTH,7.652,0,279,3645942.091,1,3,4,20,DIAB
Male,45-54,NHW,18.199,0,754,4143116.013,2,3,1,21,DIAB
Male,45-54,NHB,39.831,0,1373,3447072.522,2,3,2,22,DIAB
Male,45-54,HIS,46.293,0,1473,3181913.098,2,3,3,23,DIAB
Male,45-54,OTH,42.79,0,1631,3811666.732,2,3,4,24,DIAB
Female,55-64,NHW,0.55,0,31,5634637.777,1,4,1,25,DIAB
Female,55-64,NHB,1.127,0,65,5767217.489,1,4,2,26,DIAB
Female,55-64,HIS,4.073,0,216,5303188.496,1,4,3,27,DIAB
Female,55-64,OTH,11.245,0,492,4375130.509,1,4,4,28,DIAB
Male,55-64,NHW,11.371,0,701,6164956.627,2,4,1,29,DIAB
Male,55-64,NHB,32.872,0,1667,5071173.999,2,4,2,30,DIAB
Male,55-64,HIS,1.019,0,50,4905449.359,2,4,3,31,DIAB
Male,55-64,OTH,3.911,0,140,3579652.235,2,4,4,32,DIAB
Female,65-74,NHW,7.561,0,401,5303188.496,1,5,1,33,DIAB
Female,65-74,NHB,21.994,0,729,3314492.81,1,5,2,34,DIAB
Female,65-74,HIS,25.142,0,825,3281347.882,1,5,3,35,DIAB
Female,65-74,OTH,56.41,0,1234,2187565.255,1,5,4,36,DIAB
Male,65-74,NHW,0.209,0,13,6231246.483,2,5,1,37,DIAB
Male,65-74,NHB,0.468,0,18,3844811.66,2,5,2,38,DIAB
Male,65-74,HIS,3.187,0,94,2949898.601,2,5,3,39,DIAB
Male,65-74,OTH,9.411,0,209,2220710.183,2,5,4,40,DIAB
Female,75+,NHW,4.416,0,322,7291884.182,1,6,1,41,DIAB
Female,75+,NHB,30.708,0,743,2419579.751,1,6,2,42,DIAB
Female,75+,HIS,0.774,0,10,1292652.196,1,6,3,43,DIAB
Female,75+,OTH,4.31,0,60,1392086.98,1,6,4,44,DIAB
Male,75+,NHW,2.315,0,178,7689623.319,2,6,1,45,DIAB
Male,75+,NHB,16.253,0,334,2054985.542,2,6,2,46,DIAB
Male,75+,HIS,33.093,0,351,1060637.699,2,6,3,47,DIAB
Male,75+,OTH,51.721,0,600,1160072.484,2,6,4,48,DIAB
Female,25-34,NHW,2.661,0,127,4772869.646,1,1,1,1,DIAB_medBMI
Female,25-34,NHB,9.197,0,378,4109971.084,1,1,2,2,DIAB_medBMI
Female,25-34,HIS,35.077,0,1151,3281347.882,1,1,3,3,DIAB_medBMI
Female,25-34,OTH,68.556,0,2704,3944246.444,1,1,4,4,DIAB_medBMI
Male,25-34,NHW,87.262,0,4136,4739724.718,2,1,1,5,DIAB_medBMI
Male,25-34,NHB,422.939,0,13037,3082478.313,2,1,2,6,DIAB_medBMI
Male,25-34,HIS,5.732,0,190,3314492.81,2,1,3,7,DIAB_medBMI
Male,25-34,OTH,16.217,0,602,3712231.947,2,1,4,8,DIAB_medBMI
Female,35-44,NHW,42.759,0,2055,4806014.575,1,2,1,9,DIAB_medBMI
Female,35-44,NHB,128.456,0,4726,3679087.019,1,2,2,10,DIAB_medBMI
Female,35-44,HIS,134.04,0,6131,4574000.078,1,2,3,11,DIAB_medBMI
Female,35-44,OTH,345.651,0,11342,3281347.882,1,2,4,12,DIAB_medBMI
Male,35-44,NHW,2.089,0,81,3877956.588,2,2,1,13,DIAB_medBMI
Male,35-44,NHB,6.17,0,182,2949898.601,2,2,2,14,DIAB_medBMI
Male,35-44,HIS,16.926,0,561,3314492.81,2,2,3,15,DIAB_medBMI
Male,35-44,OTH,35.811,0,1092,3049333.385,2,2,4,16,DIAB_medBMI
Female,45-54,NHW,31.793,0,1391,4375130.509,1,3,1,17,DIAB_medBMI
Female,45-54,NHB,82.103,0,2939,3579652.235,1,3,2,18,DIAB_medBMI
Female,45-54,HIS,2.586,0,96,3712231.947,1,3,3,19,DIAB_medBMI
Female,45-54,OTH,7.652,0,279,3645942.091,1,3,4,20,DIAB_medBMI
Male,45-54,NHW,18.199,0,754,4143116.013,2,3,1,21,DIAB_medBMI
Male,45-54,NHB,39.831,0,1373,3447072.522,2,3,2,22,DIAB_medBMI
Male,45-54,HIS,46.293,0,1473,3181913.098,2,3,3,23,DIAB_medBMI
Male,45-54,OTH,42.79,0,1631,3811666.732,2,3,4,24,DIAB_medBMI
Female,55-64,NHW,0.55,0,31,5634637.777,1,4,1,25,DIAB_medBMI
Female,55-64,NHB,1.127,0,65,5767217.489,1,4,2,26,DIAB_medBMI
Female,55-64,HIS,4.073,0,216,5303188.496,1,4,3,27,DIAB_medBMI
Female,55-64,OTH,11.245,0,492,4375130.509,1,4,4,28,DIAB_medBMI
Male,55-64,NHW,11.371,0,701,6164956.627,2,4,1,29,DIAB_medBMI
Male,55-64,NHB,32.872,0,1667,5071173.999,2,4,2,30,DIAB_medBMI
Male,55-64,HIS,1.019,0,50,4905449.359,2,4,3,31,DIAB_medBMI
Male,55-64,OTH,3.911,0,140,3579652.235,2,4,4,32,DIAB_medBMI
