foodcode,description,fcidcode,fcid_desc,Foodgroup_FCID
11710639,"Infant formula, powder, made with baby water (Enfamil Infant)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710639,"Infant formula, powder, made with baby water (Enfamil Infant)",9500244001,"Palm, oil-babyfood",babyfood
57806050,"Multigrain, whole grain cereal, baby food, dry, instant",1100009001,"Apple, dried-babyfood",babyfood
57806050,"Multigrain, whole grain cereal, baby food, dry, instant",1100010001,"Apple, juice-babyfood",babyfood
57806050,"Multigrain, whole grain cereal, baby food, dry, instant",600350001,"Soybean, oil-babyfood",babyfood
57806050,"Multigrain, whole grain cereal, baby food, dry, instant",2001319001,"Rapeseed, oil-babyfood",babyfood
57806050,"Multigrain, whole grain cereal, baby food, dry, instant",1500401001,"Wheat, grain-babyfood",babyfood
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",9500244001,"Palm, oil-babyfood",babyfood
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",2002365001,"Sunflower, oil-babyfood",babyfood
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",600350001,"Soybean, oil-babyfood",babyfood
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",1400114001,"Coconut, oil-babyfood",babyfood
11710801,"Infant formula, ready-to-feed (PediaSure)",101052001,"Beet, sugar-babyfood",babyfood
11710801,"Infant formula, ready-to-feed (PediaSure)",1500123001,"Corn, field, starch-babyfood",babyfood
11710801,"Infant formula, ready-to-feed (PediaSure)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710801,"Infant formula, ready-to-feed (PediaSure)",9500362001,"Sugarcane, sugar-babyfood",babyfood
11710801,"Infant formula, ready-to-feed (PediaSure)",2002330001,"Safflower, oil-babyfood",babyfood
11710801,"Infant formula, ready-to-feed (PediaSure)",1400114001,"Coconut, oil-babyfood",babyfood
11710801,"Infant formula, ready-to-feed (PediaSure)",600350001,"Soybean, oil-babyfood",babyfood
76102010,"Spinach, creamed, baby food, strained",1500232001,"Oat, flour-babyfood",babyfood
76102010,"Spinach, creamed, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
76102010,"Spinach, creamed, baby food, strained",301237001,"Onion, bulb-babyfood",babyfood
76102010,"Spinach, creamed, baby food, strained",401355001,Spinach-babyfood,babyfood
76102010,"Spinach, creamed, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
76102010,"Spinach, creamed, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710800,"Infant formula, NS as to form (PediaSure)",2002330001,"Safflower, oil-babyfood",babyfood
11710800,"Infant formula, NS as to form (PediaSure)",600350001,"Soybean, oil-babyfood",babyfood
11710800,"Infant formula, NS as to form (PediaSure)",101052001,"Beet, sugar-babyfood",babyfood
11710800,"Infant formula, NS as to form (PediaSure)",1400114001,"Coconut, oil-babyfood",babyfood
11710800,"Infant formula, NS as to form (PediaSure)",1500123001,"Corn, field, starch-babyfood",babyfood
11710800,"Infant formula, NS as to form (PediaSure)",9500362001,"Sugarcane, sugar-babyfood",babyfood
11710800,"Infant formula, NS as to form (PediaSure)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
57806200,"Oatmeal cereal with fruit, baby food, dry, instant, toddler",1500232001,"Oat, flour-babyfood",babyfood
57806200,"Oatmeal cereal with fruit, baby food, dry, instant, toddler",2402024001,"Banana, dried-babyfood",babyfood
57806200,"Oatmeal cereal with fruit, baby food, dry, instant, toddler",1902354001,"Spices, other-babyfood",babyfood
57805090,"Rice cereal with mixed fruits, baby food, dry, instant",1500325001,"Rice, flour-babyfood",babyfood
57805090,"Rice cereal with mixed fruits, baby food, dry, instant",1100008001,"Apple, peeled fruit-babyfood",babyfood
57805090,"Rice cereal with mixed fruits, baby food, dry, instant",9500362001,"Sugarcane, sugar-babyfood",babyfood
57805090,"Rice cereal with mixed fruits, baby food, dry, instant",101052001,"Beet, sugar-babyfood",babyfood
57805090,"Rice cereal with mixed fruits, baby food, dry, instant",1500123001,"Corn, field, starch-babyfood",babyfood
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",9500244001,"Palm, oil-babyfood",babyfood
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",2002365001,"Sunflower, oil-babyfood",babyfood
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",1400114001,"Coconut, oil-babyfood",babyfood
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",9500335001,Seaweed-babyfood,babyfood
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",600350001,"Soybean, oil-babyfood",babyfood
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
67308000,"Bananas, baby food, NS as to strained or junior",1500123001,"Corn, field, starch-babyfood",babyfood
67308000,"Bananas, baby food, NS as to strained or junior",103082001,Cassava-babyfood,babyfood
67308000,"Bananas, baby food, NS as to strained or junior",2402023001,Banana-babyfood,babyfood
67308000,"Bananas, baby food, NS as to strained or junior",1500124001,"Corn, field, syrup-babyfood",babyfood
76407000,"Mixed vegetables, garden vegetables, baby food, NS as to strained or junior",602255001,"Pea, succulent-babyfood",babyfood
76407000,"Mixed vegetables, garden vegetables, baby food, NS as to strained or junior",103300001,"Potato, tuber, w/o peel-babyfood",babyfood
76407000,"Mixed vegetables, garden vegetables, baby food, NS as to strained or junior",401355001,Spinach-babyfood,babyfood
76407000,"Mixed vegetables, garden vegetables, baby food, NS as to strained or junior",601043001,"Bean, snap, succulent-babyfood",babyfood
76407000,"Mixed vegetables, garden vegetables, baby food, NS as to strained or junior",101078001,Carrot-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1500123001,"Corn, field, starch-babyfood",babyfood
67100100,"Fruit, baby food, NFS",2402023001,Banana-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1203286001,"Plum, prune, fresh-babyfood",babyfood
67100100,"Fruit, baby food, NFS",1304176001,"Grape, juice-babyfood",babyfood
67100100,"Fruit, baby food, NFS",2403279001,Pineapple-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1100011001,"Apple, sauce-babyfood",babyfood
67100100,"Fruit, baby food, NFS",1202014001,"Apricot, juice-babyfood",babyfood
67100100,"Fruit, baby food, NFS",1202012001,Apricot-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1500124001,"Corn, field, syrup-babyfood",babyfood
67100100,"Fruit, baby food, NFS",1201090001,Cherry-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1202260001,Peach-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1100268001,"Pear, juice-babyfood",babyfood
67100100,"Fruit, baby food, NFS",103082001,Cassava-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1203285001,Plum-babyfood,babyfood
67100100,"Fruit, baby food, NFS",2403281001,"Pineapple, juice-babyfood",babyfood
67100100,"Fruit, baby food, NFS",1100266001,Pear-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1100008001,"Apple, peeled fruit-babyfood",babyfood
67100100,"Fruit, baby food, NFS",1301320001,Raspberry-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1302057001,Blueberry-babyfood,babyfood
67100100,"Fruit, baby food, NFS",1001241001,"Orange, juice-babyfood",babyfood
53803250,"Cookie, teething, baby",1500120001,"Corn, field, flour-babyfood",babyfood
53803250,"Cookie, teething, baby",1500123001,"Corn, field, starch-babyfood",babyfood
53803250,"Cookie, teething, baby",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
53803250,"Cookie, teething, baby",101053001,"Beet, sugar, molasses-babyfood",babyfood
53803250,"Cookie, teething, baby",2003128001,"Cottonseed, oil-babyfood",babyfood
53803250,"Cookie, teething, baby",9500363001,"Sugarcane, molasses-babyfood",babyfood
53803250,"Cookie, teething, baby",101052001,"Beet, sugar-babyfood",babyfood
53803250,"Cookie, teething, baby",600350001,"Soybean, oil-babyfood",babyfood
53803250,"Cookie, teething, baby",1500402001,"Wheat, flour-babyfood",babyfood
53803250,"Cookie, teething, baby",3600224001,"Milk, water-babyfood/infant formula",babyfood
53803250,"Cookie, teething, baby",9500362001,"Sugarcane, sugar-babyfood",babyfood
53803250,"Cookie, teething, baby",3600222001,"Milk, fat-baby food/infant formula",babyfood
67104070,"Applesauce with cherries, baby food, strained",1201090001,Cherry-babyfood,babyfood
67104070,"Applesauce with cherries, baby food, strained",1100011001,"Apple, sauce-babyfood",babyfood
11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",2002365001,"Sunflower, oil-babyfood",babyfood
11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",600350001,"Soybean, oil-babyfood",babyfood
11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",1400114001,"Coconut, oil-babyfood",babyfood
11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",9500244001,"Palm, oil-babyfood",babyfood
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",600350001,"Soybean, oil-babyfood",babyfood
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",2002365001,"Sunflower, oil-babyfood",babyfood
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",9500244001,"Palm, oil-babyfood",babyfood
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",1400114001,"Coconut, oil-babyfood",babyfood
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",9500244001,"Palm, oil-babyfood",babyfood
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",1400114001,"Coconut, oil-babyfood",babyfood
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",600350001,"Soybean, oil-babyfood",babyfood
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",2002365001,"Sunflower, oil-babyfood",babyfood
76605010,"Vegetable and chicken, baby food, strained",103297001,"Potato, dry (granules/ flakes)-babyfood",babyfood
76605010,"Vegetable and chicken, baby food, strained",301238001,"Onion, bulb, dried-babyfood",babyfood
76605010,"Vegetable and chicken, baby food, strained",4000096001,"Chicken, fat-babyfood",babyfood
76605010,"Vegetable and chicken, baby food, strained",4000097001,"Chicken, skin-babyfood",babyfood
76605010,"Vegetable and chicken, baby food, strained",4000095001,"Chicken, meat byproducts-babyfood",babyfood
76605010,"Vegetable and chicken, baby food, strained",101078001,Carrot-babyfood,babyfood
76605010,"Vegetable and chicken, baby food, strained",603256001,"Pea, dry-babyfood",babyfood
76605010,"Vegetable and chicken, baby food, strained",4000093001,"Chicken, meat-babyfood",babyfood
67108010,"Peaches, baby food, strained",1202260001,Peach-babyfood,babyfood
76602000,"Carrots and beef, baby food, strained",3100044001,"Beef, meat-babyfood",babyfood
76602000,"Carrots and beef, baby food, strained",3100047001,"Beef, fat-babyfood",babyfood
76602000,"Carrots and beef, baby food, strained",101078001,Carrot-babyfood,babyfood
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",2002365001,"Sunflower, oil-babyfood",babyfood
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",9500244001,"Palm, oil-babyfood",babyfood
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",1400114001,"Coconut, oil-babyfood",babyfood
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",600350001,"Soybean, oil-babyfood",babyfood
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
57803000,"Mixed cereal, baby food, dry, instant",1500325001,"Rice, flour-babyfood",babyfood
57803000,"Mixed cereal, baby food, dry, instant",1500232001,"Oat, flour-babyfood",babyfood
57803000,"Mixed cereal, baby food, dry, instant",1500402001,"Wheat, flour-babyfood",babyfood
57803000,"Mixed cereal, baby food, dry, instant",1500120001,"Corn, field, flour-babyfood",babyfood
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",1500124001,"Corn, field, syrup-babyfood",babyfood
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",2002365001,"Sunflower, oil-babyfood",babyfood
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",600350001,"Soybean, oil-babyfood",babyfood
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",9500244001,"Palm, oil-babyfood",babyfood
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",1400114001,"Coconut, oil-babyfood",babyfood
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",600348001,"Soybean, flour-babyfood",babyfood
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",9500335001,Seaweed-babyfood,babyfood
76401010,"Beans, green string, baby food, strained",601043001,"Bean, snap, succulent-babyfood",babyfood
11710379,"Infant formula, powder, made with baby water (Similac Sensitive)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710379,"Infant formula, powder, made with baby water (Similac Sensitive)",600350001,"Soybean, oil-babyfood",babyfood
11710379,"Infant formula, powder, made with baby water (Similac Sensitive)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710379,"Infant formula, powder, made with baby water (Similac Sensitive)",1400114001,"Coconut, oil-babyfood",babyfood
11710379,"Infant formula, powder, made with baby water (Similac Sensitive)",2002365001,"Sunflower, oil-babyfood",babyfood
76407020,"Mixed vegetables, garden vegetables, baby food, junior",602255001,"Pea, succulent-babyfood",babyfood
76407020,"Mixed vegetables, garden vegetables, baby food, junior",601043001,"Bean, snap, succulent-babyfood",babyfood
76407020,"Mixed vegetables, garden vegetables, baby food, junior",103300001,"Potato, tuber, w/o peel-babyfood",babyfood
76407020,"Mixed vegetables, garden vegetables, baby food, junior",101078001,Carrot-babyfood,babyfood
67106010,"Bananas with apples and pears, baby food, strained",1100008001,"Apple, peeled fruit-babyfood",babyfood
67106010,"Bananas with apples and pears, baby food, strained",2402023001,Banana-babyfood,babyfood
67106010,"Bananas with apples and pears, baby food, strained",1100266001,Pear-babyfood,babyfood
67600100,"Apples and sweet potatoes, baby food, strained",103366001,Sweet potato-babyfood,babyfood
67600100,"Apples and sweet potatoes, baby food, strained",1100008001,"Apple, peeled fruit-babyfood",babyfood
57801000,"Barley cereal, baby food, dry, instant",1500026001,"Barley, flour-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",7000145001,"Egg, whole-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",603256001,"Pea, dry-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",5000386001,"Turkey, skin-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",1500402001,"Wheat, flour-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",2202085001,Celery-babyfood,babyfood
27640120,"Chicken noodle dinner, baby food, junior",301238001,"Onion, bulb, dried-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",4000096001,"Chicken, fat-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",5000382001,"Turkey, meat-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",5000385001,"Turkey, fat-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",4000095001,"Chicken, meat byproducts-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",600350001,"Soybean, oil-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",101078001,Carrot-babyfood,babyfood
27640120,"Chicken noodle dinner, baby food, junior",5000384001,"Turkey, meat byproducts-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",1500325001,"Rice, flour-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",4000097001,"Chicken, skin-babyfood",babyfood
27640120,"Chicken noodle dinner, baby food, junior",4000093001,"Chicken, meat-babyfood",babyfood
11710967,"Infant formula, powder, made with tap water (Store Brand)",600348001,"Soybean, flour-babyfood",babyfood
11710967,"Infant formula, powder, made with tap water (Store Brand)",1400114001,"Coconut, oil-babyfood",babyfood
11710967,"Infant formula, powder, made with tap water (Store Brand)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710967,"Infant formula, powder, made with tap water (Store Brand)",9500244001,"Palm, oil-babyfood",babyfood
11710967,"Infant formula, powder, made with tap water (Store Brand)",600350001,"Soybean, oil-babyfood",babyfood
11710967,"Infant formula, powder, made with tap water (Store Brand)",2002365001,"Sunflower, oil-babyfood",babyfood
11710967,"Infant formula, powder, made with tap water (Store Brand)",9500335001,Seaweed-babyfood,babyfood
57806100,"Oatmeal cereal with bananas, baby food, dry, instant",2402024001,"Banana, dried-babyfood",babyfood
57806100,"Oatmeal cereal with bananas, baby food, dry, instant",1500232001,"Oat, flour-babyfood",babyfood
11710357,"Infant formula, powder, made with tap water (Similac Advance)",2002330001,"Safflower, oil-babyfood",babyfood
11710357,"Infant formula, powder, made with tap water (Similac Advance)",600350001,"Soybean, oil-babyfood",babyfood
11710357,"Infant formula, powder, made with tap water (Similac Advance)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710357,"Infant formula, powder, made with tap water (Similac Advance)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710357,"Infant formula, powder, made with tap water (Similac Advance)",1400114001,"Coconut, oil-babyfood",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",101052001,"Beet, sugar-babyfood",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",9500362001,"Sugarcane, sugar-babyfood",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",3600224001,"Milk, water-babyfood/infant formula",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",1202260001,Peach-babyfood,babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",1001241001,"Orange, juice-babyfood",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",3400292001,"Pork, meat byproducts-babyfood",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",3100046001,"Beef, meat byproducts-babyfood",babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",2402023001,Banana-babyfood,babyfood
67404500,"Mixed fruit yogurt dessert, baby food, strained",2403281001,"Pineapple, juice-babyfood",babyfood
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",9500244001,"Palm, oil-babyfood",babyfood
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",2002365001,"Sunflower, oil-babyfood",babyfood
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",600350001,"Soybean, oil-babyfood",babyfood
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",1400114001,"Coconut, oil-babyfood",babyfood
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",1400114001,"Coconut, oil-babyfood",babyfood
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",2002365001,"Sunflower, oil-babyfood",babyfood
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",600350001,"Soybean, oil-babyfood",babyfood
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",9500244001,"Palm, oil-babyfood",babyfood
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",2002365001,"Sunflower, oil-babyfood",babyfood
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",9500244001,"Palm, oil-babyfood",babyfood
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",1400114001,"Coconut, oil-babyfood",babyfood
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",600350001,"Soybean, oil-babyfood",babyfood
67205000,"Orange juice, baby food",1001241001,"Orange, juice-babyfood",babyfood
67203500,"Apple-grape juice, baby food",1100010001,"Apple, juice-babyfood",babyfood
67203500,"Apple-grape juice, baby food",1304176001,"Grape, juice-babyfood",babyfood
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",1500124001,"Corn, field, syrup-babyfood",babyfood
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",1400114001,"Coconut, oil-babyfood",babyfood
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",2002365001,"Sunflower, oil-babyfood",babyfood
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",600350001,"Soybean, oil-babyfood",babyfood
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",9500244001,"Palm, oil-babyfood",babyfood
67309030,"Bananas and strawberry, baby food, junior",103082001,Cassava-babyfood,babyfood
67309030,"Bananas and strawberry, baby food, junior",2403279001,Pineapple-babyfood,babyfood
67309030,"Bananas and strawberry, baby food, junior",1500124001,"Corn, field, syrup-babyfood",babyfood
67309030,"Bananas and strawberry, baby food, junior",2402023001,Banana-babyfood,babyfood
67309030,"Bananas and strawberry, baby food, junior",1001241001,"Orange, juice-babyfood",babyfood
67309030,"Bananas and strawberry, baby food, junior",1500123001,"Corn, field, starch-babyfood",babyfood
67309030,"Bananas and strawberry, baby food, junior",2403281001,"Pineapple, juice-babyfood",babyfood
67212000,"Pear juice, baby food",1100268001,"Pear, juice-babyfood",babyfood
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",9500244001,"Palm, oil-babyfood",babyfood
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",2002365001,"Sunflower, oil-babyfood",babyfood
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",1400114001,"Coconut, oil-babyfood",babyfood
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",600350001,"Soybean, oil-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",103082001,Cassava-babyfood,babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",1500123001,"Corn, field, starch-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",103298001,"Potato, flour-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",4000093001,"Chicken, meat-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",7000145001,"Egg, whole-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",101078001,Carrot-babyfood,babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",2202085001,Celery-babyfood,babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",1500402001,"Wheat, flour-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",4000096001,"Chicken, fat-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",4000097001,"Chicken, skin-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",301165001,"Garlic, bulb-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",1902274001,"Pepper, black and white-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",602255001,"Pea, succulent-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",4000095001,"Chicken, meat byproducts-babyfood",babyfood
27640810,"Chicken, noodles, and vegetables, baby food, toddler",301238001,"Onion, bulb, dried-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",5000384001,"Turkey, meat byproducts-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",602255001,"Pea, succulent-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",5000385001,"Turkey, fat-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",101078001,Carrot-babyfood,babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",5000386001,"Turkey, skin-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",103298001,"Potato, flour-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",5000382001,"Turkey, meat-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",1500402001,"Wheat, flour-babyfood",babyfood
27642110,"Turkey, rice and vegetables, baby food, strained",301238001,"Onion, bulb, dried-babyfood",babyfood
76201020,"Carrots, baby food, junior",101078001,Carrot-babyfood,babyfood
76205030,"Squash and corn, baby food, strained",902357001,"Squash, winter-babyfood",babyfood
76205030,"Squash and corn, baby food, strained",1500127001,"Corn, sweet-babyfood",babyfood
11710377,"Infant formula, powder, made with tap water (Similac Sensitive)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710377,"Infant formula, powder, made with tap water (Similac Sensitive)",1400114001,"Coconut, oil-babyfood",babyfood
11710377,"Infant formula, powder, made with tap water (Similac Sensitive)",2002365001,"Sunflower, oil-babyfood",babyfood
11710377,"Infant formula, powder, made with tap water (Similac Sensitive)",1500124001,"Corn, field, syrup-babyfood",babyfood
