subgroup,food,N,mean,SE,StdDev,food_label,food_desc,pro_gro
2,veg_oth,282,0.37,0.03,0.18,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.4932562566310717
2,veg_ro,282,0.26,0.02,0.11,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5608807915891719
2,veg_sta,282,0.44,0.02,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.4158326741905743
20,added_sugar,138,12.19,1.33,6.77,Added sugars,Foods defined as added sugars (tsp. eq.),0.765658172080817
20,dairy_cow,138,1.19,0.12,0.51,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8684600512994332
20,dairy_soy,138,0.06,0.03,0.27,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
20,dairy_tot,138,1.2,0.12,0.51,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8699184423919393
20,fruit_exc_juice,138,0.81,0.08,0.63,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8630052650720803
20,fruit_juice,138,0.16,0.08,0.23,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7407918741195193
20,fruit_tot,138,1.11,0.11,0.78,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8425458385928415
20,gr_refined,138,5.31,0.33,1.6,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7674759742767197
20,gr_whole,138,0.88,0.09,0.58,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9173473035063952
20,leg_tot,138,0.5,0.06,0.45,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8446614543288714
20,oil,138,28.86,1.78,7.63,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.7860794373780677
20,pf_egg,138,0.5,0.11,0.46,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8701866756712495
20,pf_ns,138,1.01,0.24,1.02,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.94025621177881
20,pf_pm,138,1.04,0.29,0.6,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.869351240537612
20,pf_poultry,138,1.52,0.11,0.75,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7090859330774317
20,pf_redm,138,1.52,0.14,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6775029828224577
20,pf_redm_tot,138,2.1,0.15,0.9,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6933523561366667
20,pf_seafood,138,0.46,0.09,0.46,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7402902423594196
20,sat_fat,138,24.48,1.36,4.31,Saturated fats,Total saturated fatty acids (gm),0.7867491694620316
20,sodium,138,3712.07,220.45,643.13,Sodium,Sodium (mg),0.7601559889816472
20,ssb,138,236.77,19.69,208.58,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6391287959073211
20,veg_dg,138,0.18,0.03,0.2,Dark-green vegetables,Dark green vegetables (cup eq.),0.8861008451962806
20,veg_exc_sta,138,1.42,0.08,0.64,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7563180600572765
20,veg_oth,138,0.62,0.06,0.28,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7126160685843693
20,veg_ro,138,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7506096821179519
20,veg_sta,138,0.36,0.04,0.17,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6896896306873527
21,added_sugar,234,15.6,0.77,8.01,Added sugars,Foods defined as added sugars (tsp. eq.),0.6247837650685021
21,dairy_cow,234,1.46,0.07,0.59,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6665398836728096
21,dairy_soy,234,0.06,0.03,0.27,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
21,dairy_tot,234,1.46,0.07,0.58,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6668972728024419
21,fruit_exc_juice,234,0.56,0.05,0.47,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.821898670697877
21,fruit_juice,234,0.29,0.06,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8367517398977046
21,fruit_tot,234,0.82,0.07,0.62,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8259227554746966
21,gr_refined,234,4.91,0.18,1.55,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5089865633319782
21,gr_whole,234,0.91,0.06,0.61,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8601925464804028
21,leg_tot,234,0.53,0.06,0.48,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.5229426127456392
21,oil,234,26.5,1.13,7.32,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.5086259848687402
21,pf_egg,234,0.46,0.05,0.43,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6772048865251052
21,pf_ns,234,0.58,0.07,0.64,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8260575665279615
21,pf_pm,234,1.01,0.08,0.6,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.744537473978513
21,pf_poultry,234,1.44,0.08,0.73,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4907728130621743
21,pf_redm,234,1.59,0.12,0.73,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5666307516346917
21,pf_redm_tot,234,2.42,0.17,1.03,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6112656470784714
21,pf_seafood,234,0.49,0.09,0.51,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.4237274509467874
21,sat_fat,234,26.66,0.71,4.47,Saturated fats,Total saturated fatty acids (gm),0.5803898295191843
21,sodium,234,3377.76,52.3,591.35,Sodium,Sodium (mg),0.5596712168952538
21,ssb,234,347.74,27.95,302.46,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5825092568256277
21,veg_dg,234,0.13,0.02,0.15,Dark-green vegetables,Dark green vegetables (cup eq.),0.6519256211497743
21,veg_exc_sta,234,1.1,0.08,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.526140243518066
21,veg_oth,234,0.58,0.05,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.4653855584210392
21,veg_ro,234,0.38,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.586007805109917
21,veg_sta,234,0.43,0.03,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.5856853022610035
22,added_sugar,161,16.5,0.84,8.26,Added sugars,Foods defined as added sugars (tsp. eq.),0.5388261734346647
22,dairy_cow,161,1.08,0.09,0.48,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6739510570784354
22,dairy_soy,161,0.06,0.04,0.27,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0.9242080525008788
22,dairy_tot,161,1.1,0.09,0.48,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6830912569587049
22,fruit_exc_juice,161,0.62,0.07,0.51,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.7998103466935106
22,fruit_juice,161,0.32,0.05,0.46,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7501133713125238
22,fruit_tot,161,0.85,0.11,0.64,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7826130459882795
22,gr_refined,161,5.03,0.24,1.55,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5488504088604556
22,gr_whole,161,0.86,0.1,0.57,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8142025218429434
22,leg_tot,161,0.52,0.1,0.47,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.6622816780668997
22,oil,161,28.02,1.65,7.49,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.4852841838532101
22,pf_egg,161,0.69,0.08,0.64,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6698921285377533
22,pf_ns,161,0.76,0.12,0.83,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7177455995959352
22,pf_pm,161,0.98,0.09,0.58,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6787855552004238
22,pf_poultry,161,1.69,0.14,0.83,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4613385116625662
22,pf_redm,161,1.5,0.09,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5843852406571705
22,pf_redm_tot,161,2.25,0.17,0.96,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6109657102931296
22,pf_seafood,161,0.6,0.06,0.62,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5840157179701151
22,sat_fat,161,24,0.78,4.27,Saturated fats,Total saturated fatty acids (gm),0.5720723651796241
22,sodium,161,3336.44,135.66,580.71,Sodium,Sodium (mg),0.55685122159134115
22,ssb,161,337.92,22.02,293.76,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.504197033088563
22,veg_dg,161,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.7412933122030863
22,veg_exc_sta,161,0.81,0.05,0.42,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6071797291838307
22,veg_oth,161,0.42,0.03,0.2,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5577389551636907
22,veg_ro,161,0.3,0.03,0.13,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6272499804495114
22,veg_sta,161,0.42,0.04,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.5505643387679607
23,added_sugar,198,14.91,0.94,7.83,Added sugars,Foods defined as added sugars (tsp. eq.),0.6307425245945684
23,dairy_cow,198,1.24,0.1,0.53,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6874488435861067
23,dairy_soy,198,0.08,0.04,0.35,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
23,dairy_tot,198,1.25,0.1,0.53,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6900168059441335
23,fruit_exc_juice,198,0.82,0.06,0.63,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8314312446276598
23,fruit_juice,198,0.34,0.05,0.47,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.843372787651622
23,fruit_tot,198,1.06,0.07,0.76,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8342302326374355
23,gr_refined,198,6.53,0.32,1.76,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6634507237691455
23,gr_whole,198,0.8,0.07,0.53,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8406577148832299
23,leg_tot,198,0.89,0.09,0.74,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8645776777544116
23,oil,198,22.34,1.18,6.71,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6298694415538943
23,pf_egg,198,0.62,0.09,0.57,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7196399784904566
23,pf_ns,198,0.49,0.12,0.55,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7377554985669162
23,pf_pm,198,0.82,0.08,0.49,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6493572577656961
23,pf_poultry,198,1.59,0.1,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5997018371034663
23,pf_redm,198,1.57,0.08,0.72,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5698122187543314
23,pf_redm_tot,198,2.5,0.12,1.05,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.5811765579067005
23,pf_seafood,198,0.64,0.11,0.66,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7011748844541056
23,sat_fat,198,22.75,0.94,4.23,Saturated fats,Total saturated fatty acids (gm),0.6181940082336448
23,sodium,198,3704.96,334.04,648.93,Sodium,Sodium (mg),0.6332356228066325
23,ssb,198,314.02,16.75,271.68,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5747109725697531
23,veg_dg,198,0.08,0.02,0.1,Dark-green vegetables,Dark green vegetables (cup eq.),0.7739252532724148
23,veg_exc_sta,198,1.02,0.07,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6292943471324817
23,veg_oth,198,0.51,0.04,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5835059192395157
23,veg_ro,198,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6752849650612818
23,veg_sta,198,0.35,0.03,0.16,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.634294110058695
24,added_sugar,162,11.35,1.06,6.59,Added sugars,Foods defined as added sugars (tsp. eq.),0.5473893848650088
24,dairy_cow,162,1.05,0.09,0.47,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.554453853208074
24,dairy_soy,162,0.04,0.02,0.2,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
24,dairy_tot,162,1.06,0.09,0.47,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.5583943106433239
24,fruit_exc_juice,162,0.9,0.12,0.69,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8448643937758128
24,fruit_juice,162,0.24,0.07,0.34,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.97028851677727
24,fruit_tot,162,1.14,0.18,0.8,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8678122524920708
24,gr_refined,162,5.22,0.47,1.59,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5881346070628319
24,gr_whole,162,1.19,0.13,0.77,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.905456230607248
24,leg_tot,162,0.47,0.08,0.43,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7535717056972657
24,oil,162,27.59,1.61,7.49,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6017313486384765
24,pf_egg,162,0.53,0.14,0.5,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6812846569365445
24,pf_ns,162,0.87,0.13,0.92,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.6417384238171235
24,pf_pm,162,0.79,0.27,0.47,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.5804609612837043
24,pf_poultry,162,1.54,0.12,0.76,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6317909047377489
24,pf_redm,162,1.73,0.22,0.78,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6903954160973091
24,pf_redm_tot,162,2.33,0.45,0.98,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6636539622758105
24,pf_seafood,162,0.5,0.07,0.52,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5324982592961179
24,sat_fat,162,22.47,0.91,4.18,Saturated fats,Total saturated fatty acids (gm),0.5766564442594517
24,sodium,162,3616.07,172.19,632.14,Sodium,Sodium (mg),0.6117545417380108
24,ssb,162,322.59,42.98,280.64,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.49067278774290174
24,veg_dg,162,0.19,0.03,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.7568777354957351
24,veg_exc_sta,162,1.38,0.09,0.63,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6813222115254485
24,veg_oth,162,0.62,0.04,0.28,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6567538464578913
24,veg_ro,162,0.37,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6678729072428984
24,veg_sta,162,0.31,0.03,0.15,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.5637304562470169
25,added_sugar,269,16.67,0.98,8.36,Added sugars,Foods defined as added sugars (tsp. eq.),0.7143640146932881
25,dairy_cow,269,1.5,0.08,0.6,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.78357127299496
25,dairy_soy,269,0.03,0.02,0.13,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
25,dairy_tot,269,1.51,0.08,0.6,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7842623280106338
25,fruit_exc_juice,269,0.57,0.05,0.48,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8362429058339719
25,fruit_juice,269,0.23,0.03,0.33,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.92567222326259
25,fruit_tot,269,0.76,0.06,0.59,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.85090309352729665
25,gr_refined,269,4.69,0.19,1.52,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6425754695922833
25,gr_whole,269,0.75,0.07,0.51,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8605953601083846
25,leg_tot,269,0.42,0.06,0.39,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7276448165044543
25,oil,269,28.58,1.01,7.62,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6216558402666359
25,pf_egg,269,0.58,0.07,0.54,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6473100637950556
25,pf_ns,269,0.74,0.08,0.79,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8282791780355023
25,pf_pm,269,0.89,0.09,0.53,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7589169611678506
25,pf_poultry,269,1.33,0.11,0.67,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6140515211324388
25,pf_redm,269,1.46,0.09,0.68,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6493599560943109
25,pf_redm_tot,269,2.13,0.14,0.92,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.679195118951137
25,pf_seafood,269,0.52,0.06,0.55,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6259332829072484
25,sat_fat,269,27.94,0.51,4.54,Saturated fats,Total saturated fatty acids (gm),0.6850426566740776
25,sodium,269,3290.82,52.47,576.44,Sodium,Sodium (mg),0.6572868392256999
25,ssb,269,297.59,37.7,261.4,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6978382887870647
25,veg_dg,269,0.12,0.01,0.14,Dark-green vegetables,Dark green vegetables (cup eq.),0.8217151923719891
25,veg_exc_sta,269,1.09,0.08,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6648964443807722
25,veg_oth,269,0.57,0.06,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6396452245994936
25,veg_ro,269,0.38,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6517507925271872
25,veg_sta,269,0.45,0.03,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6935901292327392
26,added_sugar,243,18.53,0.99,9.02,Added sugars,Foods defined as added sugars (tsp. eq.),0.627871811307178
26,dairy_cow,243,0.87,0.05,0.42,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6710308640782847
26,dairy_soy,243,0.02,0.01,0.11,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0.9409732630539156
26,dairy_tot,243,0.88,0.05,0.42,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6745218465097536
26,fruit_exc_juice,243,0.72,0.05,0.58,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8423802048473986
26,fruit_juice,243,0.29,0.05,0.42,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8044337052836715
26,fruit_tot,243,0.98,0.09,0.72,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8314847696436303
26,gr_refined,243,4.86,0.17,1.55,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5897599128877223
26,gr_whole,243,0.92,0.07,0.62,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8977481008895708
26,leg_tot,243,0.46,0.06,0.43,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.6872094891800168
26,oil,243,30.64,1.17,7.98,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.5919060248756564
26,pf_egg,243,0.62,0.06,0.58,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7051679478040649
26,pf_ns,243,0.62,0.08,0.68,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.797412771404031
26,pf_pm,243,0.97,0.07,0.58,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7585798207157144
26,pf_poultry,243,1.55,0.08,0.78,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6175822999945528
26,pf_redm,243,1.26,0.08,0.59,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6240769459031913
26,pf_redm_tot,243,2.03,0.14,0.88,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6830997250686117
26,pf_seafood,243,0.56,0.08,0.59,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7321992969804246
26,sat_fat,243,24.11,0.67,4.35,Saturated fats,Total saturated fatty acids (gm),0.621591858561968
26,sodium,243,3329.05,89.82,588.66,Sodium,Sodium (mg),0.6331076417469862
