subgroup,Age,Sex,Race,diseases,count,crude_se,population,Age_label,Sex_label,Race_label
41,6,1,1,BC,41091,416,9145660,75+,Female,NHW
42,6,1,2,BC,5114,157,1249362,75+,Female,NHB
43,6,1,3,BC,2025,64,737080,75+,Female,HIS
44,6,1,4,BC,2017,63,689818,75+,Female,OTH
45,6,2,1,BC,0,0,6831819,75+,Male,NHW
46,6,2,2,BC,0,0,670963,75+,Male,NHB
47,6,2,3,BC,0,0,548525,75+,Male,HIS
48,6,2,4,BC,0,0,638884,75+,Male,OTH
1,1,1,1,CC,803,61,18192633,20-34,Female,NHW
2,1,1,2,CC,160,26,4596338,20-34,Female,NHB
3,1,1,3,CC,290,28,6549965,20-34,Female,HIS
4,1,1,4,CC,130,21,3878604,20-34,Female,OTH
5,1,2,1,CC,827,60,19295314,20-34,Male,NHW
6,1,2,2,CC,111,20,4186659,20-34,Male,NHB
7,1,2,3,CC,253,26,6886181,20-34,Male,HIS
8,1,2,4,CC,101,18,3785306,20-34,Male,OTH
9,2,1,1,CC,1742,85,10789518,35-44,Female,NHW
10,2,1,2,CC,587,51,2841551,35-44,Female,NHB
11,2,1,3,CC,587,43,4706043,35-44,Female,HIS
12,2,1,4,CC,324,33,2705155,35-44,Female,OTH
13,2,2,1,CC,2069,90,10698668,35-44,Male,NHW
14,2,2,2,CC,444,42,2373836,35-44,Male,NHB
15,2,2,3,CC,585,41,4477083,35-44,Male,HIS
16,2,2,4,CC,367,34,2268050,35-44,Male,OTH
17,3,1,1,CC,5415,156,12961330,45-54,Female,NHW
18,3,1,2,CC,1164,64,2294986,45-54,Female,NHB
19,3,1,3,CC,1116,52,2981376,45-54,Female,HIS
20,3,1,4,CC,796,45,1908325,45-54,Female,OTH
21,3,2,1,CC,6081,149,10622756,45-54,Male,NHW
22,3,2,2,CC,1476,77,2323392,45-54,Male,NHB
23,3,2,3,CC,1382,59,3207152,45-54,Male,HIS
24,3,2,4,CC,1756,86,2807268,45-54,Male,OTH
25,4,1,1,CC,9947,222,16626401,55-64,Female,NHW
26,4,1,2,CC,2489,110,3005374,55-64,Female,NHB
27,4,1,3,CC,1766,75,2911586,55-64,Female,HIS
28,4,1,4,CC,1770,84,2629488,55-64,Female,OTH
29,4,2,1,CC,13970,259,15564860,55-64,Male,NHW
30,4,2,2,CC,2309,94,2050599,55-64,Male,NHB
31,4,2,3,CC,2384,88,2832735,55-64,Male,HIS
32,4,2,4,CC,2184,93,2195076,55-64,Male,OTH
33,5,1,1,CC,11891,227,11513863,65-74,Female,NHW
34,5,1,2,CC,1864,82,1390166,65-74,Female,NHB
35,5,1,3,CC,1490,69,1616432,65-74,Female,HIS
36,5,1,4,CC,916,46,1089947,65-74,Female,OTH
37,5,2,1,CC,14501,251,10345066,65-74,Male,NHW
38,5,2,2,CC,2124,90,1099252,65-74,Male,NHB
39,5,2,3,CC,1715,68,1168063,65-74,Male,HIS
40,5,2,4,CC,1460,62,989548,65-74,Male,OTH
41,6,1,1,CC,18004,276,9145660,75+,Female,NHW
42,6,1,2,CC,2255,105,1249362,75+,Female,NHB
43,6,1,3,CC,1092,47,737080,75+,Female,HIS
44,6,1,4,CC,1030,45,689818,75+,Female,OTH
45,6,2,1,CC,15376,259,6831819,75+,Male,NHW
46,6,2,2,CC,1687,87,670963,75+,Male,NHB
47,6,2,3,CC,1134,51,548525,75+,Male,HIS
48,6,2,4,CC,1166,55,638884,75+,Male,OTH
1,1,1,1,CM,98,10,18192633,20-34,Female,NHW
2,1,1,2,CM,59,8,4596338,20-34,Female,NHB
3,1,1,3,CM,28,6,6549965,20-34,Female,HIS
4,1,1,4,CM,9,2,3878604,20-34,Female,OTH
5,1,2,1,CM,215,16,19295314,20-34,Male,NHW
6,1,2,2,CM,143,12,4186659,20-34,Male,NHB
7,1,2,3,CM,65,9,6886181,20-34,Male,HIS
8,1,2,4,CM,25,5,3785306,20-34,Male,OTH
9,2,1,1,CM,144,12,10789518,35-44,Female,NHW
10,2,1,2,CM,109,11,2841551,35-44,Female,NHB
11,2,1,3,CM,32,6,4706043,35-44,Female,HIS
12,2,1,4,CM,20,5,2705155,35-44,Female,OTH
13,2,2,1,CM,324,18,10698668,35-44,Male,NHW
14,2,2,2,CM,237,16,2373836,35-44,Male,NHB
15,2,2,3,CM,88,10,4477083,35-44,Male,HIS
16,2,2,4,CM,47,7,2268050,35-44,Male,OTH
17,3,1,1,CM,310,18,12961330,45-54,Female,NHW
18,3,1,2,CM,164,13,2294986,45-54,Female,NHB
19,3,1,3,CM,45,7,2981376,45-54,Female,HIS
20,3,1,4,CM,16,4,1908325,45-54,Female,OTH
21,3,2,1,CM,749,28,10622756,45-54,Male,NHW
22,3,2,2,CM,394,20,2323392,45-54,Male,NHB
23,3,2,3,CM,116,11,3207152,45-54,Male,HIS
24,3,2,4,CM,63,8,2807268,45-54,Male,OTH
25,4,1,1,CM,640,26,16626401,55-64,Female,NHW
26,4,1,2,CM,288,18,3005374,55-64,Female,NHB
27,4,1,3,CM,71,9,2911586,55-64,Female,HIS
28,4,1,4,CM,36,6,2629488,55-64,Female,OTH
29,4,2,1,CM,1465,38,15564860,55-64,Male,NHW
30,4,2,2,CM,594,25,2050599,55-64,Male,NHB
31,4,2,3,CM,173,14,2832735,55-64,Male,HIS
32,4,2,4,CM,91,10,2195076,55-64,Male,OTH
33,5,1,1,CM,982,32,11513863,65-74,Female,NHW
34,5,1,2,CM,316,18,1390166,65-74,Female,NHB
35,5,1,3,CM,78,9,1616432,65-74,Female,HIS
36,5,1,4,CM,44,7,1089947,65-74,Female,OTH
37,5,2,1,CM,2002,45,10345066,65-74,Male,NHW
38,5,2,2,CM,549,24,1099252,65-74,Male,NHB
39,5,2,3,CM,152,13,1168063,65-74,Male,HIS
40,5,2,4,CM,88,10,989548,65-74,Male,OTH
41,6,1,1,CM,3851,88,9145660,75+,Female,NHW
42,6,1,2,CM,529,33,1249362,75+,Female,NHB
43,6,1,3,CM,296,25,737080,75+,Female,HIS
44,6,1,4,CM,137,17,689818,75+,Female,OTH
45,6,2,1,CM,4298,93,6831819,75+,Male,NHW
46,6,2,2,CM,482,31,670963,75+,Male,NHB
47,6,2,3,CM,289,25,548525,75+,Male,HIS
48,6,2,4,CM,144,17,638884,75+,Male,OTH
1,1,1,1,CM_medBMI,98,10,18192633,20-34,Female,NHW
2,1,1,2,CM_medBMI,59,8,4596338,20-34,Female,NHB
3,1,1,3,CM_medBMI,28,6,6549965,20-34,Female,HIS
4,1,1,4,CM_medBMI,9,2,3878604,20-34,Female,OTH
5,1,2,1,CM_medBMI,215,16,19295314,20-34,Male,NHW
6,1,2,2,CM_medBMI,143,12,4186659,20-34,Male,NHB
7,1,2,3,CM_medBMI,65,9,6886181,20-34,Male,HIS
8,1,2,4,CM_medBMI,25,5,3785306,20-34,Male,OTH
9,2,1,1,CM_medBMI,144,12,10789518,35-44,Female,NHW
10,2,1,2,CM_medBMI,109,11,2841551,35-44,Female,NHB
11,2,1,3,CM_medBMI,32,6,4706043,35-44,Female,HIS
12,2,1,4,CM_medBMI,20,5,2705155,35-44,Female,OTH
13,2,2,1,CM_medBMI,324,18,10698668,35-44,Male,NHW
14,2,2,2,CM_medBMI,237,16,2373836,35-44,Male,NHB
15,2,2,3,CM_medBMI,88,10,4477083,35-44,Male,HIS
16,2,2,4,CM_medBMI,47,7,2268050,35-44,Male,OTH
17,3,1,1,CM_medBMI,310,18,12961330,45-54,Female,NHW
18,3,1,2,CM_medBMI,164,13,2294986,45-54,Female,NHB
19,3,1,3,CM_medBMI,45,7,2981376,45-54,Female,HIS
20,3,1,4,CM_medBMI,16,4,1908325,45-54,Female,OTH
21,3,2,1,CM_medBMI,749,28,10622756,45-54,Male,NHW
22,3,2,2,CM_medBMI,394,20,2323392,45-54,Male,NHB
23,3,2,3,CM_medBMI,116,11,3207152,45-54,Male,HIS
24,3,2,4,CM_medBMI,63,8,2807268,45-54,Male,OTH
25,4,1,1,CM_medBMI,640,26,16626401,55-64,Female,NHW
26,4,1,2,CM_medBMI,288,18,3005374,55-64,Female,NHB
27,4,1,3,CM_medBMI,71,9,2911586,55-64,Female,HIS
28,4,1,4,CM_medBMI,36,6,2629488,55-64,Female,OTH
29,4,2,1,CM_medBMI,1465,38,15564860,55-64,Male,NHW
30,4,2,2,CM_medBMI,594,25,2050599,55-64,Male,NHB
31,4,2,3,CM_medBMI,173,14,2832735,55-64,Male,HIS
32,4,2,4,CM_medBMI,91,10,2195076,55-64,Male,OTH
33,5,1,1,CM_medBMI,982,32,11513863,65-74,Female,NHW
34,5,1,2,CM_medBMI,316,18,1390166,65-74,Female,NHB
35,5,1,3,CM_medBMI,78,9,1616432,65-74,Female,HIS
36,5,1,4,CM_medBMI,44,7,1089947,65-74,Female,OTH
37,5,2,1,CM_medBMI,2002,45,10345066,65-74,Male,NHW
38,5,2,2,CM_medBMI,549,24,1099252,65-74,Male,NHB
39,5,2,3,CM_medBMI,152,13,1168063,65-74,Male,HIS
40,5,2,4,CM_medBMI,88,10,989548,65-74,Male,OTH
41,6,1,1,CM_medBMI,3851,88,9145660,75+,Female,NHW
42,6,1,2,CM_medBMI,529,33,1249362,75+,Female,NHB
43,6,1,3,CM_medBMI,296,25,737080,75+,Female,HIS
44,6,1,4,CM_medBMI,137,17,689818,75+,Female,OTH
45,6,2,1,CM_medBMI,4298,93,6831819,75+,Male,NHW
46,6,2,2,CM_medBMI,482,31,670963,75+,Male,NHB
47,6,2,3,CM_medBMI,289,25,548525,75+,Male,HIS
48,6,2,4,CM_medBMI,144,17,638884,75+,Male,OTH
1,1,1,1,CM_medSBP,98,10,18192633,20-34,Female,NHW
2,1,1,2,CM_medSBP,59,8,4596338,20-34,Female,NHB
3,1,1,3,CM_medSBP,28,6,6549965,20-34,Female,HIS
4,1,1,4,CM_medSBP,9,2,3878604,20-34,Female,OTH
5,1,2,1,CM_medSBP,215,16,19295314,20-34,Male,NHW
6,1,2,2,CM_medSBP,143,12,4186659,20-34,Male,NHB
7,1,2,3,CM_medSBP,65,9,6886181,20-34,Male,HIS
8,1,2,4,CM_medSBP,25,5,3785306,20-34,Male,OTH
9,2,1,1,CM_medSBP,144,12,10789518,35-44,Female,NHW
10,2,1,2,CM_medSBP,109,11,2841551,35-44,Female,NHB
11,2,1,3,CM_medSBP,32,6,4706043,35-44,Female,HIS
12,2,1,4,CM_medSBP,20,5,2705155,35-44,Female,OTH
13,2,2,1,CM_medSBP,324,18,10698668,35-44,Male,NHW
14,2,2,2,CM_medSBP,237,16,2373836,35-44,Male,NHB
15,2,2,3,CM_medSBP,88,10,4477083,35-44,Male,HIS
16,2,2,4,CM_medSBP,47,7,2268050,35-44,Male,OTH
17,3,1,1,CM_medSBP,310,18,12961330,45-54,Female,NHW
18,3,1,2,CM_medSBP,164,13,2294986,45-54,Female,NHB
19,3,1,3,CM_medSBP,45,7,2981376,45-54,Female,HIS
20,3,1,4,CM_medSBP,16,4,1908325,45-54,Female,OTH
21,3,2,1,CM_medSBP,749,28,10622756,45-54,Male,NHW
22,3,2,2,CM_medSBP,394,20,2323392,45-54,Male,NHB
23,3,2,3,CM_medSBP,116,11,3207152,45-54,Male,HIS
24,3,2,4,CM_medSBP,63,8,2807268,45-54,Male,OTH
25,4,1,1,CM_medSBP,640,26,16626401,55-64,Female,NHW
26,4,1,2,CM_medSBP,288,18,3005374,55-64,Female,NHB
27,4,1,3,CM_medSBP,71,9,2911586,55-64,Female,HIS
28,4,1,4,CM_medSBP,36,6,2629488,55-64,Female,OTH
29,4,2,1,CM_medSBP,1465,38,15564860,55-64,Male,NHW
30,4,2,2,CM_medSBP,594,25,2050599,55-64,Male,NHB
31,4,2,3,CM_medSBP,173,14,2832735,55-64,Male,HIS
32,4,2,4,CM_medSBP,91,10,2195076,55-64,Male,OTH
33,5,1,1,CM_medSBP,982,32,11513863,65-74,Female,NHW
34,5,1,2,CM_medSBP,316,18,1390166,65-74,Female,NHB
35,5,1,3,CM_medSBP,78,9,1616432,65-74,Female,HIS
36,5,1,4,CM_medSBP,44,7,1089947,65-74,Female,OTH
37,5,2,1,CM_medSBP,2002,45,10345066,65-74,Male,NHW
38,5,2,2,CM_medSBP,549,24,1099252,65-74,Male,NHB
39,5,2,3,CM_medSBP,152,13,1168063,65-74,Male,HIS
40,5,2,4,CM_medSBP,88,10,989548,65-74,Male,OTH
41,6,1,1,CM_medSBP,3851,88,9145660,75+,Female,NHW
42,6,1,2,CM_medSBP,529,33,1249362,75+,Female,NHB
43,6,1,3,CM_medSBP,296,25,737080,75+,Female,HIS
44,6,1,4,CM_medSBP,137,17,689818,75+,Female,OTH
45,6,2,1,CM_medSBP,4298,93,6831819,75+,Male,NHW
46,6,2,2,CM_medSBP,482,31,670963,75+,Male,NHB
47,6,2,3,CM_medSBP,289,25,548525,75+,Male,HIS
48,6,2,4,CM_medSBP,144,17,638884,75+,Male,OTH
1,1,1,1,DIAB,169,13,18192633,20-34,Female,NHW
2,1,1,2,DIAB,109,11,4596338,20-34,Female,NHB
3,1,1,3,DIAB,39,7,6549965,20-34,Female,HIS
4,1,1,4,DIAB,10,4,3878604,20-34,Female,OTH
5,1,2,1,DIAB,263,16,19295314,20-34,Male,NHW
6,1,2,2,DIAB,148,12,4186659,20-34,Male,NHB
7,1,2,3,DIAB,59,8,6886181,20-34,Male,HIS
8,1,2,4,DIAB,21,5,3785306,20-34,Male,OTH
9,2,1,1,DIAB,389,21,10789518,35-44,Female,NHW
10,2,1,2,DIAB,241,16,2841551,35-44,Female,NHB
11,2,1,3,DIAB,75,9,4706043,35-44,Female,HIS
12,2,1,4,DIAB,41,7,2705155,35-44,Female,OTH
13,2,2,1,DIAB,636,26,10698668,35-44,Male,NHW
14,2,2,2,DIAB,381,20,2373836,35-44,Male,NHB
15,2,2,3,DIAB,192,14,4477083,35-44,Male,HIS
16,2,2,4,DIAB,81,10,2268050,35-44,Male,OTH
17,3,1,1,DIAB,1108,33,12961330,45-54,Female,NHW
18,3,1,2,DIAB,606,25,2294986,45-54,Female,NHB
19,3,1,3,DIAB,281,17,2981376,45-54,Female,HIS
20,3,1,4,DIAB,99,11,1908325,45-54,Female,OTH
21,3,2,1,DIAB,2078,46,10622756,45-54,Male,NHW
22,3,2,2,DIAB,837,29,2323392,45-54,Male,NHB
23,3,2,3,DIAB,519,23,3207152,45-54,Male,HIS
24,3,2,4,DIAB,170,14,2807268,45-54,Male,OTH
25,4,1,1,DIAB,2868,54,16626401,55-64,Female,NHW
26,4,1,2,DIAB,1189,35,3005374,55-64,Female,NHB
27,4,1,3,DIAB,525,23,2911586,55-64,Female,HIS
28,4,1,4,DIAB,194,14,2629488,55-64,Female,OTH
29,4,2,1,DIAB,5368,73,15564860,55-64,Male,NHW
30,4,2,2,DIAB,1726,42,2050599,55-64,Male,NHB
31,4,2,3,DIAB,923,31,2832735,55-64,Male,HIS
32,4,2,4,DIAB,362,20,2195076,55-64,Male,OTH
33,5,1,1,DIAB,4785,70,11513863,65-74,Female,NHW
34,5,1,2,DIAB,1617,41,1390166,65-74,Female,NHB
35,5,1,3,DIAB,796,29,1616432,65-74,Female,HIS
36,5,1,4,DIAB,316,18,1089947,65-74,Female,OTH
37,5,2,1,DIAB,7948,89,10345066,65-74,Male,NHW
38,5,2,2,DIAB,1915,44,1099252,65-74,Male,NHB
39,5,2,3,DIAB,1023,32,1168063,65-74,Male,HIS
40,5,2,4,DIAB,459,22,989548,65-74,Male,OTH
41,6,1,1,DIAB,11096,150,9145660,75+,Female,NHW
42,6,1,2,DIAB,2722,74,1249362,75+,Female,NHB
43,6,1,3,DIAB,1622,57,737080,75+,Female,HIS
44,6,1,4,DIAB,855,42,689818,75+,Female,OTH
45,6,2,1,DIAB,11960,155,6831819,75+,Male,NHW
46,6,2,2,DIAB,1872,61,670963,75+,Male,NHB
47,6,2,3,DIAB,1428,54,548525,75+,Male,HIS
48,6,2,4,DIAB,695,38,638884,75+,Male,OTH
1,1,1,1,DIAB_medBMI,169,13,18192633,20-34,Female,NHW
2,1,1,2,DIAB_medBMI,109,11,4596338,20-34,Female,NHB
3,1,1,3,DIAB_medBMI,39,7,6549965,20-34,Female,HIS
4,1,1,4,DIAB_medBMI,10,4,3878604,20-34,Female,OTH
5,1,2,1,DIAB_medBMI,263,16,19295314,20-34,Male,NHW
6,1,2,2,DIAB_medBMI,148,12,4186659,20-34,Male,NHB
7,1,2,3,DIAB_medBMI,59,8,6886181,20-34,Male,HIS
8,1,2,4,DIAB_medBMI,21,5,3785306,20-34,Male,OTH
9,2,1,1,DIAB_medBMI,389,21,10789518,35-44,Female,NHW
10,2,1,2,DIAB_medBMI,241,16,2841551,35-44,Female,NHB
11,2,1,3,DIAB_medBMI,75,9,4706043,35-44,Female,HIS
12,2,1,4,DIAB_medBMI,41,7,2705155,35-44,Female,OTH
13,2,2,1,DIAB_medBMI,636,26,10698668,35-44,Male,NHW
14,2,2,2,DIAB_medBMI,381,20,2373836,35-44,Male,NHB
15,2,2,3,DIAB_medBMI,192,14,4477083,35-44,Male,HIS
16,2,2,4,DIAB_medBMI,81,10,2268050,35-44,Male,OTH
17,3,1,1,DIAB_medBMI,1108,33,12961330,45-54,Female,NHW
18,3,1,2,DIAB_medBMI,606,25,2294986,45-54,Female,NHB
19,3,1,3,DIAB_medBMI,281,17,2981376,45-54,Female,HIS
20,3,1,4,DIAB_medBMI,99,11,1908325,45-54,Female,OTH
21,3,2,1,DIAB_medBMI,2078,46,10622756,45-54,Male,NHW
22,3,2,2,DIAB_medBMI,837,29,2323392,45-54,Male,NHB
23,3,2,3,DIAB_medBMI,519,23,3207152,45-54,Male,HIS
24,3,2,4,DIAB_medBMI,170,14,2807268,45-54,Male,OTH
25,4,1,1,DIAB_medBMI,2868,54,16626401,55-64,Female,NHW
26,4,1,2,DIAB_medBMI,1189,35,3005374,55-64,Female,NHB
27,4,1,3,DIAB_medBMI,525,23,2911586,55-64,Female,HIS
28,4,1,4,DIAB_medBMI,194,14,2629488,55-64,Female,OTH
29,4,2,1,DIAB_medBMI,5368,73,15564860,55-64,Male,NHW
30,4,2,2,DIAB_medBMI,1726,42,2050599,55-64,Male,NHB
31,4,2,3,DIAB_medBMI,923,31,2832735,55-64,Male,HIS
32,4,2,4,DIAB_medBMI,362,20,2195076,55-64,Male,OTH
33,5,1,1,DIAB_medBMI,4785,70,11513863,65-74,Female,NHW
34,5,1,2,DIAB_medBMI,1617,41,1390166,65-74,Female,NHB
35,5,1,3,DIAB_medBMI,796,29,1616432,65-74,Female,HIS
36,5,1,4,DIAB_medBMI,316,18,1089947,65-74,Female,OTH
37,5,2,1,DIAB_medBMI,7948,89,10345066,65-74,Male,NHW
38,5,2,2,DIAB_medBMI,1915,44,1099252,65-74,Male,NHB
39,5,2,3,DIAB_medBMI,1023,32,1168063,65-74,Male,HIS
40,5,2,4,DIAB_medBMI,459,22,989548,65-74,Male,OTH
41,6,1,1,DIAB_medBMI,11096,150,9145660,75+,Female,NHW
42,6,1,2,DIAB_medBMI,2722,74,1249362,75+,Female,NHB
43,6,1,3,DIAB_medBMI,1622,57,737080,75+,Female,HIS
44,6,1,4,DIAB_medBMI,855,42,689818,75+,Female,OTH
45,6,2,1,DIAB_medBMI,11960,155,6831819,75+,Male,NHW
46,6,2,2,DIAB_medBMI,1872,61,670963,75+,Male,NHB
47,6,2,3,DIAB_medBMI,1428,54,548525,75+,Male,HIS
48,6,2,4,DIAB_medBMI,695,38,638884,75+,Male,OTH
1,1,1,1,DIAB_medSBP,169,13,18192633,20-34,Female,NHW
2,1,1,2,DIAB_medSBP,109,11,4596338,20-34,Female,NHB
3,1,1,3,DIAB_medSBP,39,7,6549965,20-34,Female,HIS
4,1,1,4,DIAB_medSBP,10,4,3878604,20-34,Female,OTH
5,1,2,1,DIAB_medSBP,263,16,19295314,20-34,Male,NHW
6,1,2,2,DIAB_medSBP,148,12,4186659,20-34,Male,NHB
7,1,2,3,DIAB_medSBP,59,8,6886181,20-34,Male,HIS
8,1,2,4,DIAB_medSBP,21,5,3785306,20-34,Male,OTH
9,2,1,1,DIAB_medSBP,389,21,10789518,35-44,Female,NHW
10,2,1,2,DIAB_medSBP,241,16,2841551,35-44,Female,NHB
11,2,1,3,DIAB_medSBP,75,9,4706043,35-44,Female,HIS
12,2,1,4,DIAB_medSBP,41,7,2705155,35-44,Female,OTH
13,2,2,1,DIAB_medSBP,636,26,10698668,35-44,Male,NHW
14,2,2,2,DIAB_medSBP,381,20,2373836,35-44,Male,NHB
15,2,2,3,DIAB_medSBP,192,14,4477083,35-44,Male,HIS
16,2,2,4,DIAB_medSBP,81,10,2268050,35-44,Male,OTH
17,3,1,1,DIAB_medSBP,1108,33,12961330,45-54,Female,NHW
18,3,1,2,DIAB_medSBP,606,25,2294986,45-54,Female,NHB
19,3,1,3,DIAB_medSBP,281,17,2981376,45-54,Female,HIS
20,3,1,4,DIAB_medSBP,99,11,1908325,45-54,Female,OTH
21,3,2,1,DIAB_medSBP,2078,46,10622756,45-54,Male,NHW
22,3,2,2,DIAB_medSBP,837,29,2323392,45-54,Male,NHB
23,3,2,3,DIAB_medSBP,519,23,3207152,45-54,Male,HIS
24,3,2,4,DIAB_medSBP,170,14,2807268,45-54,Male,OTH
25,4,1,1,DIAB_medSBP,2868,54,16626401,55-64,Female,NHW
26,4,1,2,DIAB_medSBP,1189,35,3005374,55-64,Female,NHB
27,4,1,3,DIAB_medSBP,525,23,2911586,55-64,Female,HIS
28,4,1,4,DIAB_medSBP,194,14,2629488,55-64,Female,OTH
29,4,2,1,DIAB_medSBP,5368,73,15564860,55-64,Male,NHW
30,4,2,2,DIAB_medSBP,1726,42,2050599,55-64,Male,NHB
31,4,2,3,DIAB_medSBP,923,31,2832735,55-64,Male,HIS
32,4,2,4,DIAB_medSBP,362,20,2195076,55-64,Male,OTH
33,5,1,1,DIAB_medSBP,4785,70,11513863,65-74,Female,NHW
34,5,1,2,DIAB_medSBP,1617,41,1390166,65-74,Female,NHB
35,5,1,3,DIAB_medSBP,796,29,1616432,65-74,Female,HIS
36,5,1,4,DIAB_medSBP,316,18,1089947,65-74,Female,OTH
37,5,2,1,DIAB_medSBP,7948,89,10345066,65-74,Male,NHW
38,5,2,2,DIAB_medSBP,1915,44,1099252,65-74,Male,NHB
39,5,2,3,DIAB_medSBP,1023,32,1168063,65-74,Male,HIS
40,5,2,4,DIAB_medSBP,459,22,989548,65-74,Male,OTH
41,6,1,1,DIAB_medSBP,11096,150,9145660,75+,Female,NHW
42,6,1,2,DIAB_medSBP,2722,74,1249362,75+,Female,NHB
43,6,1,3,DIAB_medSBP,1622,57,737080,75+,Female,HIS
44,6,1,4,DIAB_medSBP,855,42,689818,75+,Female,OTH
45,6,2,1,DIAB_medSBP,11960,155,6831819,75+,Male,NHW
46,6,2,2,DIAB_medSBP,1872,61,670963,75+,Male,NHB
47,6,2,3,DIAB_medSBP,1428,54,548525,75+,Male,HIS
48,6,2,4,DIAB_medSBP,695,38,638884,75+,Male,OTH
1,1,1,1,ECA,9,6,18192633,20-34,Female,NHW
2,1,1,2,ECA,0,0,4596338,20-34,Female,NHB
3,1,1,3,ECA,3,3,6549965,20-34,Female,HIS
4,1,1,4,ECA,0,0,3878604,20-34,Female,OTH
5,1,2,1,ECA,36,14,19295314,20-34,Male,NHW
6,1,2,2,ECA,0,0,4186659,20-34,Male,NHB
7,1,2,3,ECA,11,5,6886181,20-34,Male,HIS
8,1,2,4,ECA,0,0,3785306,20-34,Male,OTH
9,2,1,1,ECA,0,0,10789518,35-44,Female,NHW
10,2,1,2,ECA,5,5,2841551,35-44,Female,NHB
11,2,1,3,ECA,0,0,4706043,35-44,Female,HIS
12,2,1,4,ECA,4,4,2705155,35-44,Female,OTH
13,2,2,1,ECA,139,24,10698668,35-44,Male,NHW
14,2,2,2,ECA,8,6,2373836,35-44,Male,NHB
15,2,2,3,ECA,23,9,4477083,35-44,Male,HIS
16,2,2,4,ECA,13,7,2268050,35-44,Male,OTH
17,3,1,1,ECA,111,23,12961330,45-54,Female,NHW
18,3,1,2,ECA,4,4,2294986,45-54,Female,NHB
19,3,1,3,ECA,12,6,2981376,45-54,Female,HIS
20,3,1,4,ECA,6,4,1908325,45-54,Female,OTH
21,3,2,1,ECA,619,48,10622756,45-54,Male,NHW
22,3,2,2,ECA,16,8,2323392,45-54,Male,NHB
23,3,2,3,ECA,65,13,3207152,45-54,Male,HIS
24,3,2,4,ECA,13,8,2807268,45-54,Male,OTH
25,4,1,1,ECA,291,39,16626401,55-64,Female,NHW
26,4,1,2,ECA,25,11,3005374,55-64,Female,NHB
27,4,1,3,ECA,16,7,2911586,55-64,Female,HIS
28,4,1,4,ECA,8,6,2629488,55-64,Female,OTH
29,4,2,1,ECA,2319,106,15564860,55-64,Male,NHW
30,4,2,2,ECA,77,18,2050599,55-64,Male,NHB
31,4,2,3,ECA,158,23,2832735,55-64,Male,HIS
32,4,2,4,ECA,67,17,2195076,55-64,Male,OTH
33,5,1,1,ECA,374,41,11513863,65-74,Female,NHW
34,5,1,2,ECA,18,8,1390166,65-74,Female,NHB
35,5,1,3,ECA,35,11,1616432,65-74,Female,HIS
36,5,1,4,ECA,3,3,1089947,65-74,Female,OTH
37,5,2,1,ECA,2921,112,10345066,65-74,Male,NHW
38,5,2,2,ECA,60,15,1099252,65-74,Male,NHB
39,5,2,3,ECA,158,21,1168063,65-74,Male,HIS
40,5,2,4,ECA,63,13,989548,65-74,Male,OTH
41,6,1,1,ECA,534,48,9145660,75+,Female,NHW
42,6,1,2,ECA,25,11,1249362,75+,Female,NHB
43,6,1,3,ECA,23,7,737080,75+,Female,HIS
44,6,1,4,ECA,14,6,689818,75+,Female,OTH
45,6,2,1,ECA,2293,100,6831819,75+,Male,NHW
46,6,2,2,ECA,67,18,670963,75+,Male,NHB
47,6,2,3,ECA,67,13,548525,75+,Male,HIS
48,6,2,4,ECA,52,12,638884,75+,Male,OTH
1,1,1,1,ENDO,74,10,18192633,20-34,Female,NHW
2,1,1,2,ENDO,9,2,4596338,20-34,Female,NHB
3,1,1,3,ENDO,9,2,6549965,20-34,Female,HIS
4,1,1,4,ENDO,8,1,3878604,20-34,Female,OTH
5,1,2,1,ENDO,63,8,19295314,20-34,Male,NHW
6,1,2,2,ENDO,9,2,4186659,20-34,Male,NHB
7,1,2,3,ENDO,13,4,6886181,20-34,Male,HIS
8,1,2,4,ENDO,8,1,3785306,20-34,Male,OTH
9,2,1,1,ENDO,50,8,10789518,35-44,Female,NHW
10,2,1,2,ENDO,10,4,2841551,35-44,Female,NHB
11,2,1,3,ENDO,9,2,4706043,35-44,Female,HIS
12,2,1,4,ENDO,6,1,2705155,35-44,Female,OTH
13,2,2,1,ENDO,66,9,10698668,35-44,Male,NHW
14,2,2,2,ENDO,13,4,2373836,35-44,Male,NHB
15,2,2,3,ENDO,16,4,4477083,35-44,Male,HIS
16,2,2,4,ENDO,9,1,2268050,35-44,Male,OTH
17,3,1,1,ENDO,44,7,12961330,45-54,Female,NHW
18,3,1,2,ENDO,12,4,2294986,45-54,Female,NHB
19,3,1,3,ENDO,9,2,2981376,45-54,Female,HIS
20,3,1,4,ENDO,5,1,1908325,45-54,Female,OTH
21,3,2,1,ENDO,92,10,10622756,45-54,Male,NHW
22,3,2,2,ENDO,16,4,2323392,45-54,Male,NHB
23,3,2,3,ENDO,15,4,3207152,45-54,Male,HIS
24,3,2,4,ENDO,9,1,2807268,45-54,Male,OTH
25,4,1,1,ENDO,77,10,16626401,55-64,Female,NHW
26,4,1,2,ENDO,24,5,3005374,55-64,Female,NHB
27,4,1,3,ENDO,10,4,2911586,55-64,Female,HIS
28,4,1,4,ENDO,8,1,2629488,55-64,Female,OTH
