subgroup,Age,Sex,Race,diseases,count,crude_se,population,Age_label,Sex_label,Race_label
41,6,1,1,BC,41091,0,9145660,75+,Female,NHW
42,6,1,2,BC,5114,0,1249362,75+,Female,NHB
43,6,1,3,BC,2025,0,737080,75+,Female,HIS
44,6,1,4,BC,2017,0,689818,75+,Female,OTH
45,6,2,1,BC,0,0,6831819,75+,Male,NHW
46,6,2,2,BC,0,0,670963,75+,Male,NHB
47,6,2,3,BC,0,0,548525,75+,Male,HIS
48,6,2,4,BC,0,0,638884,75+,Male,OTH
1,1,1,1,CC,803,0,18192633,20-34,Female,NHW
2,1,1,2,CC,160,0,4596338,20-34,Female,NHB
3,1,1,3,CC,290,0,6549965,20-34,Female,HIS
4,1,1,4,CC,130,0,3878604,20-34,Female,OTH
5,1,2,1,CC,827,0,19295314,20-34,Male,NHW
6,1,2,2,CC,111,0,4186659,20-34,Male,NHB
7,1,2,3,CC,253,0,6886181,20-34,Male,HIS
8,1,2,4,CC,101,0,3785306,20-34,Male,OTH
9,2,1,1,CC,1742,0,10789518,35-44,Female,NHW
10,2,1,2,CC,587,0,2841551,35-44,Female,NHB
11,2,1,3,CC,587,0,4706043,35-44,Female,HIS
12,2,1,4,CC,324,0,2705155,35-44,Female,OTH
13,2,2,1,CC,2069,0,10698668,35-44,Male,NHW
14,2,2,2,CC,444,0,2373836,35-44,Male,NHB
15,2,2,3,CC,585,0,4477083,35-44,Male,HIS
16,2,2,4,CC,367,0,2268050,35-44,Male,OTH
17,3,1,1,CC,5415,0,12961330,45-54,Female,NHW
18,3,1,2,CC,1164,0,2294986,45-54,Female,NHB
19,3,1,3,CC,1116,0,2981376,45-54,Female,HIS
20,3,1,4,CC,796,0,1908325,45-54,Female,OTH
21,3,2,1,CC,6081,0,10622756,45-54,Male,NHW
22,3,2,2,CC,1476,0,2323392,45-54,Male,NHB
23,3,2,3,CC,1382,0,3207152,45-54,Male,HIS
24,3,2,4,CC,1756,0,2807268,45-54,Male,OTH
25,4,1,1,CC,9947,0,16626401,55-64,Female,NHW
26,4,1,2,CC,2489,0,3005374,55-64,Female,NHB
27,4,1,3,CC,1766,0,2911586,55-64,Female,HIS
28,4,1,4,CC,1770,0,2629488,55-64,Female,OTH
29,4,2,1,CC,13970,0,15564860,55-64,Male,NHW
30,4,2,2,CC,2309,0,2050599,55-64,Male,NHB
31,4,2,3,CC,2384,0,2832735,55-64,Male,HIS
32,4,2,4,CC,2184,0,2195076,55-64,Male,OTH
33,5,1,1,CC,11891,0,11513863,65-74,Female,NHW
34,5,1,2,CC,1864,0,1390166,65-74,Female,NHB
35,5,1,3,CC,1490,0,1616432,65-74,Female,HIS
36,5,1,4,CC,916,0,1089947,65-74,Female,OTH
37,5,2,1,CC,14501,0,10345066,65-74,Male,NHW
38,5,2,2,CC,2124,0,1099252,65-74,Male,NHB
39,5,2,3,CC,1715,0,1168063,65-74,Male,HIS
40,5,2,4,CC,1460,0,989548,65-74,Male,OTH
41,6,1,1,CC,18004,0,9145660,75+,Female,NHW
42,6,1,2,CC,2255,0,1249362,75+,Female,NHB
43,6,1,3,CC,1092,0,737080,75+,Female,HIS
44,6,1,4,CC,1030,0,689818,75+,Female,OTH
45,6,2,1,CC,15376,0,6831819,75+,Male,NHW
46,6,2,2,CC,1687,0,670963,75+,Male,NHB
47,6,2,3,CC,1134,0,548525,75+,Male,HIS
48,6,2,4,CC,1166,0,638884,75+,Male,OTH
1,1,1,1,CM,98,0,18192633,20-34,Female,NHW
2,1,1,2,CM,59,0,4596338,20-34,Female,NHB
3,1,1,3,CM,28,0,6549965,20-34,Female,HIS
4,1,1,4,CM,9,0,3878604,20-34,Female,OTH
5,1,2,1,CM,215,0,19295314,20-34,Male,NHW
6,1,2,2,CM,143,0,4186659,20-34,Male,NHB
7,1,2,3,CM,65,0,6886181,20-34,Male,HIS
8,1,2,4,CM,25,0,3785306,20-34,Male,OTH
9,2,1,1,CM,144,0,10789518,35-44,Female,NHW
10,2,1,2,CM,109,0,2841551,35-44,Female,NHB
11,2,1,3,CM,32,0,4706043,35-44,Female,HIS
12,2,1,4,CM,20,0,2705155,35-44,Female,OTH
13,2,2,1,CM,324,0,10698668,35-44,Male,NHW
14,2,2,2,CM,237,0,2373836,35-44,Male,NHB
15,2,2,3,CM,88,0,4477083,35-44,Male,HIS
16,2,2,4,CM,47,0,2268050,35-44,Male,OTH
17,3,1,1,CM,310,0,12961330,45-54,Female,NHW
18,3,1,2,CM,164,0,2294986,45-54,Female,NHB
19,3,1,3,CM,45,0,2981376,45-54,Female,HIS
20,3,1,4,CM,16,0,1908325,45-54,Female,OTH
21,3,2,1,CM,749,0,10622756,45-54,Male,NHW
22,3,2,2,CM,394,0,2323392,45-54,Male,NHB
23,3,2,3,CM,116,0,3207152,45-54,Male,HIS
24,3,2,4,CM,63,0,2807268,45-54,Male,OTH
25,4,1,1,CM,640,0,16626401,55-64,Female,NHW
26,4,1,2,CM,288,0,3005374,55-64,Female,NHB
27,4,1,3,CM,71,0,2911586,55-64,Female,HIS
28,4,1,4,CM,36,0,2629488,55-64,Female,OTH
29,4,2,1,CM,1465,0,15564860,55-64,Male,NHW
30,4,2,2,CM,594,0,2050599,55-64,Male,NHB
31,4,2,3,CM,173,0,2832735,55-64,Male,HIS
32,4,2,4,CM,91,0,2195076,55-64,Male,OTH
33,5,1,1,CM,982,0,11513863,65-74,Female,NHW
34,5,1,2,CM,316,0,1390166,65-74,Female,NHB
35,5,1,3,CM,78,0,1616432,65-74,Female,HIS
36,5,1,4,CM,44,0,1089947,65-74,Female,OTH
37,5,2,1,CM,2002,0,10345066,65-74,Male,NHW
38,5,2,2,CM,549,0,1099252,65-74,Male,NHB
39,5,2,3,CM,152,0,1168063,65-74,Male,HIS
40,5,2,4,CM,88,0,989548,65-74,Male,OTH
41,6,1,1,CM,3851,0,9145660,75+,Female,NHW
42,6,1,2,CM,529,0,1249362,75+,Female,NHB
43,6,1,3,CM,296,0,737080,75+,Female,HIS
44,6,1,4,CM,137,0,689818,75+,Female,OTH
45,6,2,1,CM,4298,0,6831819,75+,Male,NHW
46,6,2,2,CM,482,0,670963,75+,Male,NHB
47,6,2,3,CM,289,0,548525,75+,Male,HIS
48,6,2,4,CM,144,0,638884,75+,Male,OTH
1,1,1,1,CM_medBMI,98,0,18192633,20-34,Female,NHW
2,1,1,2,CM_medBMI,59,0,4596338,20-34,Female,NHB
3,1,1,3,CM_medBMI,28,0,6549965,20-34,Female,HIS
4,1,1,4,CM_medBMI,9,0,3878604,20-34,Female,OTH
5,1,2,1,CM_medBMI,215,0,19295314,20-34,Male,NHW
6,1,2,2,CM_medBMI,143,0,4186659,20-34,Male,NHB
7,1,2,3,CM_medBMI,65,0,6886181,20-34,Male,HIS
8,1,2,4,CM_medBMI,25,0,3785306,20-34,Male,OTH
9,2,1,1,CM_medBMI,144,0,10789518,35-44,Female,NHW
10,2,1,2,CM_medBMI,109,0,2841551,35-44,Female,NHB
11,2,1,3,CM_medBMI,32,0,4706043,35-44,Female,HIS
12,2,1,4,CM_medBMI,20,0,2705155,35-44,Female,OTH
13,2,2,1,CM_medBMI,324,0,10698668,35-44,Male,NHW
14,2,2,2,CM_medBMI,237,0,2373836,35-44,Male,NHB
15,2,2,3,CM_medBMI,88,0,4477083,35-44,Male,HIS
16,2,2,4,CM_medBMI,47,0,2268050,35-44,Male,OTH
17,3,1,1,CM_medBMI,310,0,12961330,45-54,Female,NHW
18,3,1,2,CM_medBMI,164,0,2294986,45-54,Female,NHB
19,3,1,3,CM_medBMI,45,0,2981376,45-54,Female,HIS
20,3,1,4,CM_medBMI,16,0,1908325,45-54,Female,OTH
21,3,2,1,CM_medBMI,749,0,10622756,45-54,Male,NHW
22,3,2,2,CM_medBMI,394,0,2323392,45-54,Male,NHB
23,3,2,3,CM_medBMI,116,0,3207152,45-54,Male,HIS
24,3,2,4,CM_medBMI,63,0,2807268,45-54,Male,OTH
25,4,1,1,CM_medBMI,640,0,16626401,55-64,Female,NHW
26,4,1,2,CM_medBMI,288,0,3005374,55-64,Female,NHB
27,4,1,3,CM_medBMI,71,0,2911586,55-64,Female,HIS
28,4,1,4,CM_medBMI,36,0,2629488,55-64,Female,OTH
29,4,2,1,CM_medBMI,1465,0,15564860,55-64,Male,NHW
30,4,2,2,CM_medBMI,594,0,2050599,55-64,Male,NHB
31,4,2,3,CM_medBMI,173,0,2832735,55-64,Male,HIS
32,4,2,4,CM_medBMI,91,0,2195076,55-64,Male,OTH
33,5,1,1,CM_medBMI,982,0,11513863,65-74,Female,NHW
34,5,1,2,CM_medBMI,316,0,1390166,65-74,Female,NHB
35,5,1,3,CM_medBMI,78,0,1616432,65-74,Female,HIS
36,5,1,4,CM_medBMI,44,0,1089947,65-74,Female,OTH
37,5,2,1,CM_medBMI,2002,0,10345066,65-74,Male,NHW
38,5,2,2,CM_medBMI,549,0,1099252,65-74,Male,NHB
39,5,2,3,CM_medBMI,152,0,1168063,65-74,Male,HIS
40,5,2,4,CM_medBMI,88,0,989548,65-74,Male,OTH
41,6,1,1,CM_medBMI,3851,0,9145660,75+,Female,NHW
42,6,1,2,CM_medBMI,529,0,1249362,75+,Female,NHB
43,6,1,3,CM_medBMI,296,0,737080,75+,Female,HIS
44,6,1,4,CM_medBMI,137,0,689818,75+,Female,OTH
45,6,2,1,CM_medBMI,4298,0,6831819,75+,Male,NHW
46,6,2,2,CM_medBMI,482,0,670963,75+,Male,NHB
47,6,2,3,CM_medBMI,289,0,548525,75+,Male,HIS
48,6,2,4,CM_medBMI,144,0,638884,75+,Male,OTH
1,1,1,1,CM_medSBP,98,0,18192633,20-34,Female,NHW
2,1,1,2,CM_medSBP,59,0,4596338,20-34,Female,NHB
3,1,1,3,CM_medSBP,28,0,6549965,20-34,Female,HIS
4,1,1,4,CM_medSBP,9,0,3878604,20-34,Female,OTH
5,1,2,1,CM_medSBP,215,0,19295314,20-34,Male,NHW
6,1,2,2,CM_medSBP,143,0,4186659,20-34,Male,NHB
7,1,2,3,CM_medSBP,65,0,6886181,20-34,Male,HIS
8,1,2,4,CM_medSBP,25,0,3785306,20-34,Male,OTH
9,2,1,1,CM_medSBP,144,0,10789518,35-44,Female,NHW
10,2,1,2,CM_medSBP,109,0,2841551,35-44,Female,NHB
11,2,1,3,CM_medSBP,32,0,4706043,35-44,Female,HIS
12,2,1,4,CM_medSBP,20,0,2705155,35-44,Female,OTH
13,2,2,1,CM_medSBP,324,0,10698668,35-44,Male,NHW
14,2,2,2,CM_medSBP,237,0,2373836,35-44,Male,NHB
15,2,2,3,CM_medSBP,88,0,4477083,35-44,Male,HIS
16,2,2,4,CM_medSBP,47,0,2268050,35-44,Male,OTH
17,3,1,1,CM_medSBP,310,0,12961330,45-54,Female,NHW
18,3,1,2,CM_medSBP,164,0,2294986,45-54,Female,NHB
19,3,1,3,CM_medSBP,45,0,2981376,45-54,Female,HIS
20,3,1,4,CM_medSBP,16,0,1908325,45-54,Female,OTH
21,3,2,1,CM_medSBP,749,0,10622756,45-54,Male,NHW
22,3,2,2,CM_medSBP,394,0,2323392,45-54,Male,NHB
23,3,2,3,CM_medSBP,116,0,3207152,45-54,Male,HIS
24,3,2,4,CM_medSBP,63,0,2807268,45-54,Male,OTH
25,4,1,1,CM_medSBP,640,0,16626401,55-64,Female,NHW
26,4,1,2,CM_medSBP,288,0,3005374,55-64,Female,NHB
27,4,1,3,CM_medSBP,71,0,2911586,55-64,Female,HIS
28,4,1,4,CM_medSBP,36,0,2629488,55-64,Female,OTH
29,4,2,1,CM_medSBP,1465,0,15564860,55-64,Male,NHW
30,4,2,2,CM_medSBP,594,0,2050599,55-64,Male,NHB
31,4,2,3,CM_medSBP,173,0,2832735,55-64,Male,HIS
32,4,2,4,CM_medSBP,91,0,2195076,55-64,Male,OTH
33,5,1,1,CM_medSBP,982,0,11513863,65-74,Female,NHW
34,5,1,2,CM_medSBP,316,0,1390166,65-74,Female,NHB
35,5,1,3,CM_medSBP,78,0,1616432,65-74,Female,HIS
36,5,1,4,CM_medSBP,44,0,1089947,65-74,Female,OTH
37,5,2,1,CM_medSBP,2002,0,10345066,65-74,Male,NHW
38,5,2,2,CM_medSBP,549,0,1099252,65-74,Male,NHB
39,5,2,3,CM_medSBP,152,0,1168063,65-74,Male,HIS
40,5,2,4,CM_medSBP,88,0,989548,65-74,Male,OTH
41,6,1,1,CM_medSBP,3851,0,9145660,75+,Female,NHW
42,6,1,2,CM_medSBP,529,0,1249362,75+,Female,NHB
43,6,1,3,CM_medSBP,296,0,737080,75+,Female,HIS
44,6,1,4,CM_medSBP,137,0,689818,75+,Female,OTH
45,6,2,1,CM_medSBP,4298,0,6831819,75+,Male,NHW
46,6,2,2,CM_medSBP,482,0,670963,75+,Male,NHB
47,6,2,3,CM_medSBP,289,0,548525,75+,Male,HIS
48,6,2,4,CM_medSBP,144,0,638884,75+,Male,OTH
1,1,1,1,DIAB,169,0,18192633,20-34,Female,NHW
2,1,1,2,DIAB,109,0,4596338,20-34,Female,NHB
3,1,1,3,DIAB,39,0,6549965,20-34,Female,HIS
4,1,1,4,DIAB,10,0,3878604,20-34,Female,OTH
5,1,2,1,DIAB,263,0,19295314,20-34,Male,NHW
6,1,2,2,DIAB,148,0,4186659,20-34,Male,NHB
7,1,2,3,DIAB,59,0,6886181,20-34,Male,HIS
8,1,2,4,DIAB,21,0,3785306,20-34,Male,OTH
9,2,1,1,DIAB,389,0,10789518,35-44,Female,NHW
10,2,1,2,DIAB,241,0,2841551,35-44,Female,NHB
11,2,1,3,DIAB,75,0,4706043,35-44,Female,HIS
12,2,1,4,DIAB,41,0,2705155,35-44,Female,OTH
13,2,2,1,DIAB,636,0,10698668,35-44,Male,NHW
14,2,2,2,DIAB,381,0,2373836,35-44,Male,NHB
15,2,2,3,DIAB,192,0,4477083,35-44,Male,HIS
16,2,2,4,DIAB,81,0,2268050,35-44,Male,OTH
17,3,1,1,DIAB,1108,0,12961330,45-54,Female,NHW
18,3,1,2,DIAB,606,0,2294986,45-54,Female,NHB
19,3,1,3,DIAB,281,0,2981376,45-54,Female,HIS
20,3,1,4,DIAB,99,0,1908325,45-54,Female,OTH
21,3,2,1,DIAB,2078,0,10622756,45-54,Male,NHW
22,3,2,2,DIAB,837,0,2323392,45-54,Male,NHB
23,3,2,3,DIAB,519,0,3207152,45-54,Male,HIS
24,3,2,4,DIAB,170,0,2807268,45-54,Male,OTH
25,4,1,1,DIAB,2868,0,16626401,55-64,Female,NHW
26,4,1,2,DIAB,1189,0,3005374,55-64,Female,NHB
27,4,1,3,DIAB,525,0,2911586,55-64,Female,HIS
28,4,1,4,DIAB,194,0,2629488,55-64,Female,OTH
29,4,2,1,DIAB,5368,0,15564860,55-64,Male,NHW
30,4,2,2,DIAB,1726,0,2050599,55-64,Male,NHB
31,4,2,3,DIAB,923,0,2832735,55-64,Male,HIS
32,4,2,4,DIAB,362,0,2195076,55-64,Male,OTH
33,5,1,1,DIAB,4785,0,11513863,65-74,Female,NHW
34,5,1,2,DIAB,1617,0,1390166,65-74,Female,NHB
35,5,1,3,DIAB,796,0,1616432,65-74,Female,HIS
36,5,1,4,DIAB,316,0,1089947,65-74,Female,OTH
37,5,2,1,DIAB,7948,0,10345066,65-74,Male,NHW
38,5,2,2,DIAB,1915,0,1099252,65-74,Male,NHB
39,5,2,3,DIAB,1023,0,1168063,65-74,Male,HIS
40,5,2,4,DIAB,459,0,989548,65-74,Male,OTH
41,6,1,1,DIAB,11096,0,9145660,75+,Female,NHW
42,6,1,2,DIAB,2722,0,1249362,75+,Female,NHB
43,6,1,3,DIAB,1622,0,737080,75+,Female,HIS
44,6,1,4,DIAB,855,0,689818,75+,Female,OTH
45,6,2,1,DIAB,11960,0,6831819,75+,Male,NHW
46,6,2,2,DIAB,1872,0,670963,75+,Male,NHB
47,6,2,3,DIAB,1428,0,548525,75+,Male,HIS
48,6,2,4,DIAB,695,0,638884,75+,Male,OTH
1,1,1,1,DIAB_medBMI,169,0,18192633,20-34,Female,NHW
2,1,1,2,DIAB_medBMI,109,0,4596338,20-34,Female,NHB
3,1,1,3,DIAB_medBMI,39,0,6549965,20-34,Female,HIS
4,1,1,4,DIAB_medBMI,10,0,3878604,20-34,Female,OTH
5,1,2,1,DIAB_medBMI,263,0,19295314,20-34,Male,NHW
6,1,2,2,DIAB_medBMI,148,0,4186659,20-34,Male,NHB
7,1,2,3,DIAB_medBMI,59,0,6886181,20-34,Male,HIS
8,1,2,4,DIAB_medBMI,21,0,3785306,20-34,Male,OTH
9,2,1,1,DIAB_medBMI,389,0,10789518,35-44,Female,NHW
10,2,1,2,DIAB_medBMI,241,0,2841551,35-44,Female,NHB
11,2,1,3,DIAB_medBMI,75,0,4706043,35-44,Female,HIS
12,2,1,4,DIAB_medBMI,41,0,2705155,35-44,Female,OTH
13,2,2,1,DIAB_medBMI,636,0,10698668,35-44,Male,NHW
14,2,2,2,DIAB_medBMI,381,0,2373836,35-44,Male,NHB
15,2,2,3,DIAB_medBMI,192,0,4477083,35-44,Male,HIS
16,2,2,4,DIAB_medBMI,81,0,2268050,35-44,Male,OTH
17,3,1,1,DIAB_medBMI,1108,0,12961330,45-54,Female,NHW
18,3,1,2,DIAB_medBMI,606,0,2294986,45-54,Female,NHB
19,3,1,3,DIAB_medBMI,281,0,2981376,45-54,Female,HIS
20,3,1,4,DIAB_medBMI,99,0,1908325,45-54,Female,OTH
21,3,2,1,DIAB_medBMI,2078,0,10622756,45-54,Male,NHW
22,3,2,2,DIAB_medBMI,837,0,2323392,45-54,Male,NHB
23,3,2,3,DIAB_medBMI,519,0,3207152,45-54,Male,HIS
24,3,2,4,DIAB_medBMI,170,0,2807268,45-54,Male,OTH
25,4,1,1,DIAB_medBMI,2868,0,16626401,55-64,Female,NHW
26,4,1,2,DIAB_medBMI,1189,0,3005374,55-64,Female,NHB
27,4,1,3,DIAB_medBMI,525,0,2911586,55-64,Female,HIS
28,4,1,4,DIAB_medBMI,194,0,2629488,55-64,Female,OTH
29,4,2,1,DIAB_medBMI,5368,0,15564860,55-64,Male,NHW
30,4,2,2,DIAB_medBMI,1726,0,2050599,55-64,Male,NHB
31,4,2,3,DIAB_medBMI,923,0,2832735,55-64,Male,HIS
32,4,2,4,DIAB_medBMI,362,0,2195076,55-64,Male,OTH
33,5,1,1,DIAB_medBMI,4785,0,11513863,65-74,Female,NHW
34,5,1,2,DIAB_medBMI,1617,0,1390166,65-74,Female,NHB
35,5,1,3,DIAB_medBMI,796,0,1616432,65-74,Female,HIS
36,5,1,4,DIAB_medBMI,316,0,1089947,65-74,Female,OTH
37,5,2,1,DIAB_medBMI,7948,0,10345066,65-74,Male,NHW
38,5,2,2,DIAB_medBMI,1915,0,1099252,65-74,Male,NHB
39,5,2,3,DIAB_medBMI,1023,0,1168063,65-74,Male,HIS
40,5,2,4,DIAB_medBMI,459,0,989548,65-74,Male,OTH
41,6,1,1,DIAB_medBMI,11096,0,9145660,75+,Female,NHW
42,6,1,2,DIAB_medBMI,2722,0,1249362,75+,Female,NHB
43,6,1,3,DIAB_medBMI,1622,0,737080,75+,Female,HIS
44,6,1,4,DIAB_medBMI,855,0,689818,75+,Female,OTH
45,6,2,1,DIAB_medBMI,11960,0,6831819,75+,Male,NHW
46,6,2,2,DIAB_medBMI,1872,0,670963,75+,Male,NHB
47,6,2,3,DIAB_medBMI,1428,0,548525,75+,Male,HIS
48,6,2,4,DIAB_medBMI,695,0,638884,75+,Male,OTH
1,1,1,1,DIAB_medSBP,169,0,18192633,20-34,Female,NHW
2,1,1,2,DIAB_medSBP,109,0,4596338,20-34,Female,NHB
3,1,1,3,DIAB_medSBP,39,0,6549965,20-34,Female,HIS
4,1,1,4,DIAB_medSBP,10,0,3878604,20-34,Female,OTH
5,1,2,1,DIAB_medSBP,263,0,19295314,20-34,Male,NHW
6,1,2,2,DIAB_medSBP,148,0,4186659,20-34,Male,NHB
7,1,2,3,DIAB_medSBP,59,0,6886181,20-34,Male,HIS
8,1,2,4,DIAB_medSBP,21,0,3785306,20-34,Male,OTH
9,2,1,1,DIAB_medSBP,389,0,10789518,35-44,Female,NHW
10,2,1,2,DIAB_medSBP,241,0,2841551,35-44,Female,NHB
11,2,1,3,DIAB_medSBP,75,0,4706043,35-44,Female,HIS
12,2,1,4,DIAB_medSBP,41,0,2705155,35-44,Female,OTH
13,2,2,1,DIAB_medSBP,636,0,10698668,35-44,Male,NHW
14,2,2,2,DIAB_medSBP,381,0,2373836,35-44,Male,NHB
15,2,2,3,DIAB_medSBP,192,0,4477083,35-44,Male,HIS
16,2,2,4,DIAB_medSBP,81,0,2268050,35-44,Male,OTH
17,3,1,1,DIAB_medSBP,1108,0,12961330,45-54,Female,NHW
18,3,1,2,DIAB_medSBP,606,0,2294986,45-54,Female,NHB
19,3,1,3,DIAB_medSBP,281,0,2981376,45-54,Female,HIS
20,3,1,4,DIAB_medSBP,99,0,1908325,45-54,Female,OTH
21,3,2,1,DIAB_medSBP,2078,0,10622756,45-54,Male,NHW
22,3,2,2,DIAB_medSBP,837,0,2323392,45-54,Male,NHB
23,3,2,3,DIAB_medSBP,519,0,3207152,45-54,Male,HIS
24,3,2,4,DIAB_medSBP,170,0,2807268,45-54,Male,OTH
25,4,1,1,DIAB_medSBP,2868,0,16626401,55-64,Female,NHW
26,4,1,2,DIAB_medSBP,1189,0,3005374,55-64,Female,NHB
27,4,1,3,DIAB_medSBP,525,0,2911586,55-64,Female,HIS
28,4,1,4,DIAB_medSBP,194,0,2629488,55-64,Female,OTH
29,4,2,1,DIAB_medSBP,5368,0,15564860,55-64,Male,NHW
30,4,2,2,DIAB_medSBP,1726,0,2050599,55-64,Male,NHB
31,4,2,3,DIAB_medSBP,923,0,2832735,55-64,Male,HIS
32,4,2,4,DIAB_medSBP,362,0,2195076,55-64,Male,OTH
33,5,1,1,DIAB_medSBP,4785,0,11513863,65-74,Female,NHW
34,5,1,2,DIAB_medSBP,1617,0,1390166,65-74,Female,NHB
35,5,1,3,DIAB_medSBP,796,0,1616432,65-74,Female,HIS
36,5,1,4,DIAB_medSBP,316,0,1089947,65-74,Female,OTH
37,5,2,1,DIAB_medSBP,7948,0,10345066,65-74,Male,NHW
38,5,2,2,DIAB_medSBP,1915,0,1099252,65-74,Male,NHB
39,5,2,3,DIAB_medSBP,1023,0,1168063,65-74,Male,HIS
40,5,2,4,DIAB_medSBP,459,0,989548,65-74,Male,OTH
41,6,1,1,DIAB_medSBP,11096,0,9145660,75+,Female,NHW
42,6,1,2,DIAB_medSBP,2722,0,1249362,75+,Female,NHB
43,6,1,3,DIAB_medSBP,1622,0,737080,75+,Female,HIS
44,6,1,4,DIAB_medSBP,855,0,689818,75+,Female,OTH
45,6,2,1,DIAB_medSBP,11960,0,6831819,75+,Male,NHW
46,6,2,2,DIAB_medSBP,1872,0,670963,75+,Male,NHB
47,6,2,3,DIAB_medSBP,1428,0,548525,75+,Male,HIS
48,6,2,4,DIAB_medSBP,695,0,638884,75+,Male,OTH
1,1,1,1,ECA,9,0,18192633,20-34,Female,NHW
2,1,1,2,ECA,0,0,4596338,20-34,Female,NHB
3,1,1,3,ECA,3,0,6549965,20-34,Female,HIS
4,1,1,4,ECA,0,0,3878604,20-34,Female,OTH
5,1,2,1,ECA,36,0,19295314,20-34,Male,NHW
6,1,2,2,ECA,0,0,4186659,20-34,Male,NHB
7,1,2,3,ECA,11,0,6886181,20-34,Male,HIS
8,1,2,4,ECA,0,0,3785306,20-34,Male,OTH
9,2,1,1,ECA,0,0,10789518,35-44,Female,NHW
10,2,1,2,ECA,5,0,2841551,35-44,Female,NHB
11,2,1,3,ECA,0,0,4706043,35-44,Female,HIS
12,2,1,4,ECA,4,0,2705155,35-44,Female,OTH
13,2,2,1,ECA,139,0,10698668,35-44,Male,NHW
14,2,2,2,ECA,8,0,2373836,35-44,Male,NHB
15,2,2,3,ECA,23,0,4477083,35-44,Male,HIS
16,2,2,4,ECA,13,0,2268050,35-44,Male,OTH
17,3,1,1,ECA,111,0,12961330,45-54,Female,NHW
18,3,1,2,ECA,4,0,2294986,45-54,Female,NHB
19,3,1,3,ECA,12,0,2981376,45-54,Female,HIS
20,3,1,4,ECA,6,0,1908325,45-54,Female,OTH
21,3,2,1,ECA,619,0,10622756,45-54,Male,NHW
22,3,2,2,ECA,16,0,2323392,45-54,Male,NHB
23,3,2,3,ECA,65,0,3207152,45-54,Male,HIS
24,3,2,4,ECA,13,0,2807268,45-54,Male,OTH
25,4,1,1,ECA,291,0,16626401,55-64,Female,NHW
26,4,1,2,ECA,25,0,3005374,55-64,Female,NHB
27,4,1,3,ECA,16,0,2911586,55-64,Female,HIS
28,4,1,4,ECA,8,0,2629488,55-64,Female,OTH
29,4,2,1,ECA,2319,0,15564860,55-64,Male,NHW
30,4,2,2,ECA,77,0,2050599,55-64,Male,NHB
31,4,2,3,ECA,158,0,2832735,55-64,Male,HIS
32,4,2,4,ECA,67,0,2195076,55-64,Male,OTH
33,5,1,1,ECA,374,0,11513863,65-74,Female,NHW
34,5,1,2,ECA,18,0,1390166,65-74,Female,NHB
35,5,1,3,ECA,35,0,1616432,65-74,Female,HIS
36,5,1,4,ECA,3,0,1089947,65-74,Female,OTH
37,5,2,1,ECA,2921,0,10345066,65-74,Male,NHW
38,5,2,2,ECA,60,0,1099252,65-74,Male,NHB
39,5,2,3,ECA,158,0,1168063,65-74,Male,HIS
40,5,2,4,ECA,63,0,989548,65-74,Male,OTH
41,6,1,1,ECA,534,0,9145660,75+,Female,NHW
42,6,1,2,ECA,25,0,1249362,75+,Female,NHB
43,6,1,3,ECA,23,0,737080,75+,Female,HIS
44,6,1,4,ECA,14,0,689818,75+,Female,OTH
45,6,2,1,ECA,2293,0,6831819,75+,Male,NHW
46,6,2,2,ECA,67,0,670963,75+,Male,NHB
47,6,2,3,ECA,67,0,548525,75+,Male,HIS
48,6,2,4,ECA,52,0,638884,75+,Male,OTH
1,1,1,1,ENDO,74,0,18192633,20-34,Female,NHW
2,1,1,2,ENDO,9,0,4596338,20-34,Female,NHB
3,1,1,3,ENDO,9,0,6549965,20-34,Female,HIS
4,1,1,4,ENDO,8,0,3878604,20-34,Female,OTH
5,1,2,1,ENDO,63,0,19295314,20-34,Male,NHW
6,1,2,2,ENDO,9,0,4186659,20-34,Male,NHB
7,1,2,3,ENDO,13,0,6886181,20-34,Male,HIS
8,1,2,4,ENDO,8,0,3785306,20-34,Male,OTH
9,2,1,1,ENDO,50,0,10789518,35-44,Female,NHW
10,2,1,2,ENDO,10,0,2841551,35-44,Female,NHB
11,2,1,3,ENDO,9,0,4706043,35-44,Female,HIS
12,2,1,4,ENDO,6,0,2705155,35-44,Female,OTH
13,2,2,1,ENDO,66,0,10698668,35-44,Male,NHW
14,2,2,2,ENDO,13,0,2373836,35-44,Male,NHB
15,2,2,3,ENDO,16,0,4477083,35-44,Male,HIS
16,2,2,4,ENDO,9,0,2268050,35-44,Male,OTH
17,3,1,1,ENDO,44,0,12961330,45-54,Female,NHW
18,3,1,2,ENDO,12,0,2294986,45-54,Female,NHB
19,3,1,3,ENDO,9,0,2981376,45-54,Female,HIS
20,3,1,4,ENDO,5,0,1908325,45-54,Female,OTH
21,3,2,1,ENDO,92,0,10622756,45-54,Male,NHW
22,3,2,2,ENDO,16,0,2323392,45-54,Male,NHB
23,3,2,3,ENDO,15,0,3207152,45-54,Male,HIS
24,3,2,4,ENDO,9,0,2807268,45-54,Male,OTH
25,4,1,1,ENDO,77,0,16626401,55-64,Female,NHW
26,4,1,2,ENDO,24,0,3005374,55-64,Female,NHB
27,4,1,3,ENDO,10,0,2911586,55-64,Female,HIS
28,4,1,4,ENDO,8,0,2629488,55-64,Female,OTH
