subgroup,diseases,diseases_label,crude_rate,crude_se,population,count,count_se,Age,Age_label,Sex,Sex_label,Race,Race_label
37,GC,Gallbladder,2.25,0.31,10345066,233,33,5,65-74,2,Male,1,NHW
38,GC,Gallbladder,6.45,1.48,1099252,71,17,5,65-74,2,Male,2,NHB
39,GC,Gallbladder,5.47,1.12,1168063,64,14,5,65-74,2,Male,3,HIS
40,GC,Gallbladder,5.81,1.24,989548,58,13,5,65-74,2,Male,4,OTH
41,GC,Gallbladder,8.27,0.62,9145660,757,57,6,75+,1,Female,1,NHW
42,GC,Gallbladder,9.23,1.88,1249362,116,24,6,75+,1,Female,2,NHB
43,GC,Gallbladder,12.3,1.83,737080,91,14,6,75+,1,Female,3,HIS
44,GC,Gallbladder,10.58,1.72,689818,73,12,6,75+,1,Female,4,OTH
45,GC,Gallbladder,5.56,0.6,6831819,380,41,6,75+,2,Male,1,NHW
46,GC,Gallbladder,5.26,1.86,670963,36,13,6,75+,2,Male,2,NHB
47,GC,Gallbladder,11.39,2.15,548525,63,12,6,75+,2,Male,3,HIS
48,GC,Gallbladder,5.19,1.44,638884,34,10,6,75+,2,Male,4,OTH
1,KC,Kidney and Renal Pelvis,1.34,0.18,18192633,244,33,1,20-34,1,Female,1,NHW
2,KC,Kidney and Renal Pelvis,1.3,0.34,4596338,60,16,1,20-34,1,Female,2,NHB
3,KC,Kidney and Renal Pelvis,1.42,0.24,6549965,94,16,1,20-34,1,Female,3,HIS
4,KC,Kidney and Renal Pelvis,0.83,0.26,3878604,33,11,1,20-34,1,Female,4,OTH
5,KC,Kidney and Renal Pelvis,2.03,0.22,19295314,392,43,1,20-34,2,Male,1,NHW
6,KC,Kidney and Renal Pelvis,1.36,0.34,4186659,58,15,1,20-34,2,Male,2,NHB
7,KC,Kidney and Renal Pelvis,1.46,0.23,6886181,101,16,1,20-34,2,Male,3,HIS
8,KC,Kidney and Renal Pelvis,1.58,0.36,3785306,60,14,1,20-34,2,Male,4,OTH
9,KC,Kidney and Renal Pelvis,6.57,0.5,10789518,709,54,2,35-44,1,Female,1,NHW
10,KC,Kidney and Renal Pelvis,6.44,0.98,2841551,183,28,2,35-44,1,Female,2,NHB
11,KC,Kidney and Renal Pelvis,8.98,0.78,4706043,423,37,2,35-44,1,Female,3,HIS
12,KC,Kidney and Renal Pelvis,3.55,0.65,2705155,97,18,2,35-44,1,Female,4,OTH
13,KC,Kidney and Renal Pelvis,10.51,0.62,10698668,1125,67,2,35-44,2,Male,1,NHW
14,KC,Kidney and Renal Pelvis,11.3,1.36,2373836,269,33,2,35-44,2,Male,2,NHB
15,KC,Kidney and Renal Pelvis,10.06,0.8,4477083,451,36,2,35-44,2,Male,3,HIS
16,KC,Kidney and Renal Pelvis,9.41,1.12,2268050,214,26,2,35-44,2,Male,4,OTH
17,KC,Kidney and Renal Pelvis,15.23,0.72,12961330,1974,94,3,45-54,1,Female,1,NHW
18,KC,Kidney and Renal Pelvis,13.32,1.42,2294986,306,33,3,45-54,1,Female,2,NHB
19,KC,Kidney and Renal Pelvis,16.7,1.15,2981376,499,35,3,45-54,1,Female,3,HIS
20,KC,Kidney and Renal Pelvis,8.55,1.06,1908325,164,21,3,45-54,1,Female,4,OTH
21,KC,Kidney and Renal Pelvis,28.84,0.99,10622756,3064,106,3,45-54,2,Male,1,NHW
22,KC,Kidney and Renal Pelvis,32.26,2.33,2323392,750,55,3,45-54,2,Male,2,NHB
23,KC,Kidney and Renal Pelvis,24.09,1.36,3207152,773,44,3,45-54,2,Male,3,HIS
24,KC,Kidney and Renal Pelvis,19.49,1.71,2807268,548,49,3,45-54,2,Male,4,OTH
25,KC,Kidney and Renal Pelvis,25.18,0.86,16626401,4187,143,4,55-64,1,Female,1,NHW
26,KC,Kidney and Renal Pelvis,32.79,2.3,3005374,986,70,4,55-64,1,Female,2,NHB
27,KC,Kidney and Renal Pelvis,34.65,1.94,2911586,1009,57,4,55-64,1,Female,3,HIS
28,KC,Kidney and Renal Pelvis,18.54,1.67,2629488,488,44,4,55-64,1,Female,4,OTH
29,KC,Kidney and Renal Pelvis,57.41,1.33,15564860,8936,208,4,55-64,2,Male,1,NHW
30,KC,Kidney and Renal Pelvis,64.31,3.46,2050599,1319,71,4,55-64,2,Male,2,NHB
31,KC,Kidney and Renal Pelvis,55.08,2.5,2832735,1561,71,4,55-64,2,Male,3,HIS
32,KC,Kidney and Renal Pelvis,42.81,2.76,2195076,940,61,4,55-64,2,Male,4,OTH
33,KC,Kidney and Renal Pelvis,42.11,1.26,11513863,4849,146,5,65-74,1,Female,1,NHW
34,KC,Kidney and Renal Pelvis,53.41,3.7,1390166,743,52,5,65-74,1,Female,2,NHB
35,KC,Kidney and Renal Pelvis,44.05,2.92,1616432,713,48,5,65-74,1,Female,3,HIS
36,KC,Kidney and Renal Pelvis,25.48,2.32,1089947,278,26,5,65-74,1,Female,4,OTH
37,KC,Kidney and Renal Pelvis,93.18,1.97,10345066,9640,204,5,65-74,2,Male,1,NHW
38,KC,Kidney and Renal Pelvis,96.76,5.73,1099252,1064,63,5,65-74,2,Male,2,NHB
39,KC,Kidney and Renal Pelvis,90.48,4.54,1168063,1057,54,5,65-74,2,Male,3,HIS
40,KC,Kidney and Renal Pelvis,48.03,3.56,989548,476,36,5,65-74,2,Male,4,OTH
41,KC,Kidney and Renal Pelvis,45.62,1.45,9145660,4173,133,6,75+,1,Female,1,NHW
42,KC,Kidney and Renal Pelvis,55.01,4.6,1249362,688,58,6,75+,1,Female,2,NHB
43,KC,Kidney and Renal Pelvis,50.83,3.73,737080,375,28,6,75+,1,Female,3,HIS
44,KC,Kidney and Renal Pelvis,26.72,2.73,689818,185,19,6,75+,1,Female,4,OTH
45,KC,Kidney and Renal Pelvis,102.46,2.56,6831819,7001,175,6,75+,2,Male,1,NHW
46,KC,Kidney and Renal Pelvis,94.09,7.87,670963,632,53,6,75+,2,Male,2,NHB
47,KC,Kidney and Renal Pelvis,94.78,6.21,548525,520,35,6,75+,2,Male,3,HIS
48,KC,Kidney and Renal Pelvis,49.9,4.46,638884,319,29,6,75+,2,Male,4,OTH
1,LC,Lung and Bronchus,0.49,0.11,18192633,89,21,1,20-34,1,Female,1,NHW
2,LC,Lung and Bronchus,0.78,0.26,4596338,36,12,1,20-34,1,Female,2,NHB
3,LC,Lung and Bronchus,0.63,0.16,6549965,42,11,1,20-34,1,Female,3,HIS
4,LC,Lung and Bronchus,0.83,0.26,3878604,33,11,1,20-34,1,Female,4,OTH
5,LC,Lung and Bronchus,0.55,0.11,19295314,107,22,1,20-34,2,Male,1,NHW
6,LC,Lung and Bronchus,0.34,0.17,4186659,15,8,1,20-34,2,Male,2,NHB
7,LC,Lung and Bronchus,0.66,0.16,6886181,46,12,1,20-34,2,Male,3,HIS
8,LC,Lung and Bronchus,0.58,0.22,3785306,23,9,1,20-34,2,Male,4,OTH
9,LC,Lung and Bronchus,3.72,0.38,10789518,402,42,2,35-44,1,Female,1,NHW
10,LC,Lung and Bronchus,6.14,0.96,2841551,175,28,2,35-44,1,Female,2,NHB
11,LC,Lung and Bronchus,3.22,0.46,4706043,152,22,2,35-44,1,Female,3,HIS
12,LC,Lung and Bronchus,7.1,0.92,2705155,193,25,2,35-44,1,Female,4,OTH
13,LC,Lung and Bronchus,4.65,0.41,10698668,498,44,2,35-44,2,Male,1,NHW
14,LC,Lung and Bronchus,6.71,1.05,2373836,160,25,2,35-44,2,Male,2,NHB
15,LC,Lung and Bronchus,2.29,0.38,4477083,103,18,2,35-44,2,Male,3,HIS
16,LC,Lung and Bronchus,3.45,0.68,2268050,79,16,2,35-44,2,Male,4,OTH
17,LC,Lung and Bronchus,31.41,1.04,12961330,4072,135,3,45-54,1,Female,1,NHW
18,LC,Lung and Bronchus,20.59,1.77,2294986,473,41,3,45-54,1,Female,2,NHB
19,LC,Lung and Bronchus,10.16,0.89,2981376,304,27,3,45-54,1,Female,3,HIS
20,LC,Lung and Bronchus,21.44,1.68,1908325,410,33,3,45-54,1,Female,4,OTH
21,LC,Lung and Bronchus,25.91,0.94,10622756,2753,100,3,45-54,2,Male,1,NHW
22,LC,Lung and Bronchus,28.38,2.19,2323392,660,51,3,45-54,2,Male,2,NHB
23,LC,Lung and Bronchus,8.26,0.8,3207152,265,26,3,45-54,2,Male,3,HIS
24,LC,Lung and Bronchus,19.34,1.7,2807268,543,48,3,45-54,2,Male,4,OTH
25,LC,Lung and Bronchus,109.51,1.8,16626401,18207,300,4,55-64,1,Female,1,NHW
26,LC,Lung and Bronchus,111.56,4.23,3005374,3353,128,4,55-64,1,Female,2,NHB
27,LC,Lung and Bronchus,37.46,2.01,2911586,1091,59,4,55-64,1,Female,3,HIS
28,LC,Lung and Bronchus,55.33,2.88,2629488,1455,76,4,55-64,1,Female,4,OTH
29,LC,Lung and Bronchus,121.35,1.93,15564860,18889,301,4,55-64,2,Male,1,NHW
30,LC,Lung and Bronchus,153.42,5.35,2050599,3147,110,4,55-64,2,Male,2,NHB
31,LC,Lung and Bronchus,42.59,2.2,2832735,1207,63,4,55-64,2,Male,3,HIS
32,LC,Lung and Bronchus,80.11,3.77,2195076,1759,83,4,55-64,2,Male,4,OTH
33,LC,Lung and Bronchus,238.34,3,11513863,27443,346,5,65-74,1,Female,1,NHW
34,LC,Lung and Bronchus,216.48,7.46,1390166,3010,104,5,65-74,1,Female,2,NHB
35,LC,Lung and Bronchus,99.3,4.38,1616432,1606,71,5,65-74,1,Female,3,HIS
36,LC,Lung and Bronchus,127.17,5.17,1089947,1387,57,5,65-74,1,Female,4,OTH
37,LC,Lung and Bronchus,269.71,3.35,10345066,27902,347,5,65-74,2,Male,1,NHW
38,LC,Lung and Bronchus,342.56,10.78,1099252,3766,119,5,65-74,2,Male,2,NHB
39,LC,Lung and Bronchus,133.55,5.52,1168063,1560,65,5,65-74,2,Male,3,HIS
40,LC,Lung and Bronchus,199.24,7.25,989548,1972,72,5,65-74,2,Male,4,OTH
41,LC,Lung and Bronchus,325.94,3.87,9145660,29810,354,6,75+,1,Female,1,NHW
42,LC,Lung and Bronchus,258.52,9.97,1249362,3230,125,6,75+,1,Female,2,NHB
43,LC,Lung and Bronchus,159.31,6.6,737080,1175,49,6,75+,1,Female,3,HIS
44,LC,Lung and Bronchus,206.82,7.59,689818,1427,53,6,75+,1,Female,4,OTH
45,LC,Lung and Bronchus,430.63,5.25,6831819,29420,359,6,75+,2,Male,1,NHW
46,LC,Lung and Bronchus,467.16,17.53,670963,3135,118,6,75+,2,Male,2,NHB
47,LC,Lung and Bronchus,266.85,10.42,548525,1464,58,6,75+,2,Male,3,HIS
48,LC,Lung and Bronchus,320.15,11.3,638884,2046,73,6,75+,2,Male,4,OTH
1,LVC,Liver and Intrahepatic Bile Duct,0.2,0.07,18192633,36,13,1,20-34,1,Female,1,NHW
2,LVC,Liver and Intrahepatic Bile Duct,0.52,0.21,4596338,24,10,1,20-34,1,Female,2,NHB
3,LVC,Liver and Intrahepatic Bile Duct,0.32,0.11,6549965,21,8,1,20-34,1,Female,3,HIS
4,LVC,Liver and Intrahepatic Bile Duct,0.25,0.14,3878604,10,6,1,20-34,1,Female,4,OTH
5,LVC,Liver and Intrahepatic Bile Duct,0.35,0.09,19295314,67,18,1,20-34,2,Male,1,NHW
6,LVC,Liver and Intrahepatic Bile Duct,0.34,0.17,4186659,15,8,1,20-34,2,Male,2,NHB
7,LVC,Liver and Intrahepatic Bile Duct,0.33,0.11,6886181,23,8,1,20-34,2,Male,3,HIS
8,LVC,Liver and Intrahepatic Bile Duct,0.67,0.24,3785306,26,10,1,20-34,2,Male,4,OTH
9,LVC,Liver and Intrahepatic Bile Duct,0.99,0.19,10789518,107,21,2,35-44,1,Female,1,NHW
10,LVC,Liver and Intrahepatic Bile Duct,1.35,0.45,2841551,39,13,2,35-44,1,Female,2,NHB
11,LVC,Liver and Intrahepatic Bile Duct,0.47,0.18,4706043,23,9,2,35-44,1,Female,3,HIS
12,LVC,Liver and Intrahepatic Bile Duct,0.83,0.31,2705155,23,9,2,35-44,1,Female,4,OTH
13,LVC,Liver and Intrahepatic Bile Duct,1,0.19,10698668,107,21,2,35-44,2,Male,1,NHW
14,LVC,Liver and Intrahepatic Bile Duct,1.47,0.49,2373836,35,12,2,35-44,2,Male,2,NHB
15,LVC,Liver and Intrahepatic Bile Duct,0.95,0.25,4477083,43,12,2,35-44,2,Male,3,HIS
16,LVC,Liver and Intrahepatic Bile Duct,4.51,0.77,2268050,103,18,2,35-44,2,Male,4,OTH
17,LVC,Liver and Intrahepatic Bile Duct,2.77,0.31,12961330,360,41,3,45-54,1,Female,1,NHW
18,LVC,Liver and Intrahepatic Bile Duct,3.03,0.68,2294986,70,16,3,45-54,1,Female,2,NHB
19,LVC,Liver and Intrahepatic Bile Duct,3.62,0.53,2981376,109,16,3,45-54,1,Female,3,HIS
20,LVC,Liver and Intrahepatic Bile Duct,3.42,0.67,1908325,66,13,3,45-54,1,Female,4,OTH
21,LVC,Liver and Intrahepatic Bile Duct,7.29,0.5,10622756,775,54,3,45-54,2,Male,1,NHW
22,LVC,Liver and Intrahepatic Bile Duct,9.46,1.26,2323392,220,30,3,45-54,2,Male,2,NHB
23,LVC,Liver and Intrahepatic Bile Duct,13.59,1.02,3207152,436,33,3,45-54,2,Male,3,HIS
24,LVC,Liver and Intrahepatic Bile Duct,14.24,1.46,2807268,400,41,3,45-54,2,Male,4,OTH
25,LVC,Liver and Intrahepatic Bile Duct,9.14,0.52,16626401,1519,87,4,55-64,1,Female,1,NHW
26,LVC,Liver and Intrahepatic Bile Duct,14.79,1.54,3005374,445,47,4,55-64,1,Female,2,NHB
27,LVC,Liver and Intrahepatic Bile Duct,19.6,1.46,2911586,571,43,4,55-64,1,Female,3,HIS
28,LVC,Liver and Intrahepatic Bile Duct,13.91,1.44,2629488,366,38,4,55-64,1,Female,4,OTH
29,LVC,Liver and Intrahepatic Bile Duct,36.94,1.06,15564860,5749,165,4,55-64,2,Male,1,NHW
30,LVC,Liver and Intrahepatic Bile Duct,58.91,3.31,2050599,1208,68,4,55-64,2,Male,2,NHB
31,LVC,Liver and Intrahepatic Bile Duct,55.42,2.51,2832735,1570,72,4,55-64,2,Male,3,HIS
32,LVC,Liver and Intrahepatic Bile Duct,52.93,3.07,2195076,1162,68,4,55-64,2,Male,4,OTH
33,LVC,Liver and Intrahepatic Bile Duct,17.17,0.8,11513863,1977,93,5,65-74,1,Female,1,NHW
34,LVC,Liver and Intrahepatic Bile Duct,27.22,2.64,1390166,379,37,5,65-74,1,Female,2,NHB
35,LVC,Liver and Intrahepatic Bile Duct,42.31,2.86,1616432,684,47,5,65-74,1,Female,3,HIS
36,LVC,Liver and Intrahepatic Bile Duct,30.53,2.54,1089947,333,28,5,65-74,1,Female,4,OTH
37,LVC,Liver and Intrahepatic Bile Duct,54.37,1.51,10345066,5625,157,5,65-74,2,Male,1,NHW
38,LVC,Liver and Intrahepatic Bile Duct,104.57,5.96,1099252,1150,66,5,65-74,2,Male,2,NHB
39,LVC,Liver and Intrahepatic Bile Duct,101.65,4.81,1168063,1188,57,5,65-74,2,Male,3,HIS
40,LVC,Liver and Intrahepatic Bile Duct,77.06,4.51,989548,763,45,5,65-74,2,Male,4,OTH
41,LVC,Liver and Intrahepatic Bile Duct,23.29,1.03,9145660,2131,95,6,75+,1,Female,1,NHW
42,LVC,Liver and Intrahepatic Bile Duct,24.62,3.08,1249362,308,39,6,75+,1,Female,2,NHB
43,LVC,Liver and Intrahepatic Bile Duct,60.94,4.08,737080,450,31,6,75+,1,Female,3,HIS
44,LVC,Liver and Intrahepatic Bile Duct,46.49,3.6,689818,321,25,6,75+,1,Female,4,OTH
45,LVC,Liver and Intrahepatic Bile Duct,53.37,1.85,6831819,3647,127,6,75+,2,Male,1,NHW
46,LVC,Liver and Intrahepatic Bile Duct,59.88,6.28,670963,402,43,6,75+,2,Male,2,NHB
47,LVC,Liver and Intrahepatic Bile Duct,94.37,6.2,548525,518,35,6,75+,2,Male,3,HIS
48,LVC,Liver and Intrahepatic Bile Duct,88.22,5.93,638884,564,38,6,75+,2,Male,4,OTH
1,MLPC,"Mouth, Larynx, and Pharynx Cancers",1.19,0.17,18192633,218,31,1,20-34,1,Female,1,NHW
2,MLPC,"Mouth, Larynx, and Pharynx Cancers",0.95,0.29,4596338,44,14,1,20-34,1,Female,2,NHB
3,MLPC,"Mouth, Larynx, and Pharynx Cancers",0.99,0.2,6549965,65,14,1,20-34,1,Female,3,HIS
4,MLPC,"Mouth, Larynx, and Pharynx Cancers",1.84,0.39,3878604,72,16,1,20-34,1,Female,4,OTH
5,MLPC,"Mouth, Larynx, and Pharynx Cancers",1.24,0.17,19295314,240,33,1,20-34,2,Male,1,NHW
6,MLPC,"Mouth, Larynx, and Pharynx Cancers",0.94,0.28,4186659,40,12,1,20-34,2,Male,2,NHB
7,MLPC,"Mouth, Larynx, and Pharynx Cancers",0.92,0.18,6886181,64,13,1,20-34,2,Male,3,HIS
8,MLPC,"Mouth, Larynx, and Pharynx Cancers",2.91,0.49,3785306,111,19,1,20-34,2,Male,4,OTH
9,MLPC,"Mouth, Larynx, and Pharynx Cancers",3.68,0.37,10789518,398,40,2,35-44,1,Female,1,NHW
10,MLPC,"Mouth, Larynx, and Pharynx Cancers",2.54,0.62,2841551,73,18,2,35-44,1,Female,2,NHB
11,MLPC,"Mouth, Larynx, and Pharynx Cancers",1.88,0.35,4706043,89,17,2,35-44,1,Female,3,HIS
12,MLPC,"Mouth, Larynx, and Pharynx Cancers",4.03,0.69,2705155,109,19,2,35-44,1,Female,4,OTH
13,MLPC,"Mouth, Larynx, and Pharynx Cancers",7.16,0.51,10698668,766,55,2,35-44,2,Male,1,NHW
14,MLPC,"Mouth, Larynx, and Pharynx Cancers",5.89,0.98,2373836,140,24,2,35-44,2,Male,2,NHB
15,MLPC,"Mouth, Larynx, and Pharynx Cancers",2.93,0.43,4477083,132,20,2,35-44,2,Male,3,HIS
16,MLPC,"Mouth, Larynx, and Pharynx Cancers",8.62,1.07,2268050,196,25,2,35-44,2,Male,4,OTH
17,MLPC,"Mouth, Larynx, and Pharynx Cancers",11.67,0.63,12961330,1513,82,3,45-54,1,Female,1,NHW
18,MLPC,"Mouth, Larynx, and Pharynx Cancers",8.02,1.1,2294986,185,26,3,45-54,1,Female,2,NHB
19,MLPC,"Mouth, Larynx, and Pharynx Cancers",6.07,0.69,2981376,181,21,3,45-54,1,Female,3,HIS
20,MLPC,"Mouth, Larynx, and Pharynx Cancers",8.81,1.08,1908325,169,21,3,45-54,1,Female,4,OTH
21,MLPC,"Mouth, Larynx, and Pharynx Cancers",33.85,1.07,10622756,3596,114,3,45-54,2,Male,1,NHW
22,MLPC,"Mouth, Larynx, and Pharynx Cancers",26.01,2.1,2323392,605,49,3,45-54,2,Male,2,NHB
23,MLPC,"Mouth, Larynx, and Pharynx Cancers",14.21,1.05,3207152,456,34,3,45-54,2,Male,3,HIS
24,MLPC,"Mouth, Larynx, and Pharynx Cancers",23.69,1.88,2807268,665,53,3,45-54,2,Male,4,OTH
25,MLPC,"Mouth, Larynx, and Pharynx Cancers",22.36,0.81,16626401,3719,135,4,55-64,1,Female,1,NHW
26,MLPC,"Mouth, Larynx, and Pharynx Cancers",16.72,1.64,3005374,503,50,4,55-64,1,Female,2,NHB
27,MLPC,"Mouth, Larynx, and Pharynx Cancers",12.02,1.14,2911586,350,34,4,55-64,1,Female,3,HIS
28,MLPC,"Mouth, Larynx, and Pharynx Cancers",14.21,1.46,2629488,374,39,4,55-64,1,Female,4,OTH
29,MLPC,"Mouth, Larynx, and Pharynx Cancers",77.21,1.54,15564860,12018,240,4,55-64,2,Male,1,NHW
30,MLPC,"Mouth, Larynx, and Pharynx Cancers",61.52,3.39,2050599,1262,70,4,55-64,2,Male,2,NHB
31,MLPC,"Mouth, Larynx, and Pharynx Cancers",32.14,1.91,2832735,911,55,4,55-64,2,Male,3,HIS
32,MLPC,"Mouth, Larynx, and Pharynx Cancers",45.65,2.85,2195076,1003,63,4,55-64,2,Male,4,OTH
33,MLPC,"Mouth, Larynx, and Pharynx Cancers",29.13,1.05,11513863,3354,121,5,65-74,1,Female,1,NHW
34,MLPC,"Mouth, Larynx, and Pharynx Cancers",24.65,2.52,1390166,343,36,5,65-74,1,Female,2,NHB
35,MLPC,"Mouth, Larynx, and Pharynx Cancers",17.77,1.85,1616432,288,30,5,65-74,1,Female,3,HIS
36,MLPC,"Mouth, Larynx, and Pharynx Cancers",16.21,1.85,1089947,177,21,5,65-74,1,Female,4,OTH
37,MLPC,"Mouth, Larynx, and Pharynx Cancers",100.98,2.05,10345066,10447,213,5,65-74,2,Male,1,NHW
38,MLPC,"Mouth, Larynx, and Pharynx Cancers",87.25,5.44,1099252,960,60,5,65-74,2,Male,2,NHB
39,MLPC,"Mouth, Larynx, and Pharynx Cancers",57.89,3.63,1168063,677,43,5,65-74,2,Male,3,HIS
40,MLPC,"Mouth, Larynx, and Pharynx Cancers",56.47,3.86,989548,559,39,5,65-74,2,Male,4,OTH
41,MLPC,"Mouth, Larynx, and Pharynx Cancers",38.13,1.32,9145660,3488,121,6,75+,1,Female,1,NHW
42,MLPC,"Mouth, Larynx, and Pharynx Cancers",22.31,2.93,1249362,279,37,6,75+,1,Female,2,NHB
43,MLPC,"Mouth, Larynx, and Pharynx Cancers",27.6,2.75,737080,204,21,6,75+,1,Female,3,HIS
44,MLPC,"Mouth, Larynx, and Pharynx Cancers",24.77,2.63,689818,171,19,6,75+,1,Female,4,OTH
45,MLPC,"Mouth, Larynx, and Pharynx Cancers",103.68,2.57,6831819,7084,176,6,75+,2,Male,1,NHW
46,MLPC,"Mouth, Larynx, and Pharynx Cancers",72.38,6.9,670963,486,47,6,75+,2,Male,2,NHB
47,MLPC,"Mouth, Larynx, and Pharynx Cancers",68.34,5.27,548525,375,29,6,75+,2,Male,3,HIS
48,MLPC,"Mouth, Larynx, and Pharynx Cancers",64.27,5.07,638884,411,33,6,75+,2,Male,4,OTH
1,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.12,0.05,18192633,23,10,1,20-34,1,Female,1,NHW
2,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.35,0.17,4596338,16,8,1,20-34,1,Female,2,NHB
3,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.04,0.04,6549965,3,3,1,20-34,1,Female,3,HIS
4,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.17,0.12,3878604,7,5,1,20-34,1,Female,4,OTH
5,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.12,0.05,19295314,23,10,1,20-34,2,Male,1,NHW
6,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.43,0.19,4186659,18,8,1,20-34,2,Male,2,NHB
7,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.18,0.08,6886181,13,6,1,20-34,2,Male,3,HIS
8,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.33,0.17,3785306,13,7,1,20-34,2,Male,4,OTH
9,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,1.14,0.21,10789518,123,23,2,35-44,1,Female,1,NHW
10,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,3.74,0.75,2841551,107,22,2,35-44,1,Female,2,NHB
11,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,1.54,0.32,4706043,73,16,2,35-44,1,Female,3,HIS
12,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,0.83,0.31,2705155,23,9,2,35-44,1,Female,4,OTH
13,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,1.66,0.25,10698668,178,27,2,35-44,2,Male,1,NHW
14,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,4.26,0.83,2373836,102,20,2,35-44,2,Male,2,NHB
15,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,1.08,0.26,4477083,49,12,2,35-44,2,Male,3,HIS
16,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,1.59,0.46,2268050,37,11,2,35-44,2,Male,4,OTH
17,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,3.83,0.36,12961330,497,47,3,45-54,1,Female,1,NHW
18,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,13.93,1.45,2294986,320,34,3,45-54,1,Female,2,NHB
19,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,5.2,0.64,2981376,156,20,3,45-54,1,Female,3,HIS
20,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,2.37,0.56,1908325,46,11,3,45-54,1,Female,4,OTH
21,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,5.62,0.44,10622756,597,47,3,45-54,2,Male,1,NHW
22,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,14.86,1.58,2323392,346,37,3,45-54,2,Male,2,NHB
23,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,6.33,0.7,3207152,204,23,3,45-54,2,Male,3,HIS
24,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,4.35,0.81,2807268,123,23,3,45-54,2,Male,4,OTH
25,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,9.14,0.52,16626401,1519,87,4,55-64,1,Female,1,NHW
26,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,26.52,2.06,3005374,798,62,4,55-64,1,Female,2,NHB
27,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,11.69,1.13,2911586,341,33,4,55-64,1,Female,3,HIS
28,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,5.83,0.93,2629488,154,25,4,55-64,1,Female,4,OTH
29,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,13.58,0.65,15564860,2114,102,4,55-64,2,Male,1,NHW
30,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,32.25,2.45,2050599,662,51,4,55-64,2,Male,2,NHB
31,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,14.88,1.3,2832735,422,37,4,55-64,2,Male,3,HIS
32,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,9.24,1.28,2195076,203,29,4,55-64,2,Male,4,OTH
33,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,18.71,0.84,11513863,2155,97,5,65-74,1,Female,1,NHW
34,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,53.41,3.7,1390166,743,52,5,65-74,1,Female,2,NHB
35,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,20.48,1.99,1616432,332,33,5,65-74,1,Female,3,HIS
36,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,14.11,1.72,1089947,154,19,5,65-74,1,Female,4,OTH
37,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,31.94,1.15,10345066,3304,119,5,65-74,2,Male,1,NHW
38,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,73.67,5,1099252,810,55,5,65-74,2,Male,2,NHB
39,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,29.4,2.59,1168063,344,31,5,65-74,2,Male,3,HIS
40,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,22.17,2.42,989548,220,24,5,65-74,2,Male,4,OTH
41,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,28.21,1.14,9145660,2580,105,6,75+,1,Female,1,NHW
42,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,67.71,5.1,1249362,846,64,6,75+,1,Female,2,NHB
43,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,34.43,3.07,737080,254,23,6,75+,1,Female,3,HIS
44,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,22.55,2.51,689818,156,18,6,75+,1,Female,4,OTH
45,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,50.75,1.8,6831819,3468,123,6,75+,2,Male,1,NHW
