"Notes"	"Gender"	"Gender Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2085	663928	314.04	300.56	327.52	6.88
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	6685	663928	1006.89	982.75	1031.02	12.31
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	306	663928	46.09	40.93	51.25	2.63
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	230	663928	34.64	30.17	39.12	2.28
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	535	663928	80.58	73.75	87.41	3.48
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	126	663928	18.98	15.66	22.29	1.69
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	332	25183658	1.32	1.18	1.46	0.07
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	33	25183658	0.13	0.09	0.18	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Hypertensive heart disease (I11)"	"GR113-056"	93	25183658	0.37	0.30	0.45	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	7	25183658	Unreliable	0.01	0.06	0.01
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	271	25183658	1.08	0.95	1.20	0.07
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	101	25183658	0.40	0.32	0.48	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	7	25183658	Unreliable	0.01	0.06	0.01
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	163	25183658	0.65	0.55	0.75	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Acute and subacute endocarditis (I33)"	"GR113-065"	64	25183658	0.25	0.20	0.32	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	24	25183658	0.10	0.06	0.14	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Heart failure (I50)"	"GR113-067"	38	25183658	0.15	0.11	0.21	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	726	25183658	2.88	2.67	3.09	0.11
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	42	25183658	0.17	0.12	0.23	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	243	25183658	0.96	0.84	1.09	0.06
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"#Atherosclerosis (I70)"	"GR113-071"	3	25183658	Unreliable	0.00	0.03	0.01
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	30	25183658	0.12	0.08	0.17	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	26	25183658	0.10	0.07	0.15	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"25-34 years"	"25-34"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	87	25183658	0.35	0.28	0.43	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	815	23501959	3.47	3.23	3.71	0.12
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	47	23501959	0.20	0.15	0.27	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Hypertensive heart disease (I11)"	"GR113-056"	433	23501959	1.84	1.67	2.02	0.09
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	14	23501959	Unreliable	0.03	0.10	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1556	23501959	6.62	6.29	6.95	0.17
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	673	23501959	2.86	2.65	3.08	0.11
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	34	23501959	0.14	0.10	0.20	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	849	23501959	3.61	3.37	3.86	0.12
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Acute and subacute endocarditis (I33)"	"GR113-065"	64	23501959	0.27	0.21	0.35	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	30	23501959	0.13	0.09	0.18	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Heart failure (I50)"	"GR113-067"	117	23501959	0.50	0.41	0.59	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	1504	23501959	6.40	6.08	6.72	0.17
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	144	23501959	0.61	0.51	0.71	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	768	23501959	3.27	3.04	3.50	0.12
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"#Atherosclerosis (I70)"	"GR113-071"	4	23501959	Unreliable	0.00	0.04	0.01
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	77	23501959	0.33	0.26	0.41	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	77	23501959	0.33	0.26	0.41	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"35-44 years"	"35-44"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	158	23501959	0.67	0.57	0.78	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2538	28184527	9.00	8.65	9.36	0.18
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	88	28184527	0.31	0.25	0.38	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Hypertensive heart disease (I11)"	"GR113-056"	1554	28184527	5.51	5.24	5.79	0.14
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	56	28184527	0.20	0.15	0.26	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6925	28184527	24.57	23.99	25.15	0.30
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	2880	28184527	10.22	9.85	10.59	0.19
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	94	28184527	0.33	0.27	0.41	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	3951	28184527	14.02	13.58	14.46	0.22
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Acute and subacute endocarditis (I33)"	"GR113-065"	84	28184527	0.30	0.24	0.37	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	62	28184527	0.22	0.17	0.28	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Heart failure (I50)"	"GR113-067"	610	28184527	2.16	1.99	2.34	0.09
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	3684	28184527	13.07	12.65	13.49	0.22
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	521	28184527	1.85	1.69	2.01	0.08
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2599	28184527	9.22	8.87	9.58	0.18
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"#Atherosclerosis (I70)"	"GR113-071"	49	28184527	0.17	0.13	0.23	0.02
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	194	28184527	0.69	0.59	0.79	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	221	28184527	0.78	0.68	0.89	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"45-54 years"	"45-54"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	336	28184527	1.19	1.06	1.32	0.07
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6428	30357802	21.17	20.66	21.69	0.26
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	276	30357802	0.91	0.80	1.02	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Hypertensive heart disease (I11)"	"GR113-056"	2882	30357802	9.49	9.15	9.84	0.18
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	173	30357802	0.57	0.48	0.65	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	18954	30357802	62.44	61.55	63.32	0.45
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	7381	30357802	24.31	23.76	24.87	0.28
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	268	30357802	0.88	0.78	0.99	0.05
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	11305	30357802	37.24	36.55	37.93	0.35
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Acute and subacute endocarditis (I33)"	"GR113-065"	115	30357802	0.38	0.31	0.45	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	89	30357802	0.29	0.24	0.36	0.03
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Heart failure (I50)"	"GR113-067"	2006	30357802	6.61	6.32	6.90	0.15
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	7702	30357802	25.37	24.80	25.94	0.29
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	1498	30357802	4.93	4.68	5.18	0.13
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	6312	30357802	20.79	20.28	21.30	0.26
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"#Atherosclerosis (I70)"	"GR113-071"	173	30357802	0.57	0.48	0.65	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	530	30357802	1.75	1.60	1.89	0.08
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	596	30357802	1.96	1.81	2.12	0.08
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"55-64 years"	"55-64"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	453	30357802	1.49	1.35	1.63	0.07
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10505	22639409	46.40	45.51	47.29	0.45
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	602	22639409	2.66	2.45	2.87	0.11
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Hypertensive heart disease (I11)"	"GR113-056"	3598	22639409	15.89	15.37	16.41	0.26
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	373	22639409	1.65	1.48	1.81	0.09
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	33760	22639409	149.12	147.53	150.71	0.81
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	12699	22639409	56.09	55.12	57.07	0.50
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	434	22639409	1.92	1.74	2.10	0.09
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	20627	22639409	91.11	89.87	92.35	0.63
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Acute and subacute endocarditis (I33)"	"GR113-065"	174	22639409	0.77	0.65	0.88	0.06
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	103	22639409	0.45	0.37	0.54	0.04
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Heart failure (I50)"	"GR113-067"	5495	22639409	24.27	23.63	24.91	0.33
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	13987	22639409	61.78	60.76	62.81	0.52
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2962	22639409	13.08	12.61	13.55	0.24
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	13950	22639409	61.62	60.60	62.64	0.52
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"#Atherosclerosis (I70)"	"GR113-071"	498	22639409	2.20	2.01	2.39	0.10
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	1161	22639409	5.13	4.83	5.42	0.15
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	1238	22639409	5.47	5.16	5.77	0.16
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"65-74 years"	"65-74"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	582	22639409	2.57	2.36	2.78	0.11
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	12322	12385717	99.49	97.73	101.24	0.90
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	1034	12385717	8.35	7.84	8.86	0.26
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Hypertensive heart disease (I11)"	"GR113-056"	5342	12385717	43.13	41.97	44.29	0.59
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	823	12385717	6.64	6.19	7.10	0.23
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	56761	12385717	458.28	454.51	462.05	1.92
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	18683	12385717	150.84	148.68	153.01	1.10
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	670	12385717	5.41	5.00	5.82	0.21
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	37408	12385717	302.03	298.96	305.09	1.56
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Acute and subacute endocarditis (I33)"	"GR113-065"	177	12385717	1.43	1.22	1.64	0.11
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	127	12385717	1.03	0.85	1.20	0.09
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Heart failure (I50)"	"GR113-067"	14588	12385717	117.78	115.87	119.69	0.98
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	25995	12385717	209.88	207.33	212.43	1.30
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	5848	12385717	47.22	46.01	48.43	0.62
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	31790	12385717	256.67	253.85	259.49	1.44
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"#Atherosclerosis (I70)"	"GR113-071"	1230	12385717	9.93	9.38	10.49	0.28
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	2056	12385717	16.60	15.88	17.32	0.37
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	1955	12385717	15.78	15.08	16.48	0.36
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"75-84 years"	"75-84"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	666	12385717	5.38	4.97	5.79	0.21
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	14111	6717025	210.08	206.61	213.54	1.77
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	1687	6717025	25.12	23.92	26.31	0.61
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	16247	6717025	241.88	238.16	245.60	1.90
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	2453	6717025	36.52	35.07	37.96	0.74
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	126327	6717025	1880.70	1870.33	1891.07	5.29
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	32630	6717025	485.78	480.51	491.05	2.69
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	1385	6717025	20.62	19.53	21.71	0.55
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	92312	6717025	1374.30	1365.43	1383.16	4.52
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Acute and subacute endocarditis (I33)"	"GR113-065"	141	6717025	2.10	1.75	2.45	0.18
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	174	6717025	2.59	2.21	2.98	0.20
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Heart failure (I50)"	"GR113-067"	47516	6717025	707.40	701.04	713.76	3.25
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	63663	6717025	947.79	940.42	955.15	3.76
